10970,[4368.]
10971,[4107.]
10972,[5429.]
11109,[5315.]
11110,[5158.]
11111,[4937.]
11112,[4650.]
11113,[4751.]
11249,[4456.]
11250,[4917.]
11251,[5005.]
11252,[5565.]
11253,[5207.]
11388,[5130.]
11389,[4651.]
11390,[5088.]
11391,[5216.]
11392,[4541.]
11528,[4450.]
11529,[4400.]
11530,[4478.]
11531,[3722.]
11532,[5289.]
11667,[4776.]
11668,[5296.]
11669,[5061.]
11670,[4665.]
11671,[4592.]
11672,[4431.]
11807,[5581.]
11808,[5120.]
11809,[4713.]
11810,[3998.]
11811,[4654.]
11812,[4195.]
11946,[4696.]
11947,[5708.]
11948,[5031.]
11949,[4853.]
11950,[5428.]
11951,[4977.]
11952,[4577.]
12085,[5148.]
12086,[5731.]
12087,[5274.]
12088,[4468.]
12089,[4526.]
12090,[4643.]
12091,[4474.]
12092,[5474.]
12093,[4429.]
12225,[4910.]
12226,[6058.]
12227,[5171.]
12228,[5115.]
12229,[5871.]
12230,[5589.]
12231,[5953.]
12232,[4988.]
12233,[5057.]
12365,[4636.]
12366,[5549.]
12367,[5995.]
12368,[5485.]
12369,[5362.]
12370,[5056.]
12371,[5239.]
12372,[5865.]
12506,[6025.]
12507,[6156.]
12508,[5786.]
12509,[5374.]
8078,[6164.]
8079,[6707.]
8080,[5662.]
8081,[5432.]
8082,[5880.]
8217,[6714.]
8218,[5343.]
8219,[5605.]
8220,[6527.]
8221,[5755.]
8222,[5782.]
8356,[6351.]
8357,[6320.]
8358,[5855.]
8359,[5755.]
8360,[5679.]
8361,[6146.]
8362,[7081.]
8496,[6369.]
8497,[5771.]
8498,[6386.]
8499,[6172.]
8500,[6956.]
8501,[6159.]
8502,[5575.]
8635,[5881.]
8636,[5116.]
8637,[5730.]
8638,[4625.]
8639,[5055.]
8640,[4687.]
8641,[5667.]
8642,[4840.]
8643,[5349.]
8644,[5920.]
8645,[6369.]
8774,[5850.]
8775,[6440.]
8776,[6462.]
8777,[6410.]
8778,[5916.]
8779,[5139.]
8780,[5281.]
8781,[5027.]
8782,[5186.]
8783,[6881.]
8784,[6641.]
8914,[6038.]
8915,[6775.]
8916,[5542.]
8917,[6655.]
8918,[6409.]
8919,[6472.]
8920,[6441.]
8921,[6186.]
8922,[6180.]
9057,[6534.]
9058,[7209.]
9059,[6719.]
9060,[6596.]
9061,[6212.]
9199,[7058.]
9200,[7013.]
9201,[7446.]
9340,[6774.]
9349,[5906.]
9488,[6111.]
9489,[5935.]
9627,[5376.]
9628,[5700.]
9629,[5098.]
9630,[6332.]
9767,[5496.]
9768,[5797.]
9769,[5993.]
9770,[6033.]
9771,[6188.]
9772,[5690.]
9773,[5037.]
9774,[5940.]
9775,[6064.]
9776,[6081.]
9907,[5478.]
9908,[5735.]
9909,[6280.]
9910,[6951.]
9911,[6548.]
9912,[5193.]
9913,[6299.]
9914,[6730.]
9915,[6071.]
9916,[6221.]
10047,[6728.]
10048,[5741.]
10049,[6720.]
10050,[6111.]
10051,[6342.]
10052,[5462.]
10053,[5350.]
10054,[5359.]
10055,[5981.]
10191,[7103.]
10192,[6931.]
10193,[5877.]
10194,[5783.]
10195,[5855.]
10333,[5396.]
6510,[4979.]
6649,[6450.]
6650,[6329.]
6651,[6274.]
6652,[6558.]
6653,[7175.]
6787,[5848.]
6788,[4922.]
6789,[6724.]
6790,[5088.]
6791,[5867.]
6792,[6671.]
6793,[6949.]
6794,[6298.]
6795,[6642.]
6928,[5145.]
6929,[5370.]
6930,[6176.]
6931,[6276.]
6932,[6286.]
6933,[6839.]
7068,[4868.]
7069,[4858.]
7070,[4454.]
7071,[5451.]
7072,[5998.]
7209,[5221.]
7210,[5215.]
7211,[5364.]
8073,[6307.]
8074,[6419.]
8213,[5926.]
8214,[4877.]
8353,[5372.]
8354,[5805.]
8355,[5658.]
8493,[4843.]
8494,[5021.]
8495,[5127.]
8633,[6139.]
8634,[6190.]
8773,[5259.]
8913,[6115.]
7653,[5169.]
7654,[5376.]
7792,[4857.]
7793,[6071.]
7931,[5442.]
7932,[4444.]
7933,[5394.]
8068,[4433.]
8069,[4289.]
8070,[5401.]
8071,[5448.]
8072,[6120.]
8207,[4566.]
8208,[5648.]
8209,[6110.]
8210,[6155.]
8211,[5662.]
8212,[6510.]
8345,[4429.]
8346,[4547.]
8347,[5492.]
8348,[5740.]
8349,[5349.]
8350,[5127.]
8351,[5691.]
8352,[5198.]
8485,[6946.]
8486,[5604.]
8487,[5197.]
8488,[5032.]
8489,[5387.]
8490,[4779.]
8491,[4887.]
8492,[5303.]
8624,[6494.]
8625,[7274.]
8626,[4647.]
8627,[5166.]
8628,[5549.]
8629,[5350.]
8630,[4357.]
8631,[4826.]
8632,[5230.]
8770,[5410.]
8771,[5925.]
8772,[4910.]
8910,[6095.]
8911,[6932.]
7872,[4954.]
7873,[4615.]
7874,[5284.]
8009,[4449.]
8010,[4599.]
8011,[4677.]
8012,[4844.]
8013,[5566.]
8014,[6304.]
8015,[5863.]
8148,[5417.]
8149,[4291.]
8150,[4518.]
8151,[4525.]
8152,[6290.]
8153,[5356.]
8154,[6726.]
8155,[4850.]
8156,[4658.]
8157,[4721.]
8286,[4744.]
8287,[3667.]
8288,[4577.]
8289,[4636.]
