10970,[18520.]
10971,[18510.666]
10972,[18492.666]
11109,[18545.084]
11110,[18498.916]
11111,[18400.084]
11112,[18364.75]
11113,[18253.5]
11249,[18559.]
11250,[18410.584]
11251,[18375.666]
11252,[18286.834]
11253,[18241.916]
11388,[18553.666]
11389,[18531.834]
11390,[18434.75]
11391,[18310.084]
11392,[18236.75]
11528,[18618.834]
11529,[18497.416]
11530,[18385.166]
11531,[18293.75]
11532,[18208.5]
11667,[18632.584]
11668,[18589.166]
11669,[18501.]
11670,[18352.666]
11671,[18283.834]
11672,[18180.834]
11807,[18615.75]
11808,[18536.834]
11809,[18472.666]
11810,[18316.5]
11811,[18189.5]
11812,[18108.75]
11946,[18636.25]
11947,[18552.084]
11948,[18478.666]
11949,[18431.5]
11950,[18281.916]
11951,[18217.5]
11952,[18076.416]
12085,[18761.]
12086,[18651.334]
12087,[18551.334]
12088,[18413.084]
12089,[18347.]
12090,[18254.834]
12091,[18135.084]
12092,[18086.5]
12093,[17983.334]
12225,[18828.584]
12226,[18655.416]
12227,[18465.]
12228,[18368.75]
12229,[18364.666]
12230,[18136.5]
12231,[18156.25]
12232,[18063.75]
12233,[17933.834]
12365,[18669.416]
12366,[18606.916]
12367,[18273.666]
12368,[18331.75]
12369,[18187.166]
12370,[18141.]
12371,[18080.916]
12372,[17996.834]
12506,[18359.834]
12507,[18406.]
12508,[18281.25]
12509,[18191.584]
8078,[16975.666]
8079,[17097.416]
8080,[17150.166]
8081,[17232.334]
8082,[17325.25]
8217,[17019.834]
8218,[17085.084]
8219,[17131.584]
8220,[17160.5]
8221,[17264.416]
8222,[17294.584]
8356,[16934.084]
8357,[16977.]
8358,[17036.75]
8359,[17139.5]
8360,[17227.334]
8361,[17286.25]
8362,[17251.25]
8496,[16882.834]
8497,[16929.334]
8498,[16913.916]
8499,[17021.166]
8500,[16777.084]
8501,[17152.25]
8502,[17271.]
8635,[16863.834]
8636,[16879.]
8637,[16884.5]
8638,[16906.166]
8639,[16954.084]
8640,[17015.416]
8641,[17136.25]
8642,[17271.584]
8643,[17401.25]
8644,[17493.25]
8645,[17551.]
8774,[16769.]
8775,[16844.]
8776,[16847.]
8777,[16904.166]
8778,[16933.834]
8779,[16985.916]
8780,[17053.916]
8781,[17115.834]
8782,[17233.25]
8783,[17261.75]
8784,[17467.834]
8914,[16783.666]
8915,[16805.584]
8916,[16807.5]
8917,[16888.75]
8918,[16975.166]
8919,[17022.584]
8920,[17077.5]
8921,[17211.834]
8922,[17237.5]
9057,[16886.416]
9058,[16947.416]
9059,[17002.834]
9060,[17113.75]
9061,[17186.416]
9199,[17019.084]
9200,[17158.75]
9201,[17247.75]
9340,[17207.084]
9349,[18200.75]
9488,[18171.834]
9489,[18231.416]
9627,[17977.75]
9628,[18102.25]
9629,[18233.]
9630,[18346.25]
9767,[18069.5]
9768,[18131.5]
9769,[18273.]
9770,[18325.75]
9771,[18463.334]
9772,[18582.834]
9773,[18704.416]
9774,[18723.5]
9775,[18778.666]
9776,[18844.666]
9907,[17864.]
9908,[18146.416]
9909,[18259.416]
9910,[18365.166]
9911,[18459.584]
9912,[18583.5]
9913,[18692.334]
9914,[18736.75]
9915,[18803.25]
9916,[18866.334]
10047,[17813.834]
10048,[18049.5]
10049,[18133.916]
10050,[18374.834]
10051,[18464.916]
10052,[18576.416]
10053,[18453.166]
10054,[18719.084]
10055,[18803.084]
10191,[18364.416]
10192,[18147.584]
10193,[18689.416]
10194,[18764.]
10195,[18781.084]
10333,[18676.334]
6510,[17757.666]
6649,[17744.166]
6650,[17655.584]
6651,[17583.5]
6652,[17531.334]
6653,[17447.666]
6787,[17847.416]
6788,[17805.166]
6789,[17664.084]
6790,[17654.916]
6791,[17555.]
6792,[17493.334]
6793,[17451.416]
6794,[17416.916]
6795,[17393.084]
6928,[17749.166]
6929,[17715.916]
6930,[17571.75]
6931,[17529.916]
6932,[17467.5]
6933,[17429.5]
7068,[17527.416]
7069,[17572.416]
7070,[17560.666]
7071,[17495.584]
7072,[17435.666]
7209,[17510.334]
7210,[17561.666]
7211,[17472.166]
8073,[16899.5]
8074,[16944.666]
8213,[16893.25]
8214,[16898.75]
8353,[16894.084]
8354,[16880.416]
8355,[16859.334]
8493,[16876.166]
8494,[16798.5]
8495,[16771.834]
8633,[16802.666]
8634,[16812.25]
8773,[16794.75]
8913,[16786.5]
7653,[17123.416]
7654,[16969.5]
7792,[16947.666]
7793,[16935.834]
7931,[16905.084]
7932,[16917.416]
7933,[16949.5]
8068,[16888.334]
8069,[16898.]
8070,[16874.166]
8071,[16887.25]
8072,[16898.666]
8207,[16860.916]
8208,[16869.416]
8209,[16793.166]
8210,[16806.084]
8211,[16867.166]
8212,[16754.084]
8345,[16887.5]
8346,[16777.334]
8347,[16794.166]
8348,[16849.416]
8349,[16792.084]
8350,[16813.916]
8351,[16698.334]
8352,[16725.916]
8485,[16860.334]
8486,[16761.166]
8487,[16815.416]
8488,[16798.334]
8489,[16815.166]
8490,[16819.416]
8491,[16867.75]
8492,[16866.584]
8624,[16858.334]
8625,[16821.584]
8626,[16856.584]
8627,[16839.584]
8628,[16827.25]
8629,[16818.25]
8630,[16831.75]
8631,[16810.916]
8632,[16895.416]
8770,[16967.666]
8771,[16735.]
8772,[16831.084]
8910,[16791.]
8911,[16518.75]
7872,[17934.334]
7873,[18022.75]
7874,[18015.25]
8009,[18081.584]
8010,[17949.166]
8011,[17933.416]
8012,[17908.834]
8013,[18000.416]
8014,[17996.084]
8015,[18000.75]
8148,[17974.166]
8149,[17781.084]
8150,[18086.166]
8151,[18085.25]
8152,[18115.916]
8153,[17840.25]
8154,[17856.75]
8155,[18010.084]
8156,[18055.5]
8157,[17992.]
8286,[17842.584]
8287,[18025.834]
8288,[17817.166]
8289,[18041.]
8290,[18043.416]
8291,[17993.334]
8292,[17920.334]
8293,[17939.666]
8294,[18007.584]
8295,[17955.834]
8296,[17661.]
8297,[17799.666]
8426,[17867.25]
8427,[17828.]
8428,[18092.75]
8429,[18066.916]
8430,[18042.25]
8431,[17848.084]
8432,[17809.916]
8433,[18020.584]
8434,[17969.416]
8435,[18041.584]
8436,[17901.584]
8437,[17918.666]
8438,[17907.584]
8566,[17967.25]
8567,[18142.666]
8568,[17943.084]
8569,[18037.5]
8570,[18059.25]
8571,[17898.5]
8572,[17904.166]
8573,[18007.]
8574,[17980.916]
8575,[17757.5]
8576,[17947.166]
8577,[17673.834]
8578,[17969.666]
8579,[18113.916]
8706,[18262.25]
8707,[18044.584]
8708,[17944.]
8709,[17983.584]
8710,[18013.334]
8711,[17987.084]
8712,[17826.334]
8713,[17798.834]
8714,[17922.084]
8715,[17933.416]
8716,[17984.25]
8717,[17907.416]
8718,[18069.666]
8719,[18106.166]
8847,[18259.]
8848,[18220.916]
8849,[17957.]
8850,[17880.166]
8851,[18036.834]
8852,[17927.75]
8853,[17866.416]
8854,[17794.916]
8855,[17632.75]
8856,[17718.334]
8857,[17781.916]
8858,[18058.834]
8859,[18136.834]
8987,[18282.]
8988,[18241.416]
8989,[18230.]
8990,[18161.916]
8991,[18070.834]
8992,[17868.]
8993,[17753.75]
8994,[17806.084]
8995,[17659.584]
8996,[17697.25]
8997,[17791.916]
8998,[17702.5]
8999,[17725.166]
9000,[18063.916]
9127,[18342.416]
9128,[18359.584]
9129,[18216.666]
9130,[18127.666]
9131,[18115.916]
9132,[17933.416]
9133,[17747.584]
9134,[17968.25]
9135,[17939.416]
9136,[17794.584]
9137,[17867.666]
9138,[18055.]
9139,[17789.334]
9140,[17997.834]
9141,[18126.084]
9267,[18438.416]
9268,[18233.25]
9269,[18264.666]
9270,[18271.666]
9271,[18292.584]
9272,[18045.084]
9273,[18136.916]
9274,[18114.916]
9275,[17858.334]
9276,[17839.25]
9277,[17976.084]
9278,[18105.]
9279,[18208.834]
9280,[18248.084]
9281,[18282.084]
9282,[18405.584]
9407,[18445.334]
9408,[18417.25]
9409,[18379.334]
9410,[18351.416]
9411,[18295.166]
9412,[18228.166]
9413,[18322.5]
9414,[18329.25]
9415,[18316.084]
9416,[18209.166]
9417,[18112.584]
9418,[18339.666]
9419,[18205.666]
9420,[18083.5]
9421,[18252.666]
9422,[18451.416]
9548,[18556.75]
9549,[18496.584]
9550,[18556.334]
9551,[18553.166]
9552,[18522.834]
9553,[18711.25]
9554,[18806.]
9555,[18677.834]
9556,[18566.75]
9557,[18409.25]
9558,[18437.834]
9559,[18361.834]
9560,[18191.166]
9561,[18332.5]
9562,[18464.334]
9563,[18566.916]
9689,[18751.084]
9690,[18770.334]
9691,[18851.75]
9692,[18750.25]
9693,[19083.834]
9694,[18895.166]
22037,[17377.75]
22177,[17383.]
22178,[17336.916]
22179,[17358.916]
22180,[17355.084]
22181,[17374.584]
22182,[17365.166]
22183,[17386.]
22184,[17423.334]
22185,[17487.666]
22317,[17289.834]
22318,[17281.75]
22319,[17284.916]
22320,[17285.666]
22321,[17326.584]
22322,[17326.916]
22323,[17320.]
22324,[17358.834]
22325,[17598.834]
22457,[17293.]
22458,[17227.084]
22459,[17235.166]
22460,[17297.5]
22461,[17337.834]
22462,[17247.584]
22463,[17228.084]
22464,[17287.166]
22465,[17361.334]
22466,[17458.416]
22467,[17548.416]
22597,[17284.166]
22598,[17217.166]
22599,[17241.916]
22600,[17231.75]
22601,[17353.5]
22602,[17200.166]
22603,[17231.5]
22604,[17284.334]
22605,[17331.584]
22606,[17449.834]
22607,[17531.334]
22737,[17231.084]
22738,[17220.834]
22739,[17208.25]
22740,[17210.834]
22741,[17254.75]
22742,[17194.584]
22743,[17191.75]
22744,[17251.416]
22745,[17314.25]
22746,[17395.25]
22878,[17173.666]
22879,[17289.584]
22880,[17197.5]
22881,[17159.584]
22882,[17167.834]
22883,[17211.166]
22884,[17325.666]
22885,[17347.166]
22886,[17471.834]
23018,[17142.166]
23019,[17134.084]
23020,[17155.75]
23021,[17144.916]
23022,[17136.416]
23023,[17171.416]
23024,[17279.334]
23025,[17206.75]
23158,[17173.416]
23159,[17148.334]
23160,[17188.834]
23161,[17192.166]
23162,[17177.166]
23163,[17240.5]
23298,[17130.666]
23439,[17165.]
13635,[17952.334]
13774,[18081.]
13775,[18036.166]
13776,[17761.5]
13777,[17664.834]
13914,[17907.75]
13915,[17955.916]
13916,[17505.166]
13917,[17857.75]
13918,[17668.334]
13919,[17574.666]
13920,[17502.584]
14054,[18044.]
14055,[17913.166]
14056,[17456.916]
14057,[17851.]
14058,[17645.334]
14059,[17573.334]
14060,[17583.416]
14061,[17546.5]
14062,[17499.584]
14194,[18017.334]
14195,[17886.416]
14196,[17702.916]
14197,[17651.666]
14198,[17618.084]
14199,[17629.666]
14200,[17587.084]
14201,[17535.166]
14202,[17469.916]
14333,[18078.584]
14334,[17975.834]
14335,[17904.]
14336,[17804.084]
14337,[17722.25]
14338,[17619.416]
14339,[17615.25]
14340,[17609.166]
14341,[17481.666]
14473,[18156.666]
14474,[18022.584]
14475,[17910.416]
14476,[17832.166]
14477,[17679.]
14478,[17688.416]
14479,[17396.334]
14480,[17445.834]
14481,[17490.75]
14614,[18073.334]
14615,[17900.916]
14616,[17860.584]
14617,[17649.084]
14618,[17458.084]
14619,[17399.75]
14620,[17624.]
14621,[17561.084]
14755,[17967.75]
14756,[17892.75]
14757,[17746.]
14758,[17416.916]
14759,[17628.5]
14760,[17637.]
14897,[17737.334]
14898,[17680.166]
14900,[17612.666]
14901,[17570.5]
15040,[17543.416]
15041,[17573.75]
15180,[17562.666]
23137,[17465.166]
23138,[17393.834]
23277,[17389.25]
23278,[17363.75]
23279,[17335.75]
23280,[17316.666]
23281,[17289.334]
23417,[17379.916]
23418,[17315.25]
23419,[17253.584]
23420,[17252.334]
23421,[17240.75]
23422,[17222.]
23423,[17231.5]
23424,[17305.75]
23557,[17367.25]
23558,[17259.584]
23559,[17214.834]
23560,[17211.834]
23561,[17155.25]
23562,[17153.834]
23563,[17180.416]
23564,[17239.75]
23697,[17290.916]
23698,[17251.166]
23699,[17137.]
23700,[16968.834]
23701,[17060.416]
23702,[17127.416]
23703,[17042.75]
23704,[17130.5]
23837,[17262.916]
23838,[17105.]
23839,[17160.416]
23840,[17130.]
23841,[16969.084]
23842,[16984.416]
23843,[16926.5]
23844,[17127.334]
23845,[17188.334]
23978,[17106.584]
23979,[17102.416]
23980,[16980.75]
23981,[17022.834]
23982,[16891.25]
23983,[16947.5]
23984,[16946.25]
