alloc_key,NAME,lon,lat,statearea,maize,tavg,srad,prec,wind,PHIHOX,BDRICM,BLD,CLYPPT,TEXMHT,ORCDRC,DRAINFAO,EVI,NDVI,slope,elevation
11134,Morrumbala,35.8251128513,-16.5906481851,1310771.4057852987,31034.0,21.266668,16784.916,140.25,1.3,56.0,139.0,1210.0,29.0,6.0,33.0,5.0,0.5078,0.8051,7.710951,829.0
11273,Morrumbala,35.7299857961,-16.6794483702,1310771.4057852987,31034.0,24.491667,16949.25,94.666664,1.2,60.0,140.0,1450.0,20.0,9.0,17.0,5.0,0.4676,0.7329,1.1135077,230.0
11409,Morrumbala,35.3538080939,-16.7634049393,1310771.4057852987,31034.0,25.733332,17021.334,73.083336,1.2,67.0,156.0,1450.0,28.0,6.0,14.0,3.0,0.3373,0.6023000000000001,0.17898467,48.0
11551,Morrumbala,35.539468520599996,-16.8568678484,1310771.4057852987,31034.0,25.183334,16874.916,79.083336,1.2,62.0,124.0,1370.0,23.0,6.0,18.0,5.0,0.3635,0.6174000000000001,0.5411831,133.0
11693,Morrumbala,35.725336351399996,-16.9501950522,1310771.4057852987,31034.0,23.933334,16818.75,89.25,1.3,60.0,117.0,1430.0,18.0,9.0,16.0,5.0,0.4182,0.6678000000000001,0.7282212,341.0
11831,Morrumbala,35.536161933,-17.0373279311,1310771.4057852987,31034.0,24.574999,16789.584,79.25,1.2,62.0,101.0,1390.0,20.0,9.0,15.0,5.0,0.33990000000000004,0.6312,0.6449124,223.0
11833,Morrumbala,35.7237674124,-17.0404420789,1310771.4057852987,31034.0,23.933334,16813.334,85.583336,1.2,62.0,99.0,1390.0,23.0,6.0,15.0,5.0,0.31010000000000004,0.5597,0.771313,359.0
11969,Morrumbala,35.3468386597,-17.1242514148,1310771.4057852987,31034.0,25.441666,16966.584,69.083336,1.2,64.0,135.0,1430.0,30.0,6.0,21.0,3.0,0.4156,0.6953,0.17927405,56.0
11975,Morrumbala,35.9099227933,-17.1336461294,1310771.4057852987,31034.0,24.25,16902.25,77.333336,1.2,62.0,149.0,1390.0,21.0,6.0,15.0,5.0,0.37110000000000004,0.6699,1.2554104,258.0
12111,Morrumbala,35.5328147696,-17.217784183699994,1310771.4057852987,31034.0,24.233335,16715.416,80.083336,1.4,60.0,106.0,1440.0,19.0,9.0,20.0,5.0,0.4038,0.6705,1.1852051,319.0
12112,Morrumbala,35.6267027873,-17.2193805623,1310771.4057852987,31034.0,23.541666,16782.084,84.333336,1.3,60.0,115.0,1410.0,20.0,6.0,15.0,5.0,0.4036,0.6656000000000001,0.7353371,386.0
12113,Morrumbala,35.720600720300006,-17.2209333034,1310771.4057852987,31034.0,23.599998,16762.5,82.75,1.2,61.0,119.0,1410.0,21.0,6.0,14.0,5.0,0.386,0.6718000000000001,1.6991897,373.0
12114,Morrumbala,35.814508294,-17.2224423868,1310771.4057852987,31034.0,23.875,16849.084,79.166664,1.2,60.0,127.0,1410.0,24.0,6.0,16.0,5.0,0.38020000000000004,0.6716000000000001,0.6655039,324.0
12251,Morrumbala,35.531125915,-17.3080108619,1310771.4057852987,31034.0,23.633333,16733.334,84.583336,1.4,58.0,98.0,1380.0,24.0,6.0,23.0,6.0,0.4202,0.7226,2.4738283,446.0
12252,Morrumbala,35.6250594506,-17.3096161169,1310771.4057852987,31034.0,23.58333,16755.834,82.5,1.3,61.0,126.0,1410.0,19.0,9.0,12.0,5.0,0.33890000000000003,0.5885,0.5596146,399.0
12253,Morrumbala,35.7190029239,-17.3111774919,1310771.4057852987,31034.0,23.650002,16813.584,81.0,1.3,60.0,129.0,1420.0,25.0,6.0,18.0,6.0,0.3997,0.6704,0.28789112,370.0
12255,Morrumbala,35.9069185831,-17.3141685217,1310771.4057852987,31034.0,24.33333,16944.334,73.166664,1.2,62.0,117.0,1470.0,22.0,6.0,18.0,5.0,0.4,0.6977,1.0440966,230.0
12389,Morrumbala,35.3414991739,-17.3948760048,1310771.4057852987,31034.0,25.849998,16924.334,69.416664,1.2,65.0,153.0,1420.0,24.0,6.0,15.0,3.0,0.4063,0.6675,0.52294946,47.0
12391,Morrumbala,35.5294268476,-17.3982365683,1310771.4057852987,31034.0,23.816668,16765.084,81.916664,1.3,59.0,120.0,1420.0,23.0,6.0,17.0,5.0,0.4062,0.6626000000000001,1.2890345,373.0
12392,Morrumbala,35.6234061761,-17.3998507081,1310771.4057852987,31034.0,23.566666,16773.166,82.333336,1.2,62.0,114.0,1430.0,22.0,6.0,15.0,5.0,0.3729,0.6048,0.25475425,379.0
12393,Morrumbala,35.7173954648,-17.4014207252,1310771.4057852987,31034.0,24.033333,16812.416,78.083336,1.2,60.0,133.0,1450.0,21.0,6.0,19.0,6.0,0.4349,0.6824,0.93324083,283.0
12394,Morrumbala,35.811394438200004,-17.4029465992,1310771.4057852987,31034.0,24.225,16874.666,75.416664,1.2,60.0,130.0,1490.0,18.0,9.0,21.0,5.0,0.44430000000000003,0.7172000000000001,1.0116669,262.0
12531,Morrumbala,35.5277175444,-17.4884612982,1310771.4057852987,31034.0,23.875,16780.334,81.833336,1.4,59.0,117.0,1470.0,21.0,6.0,19.0,5.0,0.3659,0.6592,0.9602521,320.0
12532,Morrumbala,35.6217429412,-17.4900843312,1310771.4057852987,31034.0,23.9,16805.416,80.833336,1.2,60.0,127.0,1420.0,21.0,6.0,17.0,5.0,0.3981,0.6787000000000001,0.5386825,313.0
12533,Morrumbala,35.715778321100004,-17.4916629986,1310771.4057852987,31034.0,24.124998,16835.916,78.5,1.2,61.0,119.0,1460.0,20.0,9.0,20.0,5.0,0.387,0.6563,1.0463401,281.0
12669,Morrumbala,35.3378856245,-17.5752874364,1310771.4057852987,31034.0,25.633333,16935.334,75.0,1.3,62.0,102.0,1430.0,20.0,6.0,23.0,5.0,0.4062,0.7104,0.95141965,60.0
12671,Morrumbala,35.525997981799996,-17.578685046900002,1310771.4057852987,31034.0,24.291666,16784.916,81.25,1.2,60.0,121.0,1440.0,19.0,9.0,19.0,5.0,0.3766,0.6301,0.82329726,268.0
12672,Morrumbala,35.6200697231,-17.5803169815,1310771.4057852987,31034.0,24.374998,16858.0,79.333336,1.3,62.0,109.0,1450.0,18.0,9.0,19.0,6.0,0.36920000000000003,0.6854,1.3646768,224.0
12814,Morrumbala,35.8066530344,-17.6736957665,1310771.4057852987,31034.0,25.016668,17015.5,76.916664,1.2,60.0,127.0,1440.0,17.0,9.0,16.0,5.0,0.3951,0.669,0.5659761,100.0
6956,Nipepe,37.9002872872,-13.9001170608,446004.1455625194,2924.0,24.483332,17058.584,84.833336,1.4,62.0,120.0,1360.0,22.0,6.0,12.0,5.0,0.3841,0.6145,0.36087775,439.0
7376,Nipepe,37.8989932459,-14.1713258516,446004.1455625194,2924.0,24.133333,17023.666,84.916664,1.4,59.0,137.0,1350.0,20.0,9.0,13.0,5.0,0.327,0.66,0.44158942,478.0
7384,Lalaua,38.640288256,-14.173583408199999,438632.9967463089,3195.0,25.258337,16983.416,87.666664,1.2,62.0,129.0,1410.0,16.0,9.0,10.0,5.0,0.3856,0.6545000000000001,0.21375301,341.0
9298,Moatize,34.3560171114,-15.391062323900002,870568.8573622673,10909.0,21.000002,17315.666,88.75,1.3,57.0,117.0,1400.0,17.0,9.0,7.0,5.0,0.31980000000000003,0.5700000000000001,0.6995735,977.0
9578,Moatize,34.3519857481,-15.5712815669,870568.8573622673,10909.0,22.058334,17344.75,85.166664,1.4,59.0,97.0,1390.0,22.0,6.0,15.0,5.0,0.3054,0.5875,1.1441195,777.0
9996,Moatize,34.1597017389,-15.8375185575,870568.8573622673,10909.0,25.083334,17372.75,71.416664,1.5,68.0,110.0,1440.0,16.0,9.0,8.0,4.0,0.26730000000000004,0.4279,0.30676413,370.0
10557,Moatize,34.244216428899996,-16.199946513,870568.8573622673,10909.0,25.441666,17708.166,62.916668,1.4,64.0,155.0,1370.0,22.0,6.0,15.0,3.0,0.2889,0.4657,0.43569416,279.0
8284,Zumbu,31.2301803432,-14.675899619900001,1175702.728166527,16766.0,21.250002,18168.084,85.0,2.0,61.0,136.0,1450.0,20.0,6.0,10.0,5.0,0.2411,0.3929,1.2781154,1078.0
8285,Zumbu,31.3222117216,-14.6789787152,1175702.728166527,16766.0,21.349998,18122.5,85.75,2.2,62.0,148.0,1450.0,21.0,6.0,10.0,5.0,0.1778,0.36250000000000004,0.222328,1031.0
8422,Zumbu,31.0429167198,-14.759173238499999,1175702.728166527,16766.0,21.225,18228.666,84.0,2.2,56.0,143.0,1350.0,24.0,6.0,14.0,5.0,0.333,0.5646,2.1968265,989.0
8424,Zumbu,31.2269881493,-14.765478768800001,1175702.728166527,16766.0,21.225,18188.25,85.166664,1.8,56.0,159.0,1360.0,24.0,6.0,15.0,3.0,0.2816,0.5365,0.7464145,1017.0
8425,Zumbu,31.3190564225,-14.7685774827,1175702.728166527,16766.0,21.441668,17919.166,87.5,2.2,60.0,127.0,1350.0,22.0,6.0,13.0,5.0,0.2267,0.4133,1.3154824,972.0
7735,Chifunde,32.2546063763,-14.3486498285,858150.6091957205,7379.0,22.975,17690.666,94.583336,2.1,61.0,150.0,1400.0,12.0,9.0,10.0,5.0,0.2187,0.4254,1.0621958,938.0
7876,Chifunde,32.3440391852,-14.441068398199999,858150.6091957205,7379.0,22.924997,17902.334,91.833336,2.0,61.0,137.0,1340.0,16.0,9.0,11.0,5.0,0.2374,0.4607,1.2464951,831.0
7326,Chifunde,33.275567812,-14.1055672595,858150.6091957205,7379.0,20.525,17472.666,81.416664,1.5,61.0,100.0,1430.0,10.0,11.0,9.0,5.0,0.2543,0.42960000000000004,1.2503376,1125.0
22188,Homoine,35.0898875567,-23.704192587399998,208861.3541778127,1105.0,23.108332,17650.584,73.833336,2.2,61.0,135.0,1340.0,8.0,11.0,9.0,5.0,0.36910000000000004,0.6357,0.801112,169.0
22328,Homoine,35.0871916918,-23.794307015500003,208861.3541778127,1105.0,23.266668,17664.084,73.166664,2.3,62.0,161.0,1370.0,7.0,11.0,9.0,5.0,0.30360000000000004,0.45,0.11449652,156.0
22329,Homoine,35.185130746599995,-23.796762837,208861.3541778127,1105.0,23.566666,17744.25,74.25,2.4,60.0,151.0,1310.0,9.0,11.0,9.0,6.0,0.35250000000000004,0.5939,1.2878479,43.0
22609,Homoine,35.1798340195,-23.977008542199997,208861.3541778127,1105.0,23.900002,17781.25,75.416664,2.4,61.0,153.0,1370.0,10.0,11.0,8.0,5.0,0.32270000000000004,0.5386000000000001,0.27380285,48.0
22749,Homoine,35.1771660029,-24.0671293925,208861.3541778127,1105.0,23.550001,17639.25,80.0,2.4,61.0,169.0,1350.0,10.0,11.0,8.0,5.0,0.3165,0.5524,0.08812119,76.0
11680,Tambara,34.5072639355,-16.9270046275,471133.3684082128,4743.0,25.625,17425.834,62.5,1.3,66.0,117.0,1410.0,24.0,6.0,13.0,3.0,0.2315,0.4338,0.42700702,164.0
7965,Nacala Velha,40.5886990702,-14.530137703900001,160659.2255147909,1224.0,25.391665,18526.666,70.75,2.3,64.0,126.0,1390.0,23.0,6.0,14.0,5.0,0.3068,0.5304,1.4368587,39.0
8479,Mecanhelas,36.3158538831,-14.881463509200001,544741.4026287217,10289.0,23.483335,16920.834,84.5,1.5,61.0,88.0,1400.0,22.0,6.0,14.0,4.0,0.2586,0.4625,1.0902929,608.0
8618,Mecanhelas,36.2218339514,-14.9706633869,544741.4026287217,10289.0,23.591665,16893.584,87.583336,1.3,58.0,146.0,1320.0,30.0,6.0,18.0,3.0,0.2501,0.42250000000000004,0.67163527,628.0
7633,Mecanhelas,35.7667520514,-14.332642805799999,544741.4026287217,10289.0,22.808334,17309.666,85.75,1.6,58.0,138.0,1350.0,28.0,6.0,13.0,3.0,0.2896,0.5099,0.579408,688.0
7772,Mecanhelas,35.6728333069,-14.4216262622,544741.4026287217,10289.0,22.658333,17276.584,86.0,1.7,59.0,122.0,1440.0,19.0,9.0,11.0,5.0,0.25730000000000003,0.462,0.5424896,736.0
8054,Mecanhelas,35.8555303651,-14.604726186199999,544741.4026287217,10289.0,23.166666,17241.084,82.5,1.4,59.0,112.0,1380.0,33.0,6.0,16.0,2.0,0.2642,0.4736,0.19557329,654.0
8616,Mecanhelas,36.0360616298,-14.968323843599999,544741.4026287217,10289.0,22.816668,16829.084,89.083336,1.6,57.0,142.0,1370.0,17.0,9.0,11.0,3.0,0.2629,0.4937,0.60133755,665.0
8617,Mecanhelas,36.1289437404,-14.9695124777,544741.4026287217,10289.0,23.266665,16904.916,88.0,1.4,61.0,159.0,1340.0,22.0,6.0,14.0,3.0,0.2808,0.5797,0.43255463,631.0
8755,Mecanhelas,35.9419027021,-15.0573802366,544741.4026287217,10289.0,22.924997,16956.75,89.666664,1.3,59.0,107.0,1350.0,21.0,6.0,11.0,3.0,0.2595,0.48850000000000005,0.46656764,665.0
8757,Mecanhelas,36.1277363893,-15.0598104473,544741.4026287217,10289.0,23.074999,16848.25,91.75,1.4,58.0,128.0,1330.0,20.0,6.0,12.0,5.0,0.3049,0.49820000000000003,1.1756701,674.0
8895,Mecanhelas,35.9406088845,-15.147662148499998,544741.4026287217,10289.0,23.016668,16890.834,92.416664,1.3,61.0,106.0,1410.0,19.0,9.0,10.0,3.0,0.2975,0.46880000000000005,0.7279641,653.0
8896,Mecanhelas,36.0335607058,-15.148903969100001,544741.4026287217,10289.0,22.583334,16739.334,95.583336,1.3,60.0,110.0,1370.0,28.0,6.0,15.0,6.0,0.3366,0.5947,2.6281807,793.0
9034,Mecanhelas,35.8463238345,-15.2366552548,544741.4026287217,10289.0,22.65,16959.25,91.75,1.4,60.0,108.0,1400.0,22.0,6.0,10.0,4.0,0.2185,0.42700000000000005,0.6512088,641.0
9035,Mecanhelas,35.9393064103,-15.2379432307,544741.4026287217,10289.0,23.016665,16891.666,94.916664,1.3,63.0,144.0,1380.0,31.0,6.0,19.0,3.0,0.2696,0.45330000000000004,0.46546182,665.0
9037,Mecanhelas,36.1252973214,-15.2404039439,544741.4026287217,10289.0,22.183334,16733.5,101.25,1.3,59.0,121.0,1270.0,24.0,6.0,18.0,5.0,0.3094,0.5138,1.6206795,747.0
9175,Mecanhelas,35.9379952623,-15.328223478699998,544741.4026287217,10289.0,22.849998,16834.166,98.75,1.2,61.0,85.0,1480.0,19.0,9.0,7.0,4.0,0.2242,0.41290000000000004,0.55169535,654.0
9176,Mecanhelas,36.0310262029,-15.3294808013,544741.4026287217,10289.0,22.516668,16797.334,101.25,1.3,58.0,86.0,1350.0,19.0,9.0,12.0,3.0,0.29910000000000003,0.4675,1.1225518,657.0
9177,Mecanhelas,36.1240655721,-15.3306994619,544741.4026287217,10289.0,22.283335,16635.084,106.083336,1.3,58.0,115.0,1300.0,24.0,6.0,14.0,4.0,0.28,0.48450000000000004,0.67234635,704.0
9178,Mecanhelas,36.2171131068,-15.3318794449,544741.4026287217,10289.0,22.558332,16719.666,106.083336,1.3,58.0,122.0,1310.0,22.0,6.0,12.0,3.0,0.30310000000000004,0.5853,0.46296456,700.0
9315,Mecanhelas,35.9366754227,-15.418502887799999,544741.4026287217,10289.0,22.591667,16878.584,102.25,1.3,59.0,103.0,1360.0,21.0,6.0,12.0,4.0,0.2807,0.5214,0.7040169,676.0
9317,Mecanhelas,36.1228256574,-15.420994153599999,544741.4026287217,10289.0,22.333334,16766.5,108.583336,1.4,58.0,137.0,1360.0,14.0,9.0,10.0,4.0,0.3017,0.5578000000000001,0.69554126,684.0
6648,Lichinga,35.3140382517,-13.6942624383,511588.9026245977,13527.0,20.425001,17872.25,92.25,2.0,57.0,174.0,1270.0,24.0,6.0,17.0,5.0,0.2541,0.4736,2.053032,1120.0
5947,Lichinga,35.228839139099996,-13.241736508199999,511588.9026245977,13527.0,19.258331,18100.166,90.666664,2.2,58.0,150.0,1300.0,27.0,6.0,14.0,5.0,0.2369,0.43370000000000003,1.4644107,1299.0
5948,Lichinga,35.3209490746,-13.2430822984,511588.9026245977,13527.0,19.491667,17925.25,95.666664,2.3,57.0,149.0,1290.0,28.0,6.0,13.0,5.0,0.2666,0.48650000000000004,1.386272,1213.0
5949,Lichinga,35.4130690901,-13.2443949833,511588.9026245977,13527.0,20.125,17863.084,100.166664,2.1,58.0,148.0,1280.0,29.0,6.0,18.0,5.0,0.2843,0.5141,1.337571,1200.0
5950,Lichinga,35.5051989348,-13.245674546300002,511588.9026245977,13527.0,20.141666,17744.916,103.166664,2.1,59.0,140.0,1300.0,31.0,6.0,21.0,5.0,0.366,0.6826,3.9165423,1220.0
6088,Lichinga,35.3195871418,-13.333319893199999,511588.9026245977,13527.0,19.366667,17898.75,93.833336,2.2,58.0,141.0,1340.0,23.0,6.0,11.0,5.0,0.46690000000000004,0.7485,0.4634022,1304.0
6089,Lichinga,35.411741078,-13.3346418404,511588.9026245977,13527.0,19.766665,17828.834,97.666664,2.1,58.0,134.0,1320.0,21.0,6.0,13.0,5.0,0.21430000000000002,0.37560000000000004,0.73181164,1262.0
6090,Lichinga,35.5039048608,-13.3359304321,511588.9026245977,13527.0,20.2,17705.25,102.666664,2.1,57.0,170.0,1290.0,31.0,6.0,14.0,5.0,0.29350000000000004,0.534,1.6922749,1127.0
6228,Lichinga,35.3182151111,-13.4235567097,511588.9026245977,13527.0,20.0,17870.834,95.833336,2.1,59.0,138.0,1300.0,31.0,6.0,14.0,5.0,0.29810000000000003,0.5109,1.1470336,1196.0
6229,Lichinga,35.4104032194,-13.424887925699997,511588.9026245977,13527.0,20.791668,17798.0,99.916664,2.1,58.0,113.0,1390.0,19.0,9.0,12.0,5.0,0.26030000000000003,0.46080000000000004,1.4279382,1055.0
6230,Lichinga,35.5026011917,-13.4261855525,511588.9026245977,13527.0,20.791668,17743.75,102.0,2.2,60.0,159.0,1320.0,29.0,6.0,16.0,5.0,0.2388,0.46950000000000003,1.233826,1067.0
8655,Meconta,39.6620726625,-14.986631572,406524.458071739,4742.0,24.341665,18507.416,85.333336,1.2,64.0,122.0,1450.0,15.0,9.0,8.0,5.0,0.3427,0.5706,1.3735836,278.0
15164,Manica,32.9345084607,-19.1356791559,427964.38141667185,13676.0,21.108334,18912.75,78.833336,1.7,61.0,142.0,1410.0,10.0,11.0,7.0,5.0,0.30060000000000003,0.5274,1.1063381,646.0
15165,Manica,33.029071754499995,-19.138785581,427964.38141667185,13676.0,21.383333,19130.416,77.916664,1.7,61.0,136.0,1280.0,22.0,6.0,12.0,4.0,0.0468,0.1545,0.6582162,626.0
14325,Manica,33.0482053514,-18.5994651423,427964.38141667185,13676.0,20.850002,18691.334,88.166664,1.6,58.0,157.0,1200.0,24.0,6.0,17.0,5.0,0.36560000000000004,0.6473,0.8034116,634.0
14606,Manica,33.136280714099996,-18.782240743499997,427964.38141667185,13676.0,21.225,18631.084,88.25,1.5,59.0,165.0,1230.0,17.0,9.0,14.0,5.0,0.3271,0.6061000000000001,0.83458817,652.0
14745,Manica,33.0387197191,-18.8691316024,427964.38141667185,13676.0,20.949999,18794.75,83.5,1.8,59.0,138.0,1340.0,19.0,9.0,8.0,5.0,0.33890000000000003,0.5848,1.3586805,702.0
14746,Manica,33.133150518200004,-18.8721435799,427964.38141667185,13676.0,20.525,18652.5,88.083336,1.6,57.0,157.0,1230.0,16.0,9.0,13.0,5.0,0.34450000000000003,0.6486000000000001,7.53633,802.0
14884,Manica,32.9410591684,-18.9559425854,427964.38141667185,13676.0,20.75,18697.166,81.916664,1.7,60.0,123.0,1400.0,15.0,9.0,6.0,5.0,0.2553,0.4433,1.1217691,729.0
14885,Manica,33.0355218268,-18.9590176577,427964.38141667185,13676.0,21.425001,18682.334,84.083336,1.6,60.0,112.0,1320.0,12.0,9.0,8.0,5.0,0.2974,0.5289,0.9120123,667.0
15026,Manica,33.1268368144,-19.0519451329,427964.38141667185,13676.0,21.191668,18740.5,85.416664,1.7,58.0,149.0,1370.0,19.0,9.0,15.0,5.0,0.3297,0.5612,0.7606515,634.0
9604,Namarroi,36.7726569796,-15.6091658945,207739.1840736474,1821.0,22.483332,16652.584,146.91667,1.3,55.0,150.0,1300.0,19.0,9.0,21.0,5.0,0.40230000000000005,0.6827000000000001,0.74759376,650.0
9884,Namarroi,36.7706931601,-15.789841624200001,207739.1840736474,1821.0,23.083334,16749.666,144.0,1.2,58.0,140.0,1320.0,17.0,9.0,17.0,5.0,0.36360000000000003,0.6086,1.1234491,603.0
9885,Namarroi,36.8639935718,-15.7907785664,207739.1840736474,1821.0,23.025002,16788.166,143.66667,1.2,58.0,160.0,1360.0,18.0,9.0,15.0,5.0,0.369,0.6114,1.5720811,563.0
10023,Namarroi,36.676366249000004,-15.8791954889,207739.1840736474,1821.0,22.508333,16731.584,149.83333,1.3,58.0,159.0,1320.0,15.0,9.0,14.0,5.0,0.4249,0.7562,3.0943396,700.0
10165,Namarroi,36.862087308,-15.97146233,207739.1840736474,1821.0,23.300001,16761.666,144.25,1.2,58.0,146.0,1350.0,22.0,6.0,17.0,5.0,0.3915,0.6544,1.1804894,533.0
10166,Namarroi,36.9554769653,-15.9723700802,207739.1840736474,1821.0,23.15,16788.334,141.75,1.3,57.0,152.0,1310.0,26.0,6.0,17.0,5.0,0.40280000000000005,0.6869000000000001,1.5087074,523.0
10167,Namarroi,37.0488724999,-15.9732373542,207739.1840736474,1821.0,23.400002,16883.75,133.66667,1.2,61.0,138.0,1330.0,19.0,9.0,12.0,5.0,0.3443,0.5333,0.7291894,475.0
10307,Namarroi,37.0479940983,-16.0635885828,207739.1840736474,1821.0,23.324999,16902.666,135.58333,1.2,60.0,163.0,1280.0,20.0,9.0,13.0,5.0,0.34490000000000004,0.5985,1.5699718,495.0
9053,Alto Molocue,37.6142213018,-15.254545493699998,743920.1540861216,12835.0,22.574999,16775.75,100.333336,1.2,58.0,135.0,1320.0,18.0,9.0,14.0,5.0,0.3629,0.6081,0.7791745,667.0
9193,Alto Molocue,37.6136267587,-15.344928774100001,743920.1540861216,12835.0,22.366669,16815.666,104.333336,1.2,56.0,153.0,1360.0,17.0,9.0,14.0,5.0,0.3845,0.6374000000000001,0.08014751,731.0
9194,Alto Molocue,37.7067690759,-15.3454881955,743920.1540861216,12835.0,22.416666,16817.416,102.75,1.2,56.0,151.0,1310.0,21.0,6.0,16.0,5.0,0.3776,0.6474000000000001,1.1038648,712.0
9334,Alto Molocue,37.7062107709,-15.435874175699999,743920.1540861216,12835.0,22.441666,16784.5,105.916664,1.2,58.0,99.0,1300.0,28.0,6.0,21.0,5.0,0.399,0.6542,3.118522,695.0
9051,Alto Molocue,37.4280285662,-15.2533176983,743920.1540861216,12835.0,22.025,16732.666,108.916664,1.3,56.0,160.0,1300.0,21.0,6.0,15.0,5.0,0.34090000000000004,0.5877,1.2268802,799.0
9052,Alto Molocue,37.5211228348,-15.2539509024,743920.1540861216,12835.0,22.308334,16740.666,103.833336,1.3,56.0,110.0,1320.0,22.0,6.0,16.0,5.0,0.3594,0.5976,1.5842148,743.0
9190,Alto Molocue,37.3342245195,-15.3430173803,743920.1540861216,12835.0,20.225,16859.416,122.666664,1.3,58.0,114.0,1280.0,27.0,6.0,30.0,6.0,0.3688,0.5956,9.957832,858.0
9191,Alto Molocue,37.427354216,-15.3436933586,743920.1540861216,12835.0,22.108335,16792.916,112.333336,1.3,59.0,142.0,1320.0,19.0,9.0,13.0,5.0,0.3126,0.5069,0.88911426,762.0
9192,Alto Molocue,37.5204883839,-15.3443304926,743920.1540861216,12835.0,22.133333,16821.25,108.333336,1.3,57.0,134.0,1330.0,21.0,6.0,17.0,5.0,0.3153,0.5153,0.4730107,762.0
9331,Alto Molocue,37.4266753944,-15.434068258900002,743920.1540861216,12835.0,21.941668,16812.334,118.083336,1.3,57.0,159.0,1350.0,18.0,9.0,14.0,5.0,0.32120000000000004,0.5372,1.3650508,805.0
9332,Alto Molocue,37.5198497262,-15.434709325999998,743920.1540861216,12835.0,22.324999,16852.334,110.75,1.3,59.0,162.0,1370.0,20.0,9.0,13.0,5.0,0.3689,0.5953,0.5960157,699.0
9472,Alto Molocue,37.5192068529,-15.525087398599998,743920.1540861216,12835.0,22.491667,16837.666,112.916664,1.2,57.0,165.0,1350.0,23.0,6.0,17.0,5.0,0.3748,0.6184000000000001,0.7770133,683.0
9475,Alto Molocue,37.7988754166,-15.5267863848,743920.1540861216,12835.0,23.191666,16868.584,102.0,1.2,58.0,121.0,1390.0,19.0,9.0,15.0,5.0,0.42850000000000005,0.6970000000000001,1.3883555,523.0
9614,Alto Molocue,37.7050830979,-15.6166438674,743920.1540861216,12835.0,22.866667,16832.666,106.75,1.2,60.0,136.0,1370.0,19.0,9.0,11.0,5.0,0.29150000000000004,0.4772,0.31455094,560.0
9615,Alto Molocue,37.7983504527,-15.617174070099999,743920.1540861216,12835.0,23.483332,16910.25,102.583336,1.2,59.0,121.0,1370.0,20.0,6.0,14.0,5.0,0.41950000000000004,0.6764,1.155223,487.0
9752,Alto Molocue,37.5179084254,-15.7058412451,743920.1540861216,12835.0,22.941666,16793.334,116.75,1.3,58.0,161.0,1370.0,19.0,9.0,15.0,5.0,0.3764,0.6009,0.7739039,594.0
9753,Alto Molocue,37.6112090827,-15.706454318499999,743920.1540861216,12835.0,23.125,16846.584,110.75,1.2,59.0,143.0,1370.0,20.0,6.0,13.0,5.0,0.3373,0.5024000000000001,1.3535556,555.0
9891,Alto Molocue,37.4239152108,-15.795560178199999,743920.1540861216,12835.0,22.533335,16826.75,126.75,1.2,58.0,137.0,1290.0,28.0,6.0,37.0,5.0,0.4138,0.7010000000000001,3.18266,627.0
9893,Alto Molocue,37.6105947471,-15.796833790099999,743920.1540861216,12835.0,23.133331,16903.334,113.75,1.2,60.0,124.0,1360.0,20.0,6.0,12.0,5.0,0.319,0.5008,0.7386035,534.0
10031,Alto Molocue,37.4232138941,-15.8859312173,743920.1540861216,12835.0,23.0,16876.584,125.166664,1.2,55.0,150.0,1320.0,28.0,6.0,22.0,5.0,0.4292,0.7178,2.3974671,603.0
10172,Alto Molocue,37.5159289502,-15.9769662077,743920.1540861216,12835.0,23.574999,17012.0,117.5,1.2,61.0,133.0,1350.0,17.0,9.0,13.0,5.0,0.342,0.5559000000000001,1.1766907,440.0
9293,Chiuta,33.8917841081,-15.3808672898,632596.939288556,8992.0,23.141668,17705.084,72.0,1.4,60.0,128.0,1390.0,24.0,6.0,19.0,5.0,0.31770000000000004,0.5699000000000001,0.9411604,630.0
9708,Chiuta,33.4206474236,-15.6396461473,632596.939288556,8992.0,25.433334,17750.834,66.25,1.8,63.0,117.0,1430.0,14.0,9.0,7.0,5.0,0.2619,0.47700000000000004,0.4481437,434.0
9712,Chiuta,33.792192886,-15.648812768099999,632596.939288556,8992.0,25.883333,18053.666,62.916668,1.3,63.0,86.0,1390.0,16.0,9.0,8.0,5.0,0.28550000000000003,0.5488000000000001,0.33681136,305.0
9847,Chiuta,33.325306325999996,-15.7272183448,632596.939288556,8992.0,25.541664,18320.084,59.666668,1.3,62.0,92.0,1490.0,11.0,11.0,5.0,5.0,0.2442,0.4586,0.31175643,408.0
15875,Buzi,33.9617908167,-19.617308764300002,733076.8359571175,6781.0,24.241667,17870.334,81.333336,1.5,64.0,137.0,1370.0,24.0,6.0,17.0,4.0,0.35800000000000004,0.6745,0.61914027,151.0
16297,Buzi,34.1436307156,-19.8926696002,733076.8359571175,6781.0,24.29167,17658.916,81.5,1.6,61.0,168.0,1370.0,24.0,6.0,19.0,5.0,0.3922,0.7269,0.930404,67.0
16298,Buzi,34.238826365,-19.8952474711,733076.8359571175,6781.0,24.633333,17634.084,81.333336,1.6,67.0,145.0,1400.0,25.0,6.0,11.0,3.0,0.373,0.6529,0.62054724,22.0
