id,state,c_code,country,crop,year,harv_area_ha,yield,production_ha,statearea_ha,perimeter_km,lon,lat
"8778,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.0805493250,-15.0761405280"
"8779,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.1735883320,-15.0764988020"
"8780,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.2666296800,-15.0768188990"
"8781,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.3596731030,-15.0771008150"
"8782,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.4527183400,-15.0773445470"
"8783,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.5457651250,-15.0775500910"
"8784,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.6388131970,-15.0777174460"
"8914,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,37.7078746600,-15.1647139870"
"8915,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,37.8009410730,-15.1652281220"
"8916,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,37.8940108840,-15.1657038620"
"8917,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,37.9870838320,-15.1661412010"
"8918,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.0801596510,-15.1665401340"
"8919,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.1732380780,-15.1669006560"
"8920,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.2663188490,-15.1672227610"
"8921,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.3594017010,-15.1675064470"
"8922,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.4524863700,-15.1677517080"
"9057,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,37.9866518720,-15.2565375850"
"9058,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.0797673690,-15.2569390080"
"9059,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.1728854790,-15.2573017790"
"9060,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.2660059390,-15.2576258940"
"9061,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.3591284830,-15.2579113500"
"9199,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.1725305320,-15.3477021660"
"9200,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.2656909440,-15.3480282930"
"9201,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.3588534440,-15.3483155200"
"9340,Ribaue,MOZ,Mozambique,""Rice, Paddy"",2000,468.000000000000000,0.649572649570000,304.000000000000000,644172.1790000000,406.0220000000,38.2653738600,-15.4384299540"
"9349,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1042418450,-15.4396215720"
"9488,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.0110367310,-15.5300541700"
"9489,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1042871400,-15.5300298090"
"9627,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,38.9177503480,-15.6204466880"
"9628,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.0110415560,-15.6204618150"
"9629,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1043327330,-15.6204373060"
"9630,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1976236120,-15.6203731600"
"9767,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,38.9177141700,-15.7108534990"
"9768,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.0110464130,-15.7108687180"
"9769,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1043786240,-15.7108440590"
"9770,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1977105370,-15.7107795230"
"9771,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.2910418830,-15.7106751110"
"9772,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.3843723960,-15.7105308230"
"9773,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.4777018080,-15.7103466620"
"9774,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.5710298530,-15.7101226300"
"9775,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.6643562620,-15.7098587300"
"9776,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.7576807700,-15.7095549650"
"9907,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,38.9176777570,-15.8012595620"
"9908,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.0110513020,-15.8012748730"
"9909,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1044248150,-15.8012500660"
"9910,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1977980280,-15.8011851400"
"9911,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.2911706750,-15.8010800960"
"9912,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.3845424860,-15.8009349360"
"9913,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.4779131940,-15.8007496620"
"9914,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.5712825320,-15.8005242760"
"9915,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.6646502310,-15.8002587800"
"9916,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.7580160240,-15.7999531790"
"10047,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,38.9176411070,-15.8916648750"
"10048,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.0110562220,-15.8916802780"
"10049,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1044713040,-15.8916553210"
"10050,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.1978860870,-15.8915900050"
"10051,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.2913003010,-15.8914843290"
"10052,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.3847136780,-15.8913382960"
"10053,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.4781259510,-15.8911519080"
"10054,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.5715368490,-15.8909251660"
"10055,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.6649461060,-15.8906580740"
"10191,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.2914307640,-15.9818878060"
"10192,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.3848859760,-15.9817409000"
"10193,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.4783400800,-15.9815533960"
"10194,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.5717928080,-15.9813252980"
"10195,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.6652438910,-15.9810566080"
"10333,Mogovolas,MOZ,Mozambique,""Rice, Paddy"",2000,1779.000000000000000,0.649803260260000,1156.000000000000000,454555.2630000000,335.3050000000,39.4785555870,-16.0719541230"
"6934,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.8655235990,-13.8824731610"
"6935,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.9579422600,-13.8836420110"
"6936,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.0503693480,-13.8847760040"
"7073,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.7718592450,-13.9715457080"
"7074,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.8643050010,-13.9727575340"
"7075,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.9567594540,-13.9739342830"
"7076,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.0492223500,-13.9750759400"
"7212,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.6781231000,-14.0605659020"
"7213,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.7705959180,-14.0618211650"
"7214,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.8630777050,-14.0630411320"
"7215,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.9555682060,-14.0642257860"
"7216,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.0480671660,-14.0653751120"
"7350,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.4918243380,-14.1481983680"
"7351,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.5843146860,-14.1495330300"
"7352,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.6768145320,-14.1508321920"
"7353,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.7693236210,-14.1520958380"
"7354,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.8618416960,-14.1533239500"
"7355,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.9543685010,-14.1545165150"
"7356,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.0469037790,-14.1556735160"
"7357,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.1394472760,-14.1567949390"
"7491,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.5829603670,-14.2397898990"
"7492,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.6754967230,-14.2410976850"
"7493,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.7680423380,-14.2423697190"
"7494,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.8605969560,-14.2436059850"
"7495,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.9531603210,-14.2448064660"
"7496,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.0457321750,-14.2459711480"
"7497,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.1383122630,-14.2471000160"
"7632,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.6741696530,-14.3313623770"
"7635,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,35.9519436510,-14.3350956350"
"7636,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.0445523380,-14.3362680040"
"7637,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.1371692740,-14.3374043220"
"7638,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.2297942010,-14.3385045750"
"7776,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.0433642530,-14.4265640770"
"7777,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.1360182950,-14.4277078520"
"7778,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.2286803430,-14.4288153240"
"7916,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.0421679030,-14.5168593640"
"7917,Mandimba,MOZ,Mozambique,""Rice, Paddy"",2000,491.000000000000000,0.000000000000000,0.000000000000000,398116.0920000000,313.1250000000,36.1348593080,-14.5180106010"
"8073,Malema,MOZ,Mozambique,""Rice, Paddy"",2000,393.000000000000000,0.712468193380000,280.000000000000000,608901.9860000000,406.1380000000,37.6182733800,-14.6218417670"
"8074,Malema,MOZ,Mozambique,""Rice, Paddy"",2000,393.000000000000000,0.712468193380000,280.000000000000000,608901.9860000000,406.1380000000,37.7111037360,-14.6223736620"
"8213,Malema,MOZ,Mozambique,""Rice, Paddy"",2000,393.000000000000000,0.712468193380000,280.000000000000000,608901.9860000000,406.1380000000,37.6177062130,-14.7122302100"
"8214,Malema,MOZ,Mozambique,""Rice, Paddy"",2000,393.000000000000000,0.712468193380000,280.000000000000000,608901.9860000000,406.1380000000,37.7105746480,-14.7127655360"
"8353,Malema,MOZ,Mozambique,""Rice, Paddy"",2000,393.000000000000000,0.712468193380000,280.000000000000000,608901.9860000000,406.1380000000,37.6171351590,-14.8026179280"
"8354,Malema,MOZ,Mozambique,""Rice, Paddy"",2000,393.000000000000000,0.712468193380000,280.000000000000000,608901.9860000000,406.1380000000,37.7100419320,-14.8031566880"
"8355,Malema,MOZ,Mozambique,""Rice, Paddy"",2000,393.000000000000000,0.712468193380000,280.000000000000000,608901.9860000000,406.1380000000,37.8029523400,-14.8036580160"
"8493,Malema,MOZ,Mozambique,""Rice, Paddy"",2000,393.000000000000000,0.712468193380000,280.000000000000000,608901.9860000000,406.1380000000,37.6165602090,-14.8930049160"
