XCoord,YCoord,lat,long,FID,ID,ORIG_FID,area_m2,gw_depth,TDS,country,elevation,wind_1,wind_2,wind_3,wind_4,wind_5,wind_6,wind_7,wind_8,wind_9,wind_10,wind_11,wind_12,prec_1,prec_2,prec_3,prec_4,prec_5,prec_6,prec_7,prec_8,prec_9,prec_10,prec_11,prec_12,srad_1,srad_2,srad_3,srad_4,srad_5,srad_6,srad_7,srad_8,srad_9,srad_10,srad_11,srad_12,tmax_1,tmax_2,tmax_3,tmax_4,tmax_5,tmax_6,tmax_7,tmax_8,tmax_9,tmax_10,tmax_11,tmax_12,tavg_1,tavg_2,tavg_3,tavg_4,tavg_5,tavg_6,tavg_7,tavg_8,tavg_9,tavg_10,tavg_11,tavg_12,tmin_1,tmin_2,tmin_3,tmin_4,tmin_5,tmin_6,tmin_7,tmin_8,tmin_9,tmin_10,tmin_11,tmin_12
72954.20754,3449208.222,29.74179,0.65536,150,374353,150,2434.834522,30,3000,moz,358,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
73675.20744,3449292.082,29.74244,0.66184,151,374354,151,27270.32724,30,3000,moz,359,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
72682.09311,3449211.057,29.74181,0.65291,152,374355,152,12174.17534,30,3000,moz,361,3.5,4,4.6,5.3,5.2,4.8,4.6,4.5,4,3.5,3.6,3.6,3.19667,3.19667,4.20417,2.1135,1.37283,0.05,0.060125,0.52225,2.09442,4.63463,2.48408,2.74633,14526,17490,22241,25776,27932,28665,28223,26550,22726,18857,15100,13282,18.034599,21.077999,25.2651,30.575899,35.4818,40.650101,43.023899,42.146599,37.800598,30.7213,23.1045,18.2626,10.5223,13.6685,17.684,23.048201,28.067101,33.103001,34.7118,35.134399,30.7992,23.8274,16.2341,11.5933,3.71109,6.48857,10.2135,15.1441,20.069401,24.990801,28.269699,27.540899,23.2414,17.003201,9.7479,5.59799
72673.72134,3449411.664,29.74338,0.65284,153,374356,153,80350.8301,30,3000,moz,358,3.5,4,4.3,5.3,5.3,4.6,4.6,4.6,4,3.8,3.6,3.6,3.20667,3.20667,4.21417,2.11506,1.37039,0.05,0.061153,0.520194,2.10314,4.65987,2.48192,2.74378,14507,17488,22206,25775,27958,28637,28259,26586,22747,18873,15097,13279,18.0233,21.065001,25.2519,30.5625,35.468899,40.637402,43.012501,42.135101,37.788101,30.707701,23.0413,18.251101,10.5102,13.655,17.6199,22.9834,28.0023,33.089001,34.698002,35.1203,30.7836,23.8118,16.220301,11.5814,3.69983,6.47548,10.1493,15.0787,20.002701,24.975401,28.253799,27.4739,23.224001,16.987,9.73449,5.53684
73142.73859,3449194.908,29.74168,0.65705,154,374357,154,5356.630318,30,3000,moz,359,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
73083.39316,3449140.505,29.74126,0.65652,155,374358,155,1460.892902,30,3000,moz,359,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
73518.02033,3449138.537,29.74124,0.66042,156,374359,156,1947.8569,30,3000,moz,357,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
72838.76506,3449123.183,29.74112,0.65432,157,374361,157,2434.818173,30,3000,moz,359,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
73268.06679,3449166.588,29.74146,0.65818,158,374362,158,7791.444857,30,3000,moz,358,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
72570.77359,3449094.836,29.7409,0.65191,159,374363,159,2434.812722,30,3000,moz,359,3.5,4,4.6,5.3,5.2,4.8,4.6,4.5,4,3.5,3.6,3.6,3.19667,3.19667,4.20417,2.1135,1.37283,0.05,0.060125,0.52225,2.09442,4.63463,2.48408,2.74633,14526,17490,22241,25776,27932,28665,28223,26550,22726,18857,15100,13282,18.034599,21.077999,25.2651,30.575899,35.4818,40.650101,43.023899,42.146599,37.800598,30.7213,23.1045,18.2626,10.5223,13.6685,17.684,23.048201,28.067101,33.103001,34.7118,35.134399,30.7992,23.8274,16.2341,11.5933,3.71109,6.48857,10.2135,15.1441,20.069401,24.990801,28.269699,27.540899,23.2414,17.003201,9.7479,5.59799
73416.80205,3449130.742,29.74118,0.65951,160,374365,160,12174.09813,30,3000,moz,357,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
73201.58423,3449049.954,29.74055,0.65758,161,374367,161,4869.608187,30,3000,moz,360,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
72402.04998,3449076.756,29.74076,0.6504,162,374369,162,25322.01616,30,3000,moz,360,3.5,4,4.6,5.3,5.2,4.8,4.6,4.5,4,3.5,3.6,3.6,3.19667,3.19667,4.20417,2.1135,1.37283,0.05,0.060125,0.52225,2.09442,4.63463,2.48408,2.74633,14526,17490,22241,25776,27932,28665,28223,26550,22726,18857,15100,13282,18.034599,21.077999,25.2651,30.575899,35.4818,40.650101,43.023899,42.146599,37.800598,30.7213,23.1045,18.2626,10.5223,13.6685,17.684,23.048201,28.067101,33.103001,34.7118,35.134399,30.7992,23.8274,16.2341,11.5933,3.71109,6.48857,10.2135,15.1441,20.069401,24.990801,28.269699,27.540899,23.2414,17.003201,9.7479,5.59799
81047.54972,3448979.088,29.73999,0.72806,163,374370,163,973.916188,30,3000,moz,367,3.6,4.5,4.3,5.3,5.2,4.9,4.6,4.5,4.5,3.8,3.6,3.6,3.23,3.23,4.1875,2.2235,1.3595,0.05,0.092625,0.50725,2.04275,4.48713,2.49575,2.793,14558,17521,22204,25787,27893,28653,28217,26544,22723,18872,15102,13311,17.999201,21.0389,25.2332,30.4946,35.403099,40.571899,42.883099,42.008701,37.675098,30.645599,23.0256,18.1262,10.5172,13.6569,17.677,22.994699,28.0196,33.057899,34.6516,35.0746,30.749901,23.8281,16.281401,11.5895,3.69189,6.50764,10.2408,15.123,19.9986,24.9767,28.2847,27.5459,23.3232,17.0767,9.87776,5.68414
72988.38044,3449036.781,29.74044,0.65567,164,374371,164,25321.93623,30,3000,moz,359,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
72440.90083,3448921.721,29.73954,0.65075,165,374373,165,6817.382432,30,3000,moz,359,3.5,4,4.6,5.3,5.2,4.8,4.6,4.5,4,3.5,3.6,3.6,3.19667,3.19667,4.20417,2.1135,1.37283,0.05,0.060125,0.52225,2.09442,4.63463,2.48408,2.74633,14526,17490,22241,25776,27932,28665,28223,26550,22726,18857,15100,13282,18.034599,21.077999,25.2651,30.575899,35.4818,40.650101,43.023899,42.146599,37.800598,30.7213,23.1045,18.2626,10.5223,13.6685,17.684,23.048201,28.067101,33.103001,34.7118,35.134399,30.7992,23.8274,16.2341,11.5933,3.71109,6.48857,10.2135,15.1441,20.069401,24.990801,28.269699,27.540899,23.2414,17.003201,9.7479,5.59799
76512.30958,3448896.412,29.73934,0.68732,166,374374,166,486.954915,30,3000,moz,358,3.3,3.8,4.3,5.3,5.2,5,4.6,4.6,3.8,3.5,3.6,3.6,3.21,3.21,4.1975,2.1575,1.3675,0.05,0.073125,0.51625,2.07375,4.57563,2.48875,2.765,14467,17475,22205,25773,27926,28690,28221,26582,22725,18856,15101,13267,18.0404,21.082399,25.2223,30.5334,35.4403,40.608799,42.9776,42.101398,37.760399,30.681101,23.062901,18.2181,10.5203,13.6639,17.6812,23.046801,28.018101,33.105,34.707699,35.130501,30.7995,23.8277,16.283001,11.5918,3.70341,6.5262,10.2044,15.1357,20.0611,24.9851,28.255699,27.5229,23.2841,17.042601,9.78985,5.64245
45649.38453,3449036.303,29.74044,0.41008,167,374376,167,37495.94262,30,3000,moz,375,3.4,4.2,4.2,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.4,3.4,3.19713,3.19713,4.20613,1.9415,1.345,0.050875,0.016625,0.533375,2.70662,5.03525,3.0115,2.65825,14476,17510,22214,25752,27990,28696,28235,26595,22648,18879,15080,13254,17.9275,21.0334,25.1989,30.458,35.400902,40.5672,43.077,42.192699,37.813801,30.6278,23.077,18.253,10.454,13.6242,17.6378,22.945101,28.001499,33.0298,34.674301,35.0933,30.7764,23.6971,16.1668,11.5243,3.62592,6.43964,10.1619,15.0399,20.0142,24.9181,28.2374,27.4851,23.173,16.8577,9.64515,5.4701
81305.23382,3448903.161,29.73939,0.73038,168,374377,168,6817.372442,30,3000,moz,369,3.6,4.5,4.3,5.3,5.2,4.9,4.6,4.5,4.5,3.8,3.6,3.6,3.23,3.23,4.1875,2.2235,1.3595,0.05,0.092625,0.50725,2.04275,4.48713,2.49575,2.793,14558,17521,22204,25787,27893,28653,28217,26544,22723,18872,15102,13311,17.999201,21.0389,25.2332,30.4946,35.403099,40.571899,42.883099,42.008701,37.675098,30.645599,23.0256,18.1262,10.5172,13.6569,17.677,22.994699,28.0196,33.057899,34.6516,35.0746,30.749901,23.8281,16.281401,11.5895,3.69189,6.50764,10.2408,15.123,19.9986,24.9767,28.2847,27.5459,23.3232,17.0767,9.87776,5.68414
81727.83575,3448860.98,29.73906,0.73417,169,374379,169,973.907105,30,3000,moz,370,3.6,4.5,4.3,5.3,5.2,4.9,4.6,4.5,4.5,3.8,3.6,3.6,3.23,3.23,4.1875,2.2235,1.3595,0.05,0.092625,0.50725,2.04275,4.48713,2.49575,2.793,14558,17521,22204,25787,27893,28653,28217,26544,22723,18872,15102,13311,17.999201,21.0389,25.2332,30.4946,35.403099,40.571899,42.883099,42.008701,37.675098,30.645599,23.0256,18.1262,10.5172,13.6569,17.677,22.994699,28.0196,33.057899,34.6516,35.0746,30.749901,23.8281,16.281401,11.5895,3.69189,6.50764,10.2408,15.123,19.9986,24.9767,28.2847,27.5459,23.3232,17.0767,9.87776,5.68414
45468.90785,3448877.333,29.73919,0.40845,170,374380,170,12660.80871,30,3000,moz,374,3.4,4.2,4.2,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.4,3.4,3.19713,3.19713,4.20613,1.9415,1.345,0.050875,0.016625,0.533375,2.70662,5.03525,3.0115,2.65825,14476,17510,22214,25752,27990,28696,28235,26595,22648,18879,15080,13254,17.9275,21.0334,25.1989,30.458,35.400902,40.5672,43.077,42.192699,37.813801,30.6278,23.077,18.253,10.454,13.6242,17.6378,22.945101,28.001499,33.0298,34.674301,35.0933,30.7764,23.6971,16.1668,11.5243,3.62592,6.43964,10.1619,15.0399,20.0142,24.9181,28.2374,27.4851,23.173,16.8577,9.64515,5.4701
45610.83239,3448825.547,29.73879,0.40973,171,374381,171,486.95219,30,3000,moz,376,3.4,4.2,4.2,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.4,3.4,3.19713,3.19713,4.20613,1.9415,1.345,0.050875,0.016625,0.533375,2.70662,5.03525,3.0115,2.65825,14476,17510,22214,25752,27990,28696,28235,26595,22648,18879,15080,13254,17.9275,21.0334,25.1989,30.458,35.400902,40.5672,43.077,42.192699,37.813801,30.6278,23.077,18.253,10.454,13.6242,17.6378,22.945101,28.001499,33.0298,34.674301,35.0933,30.7764,23.6971,16.1668,11.5243,3.62592,6.43964,10.1619,15.0399,20.0142,24.9181,28.2374,27.4851,23.173,16.8577,9.64515,5.4701
81924.46856,3448823.73,29.73877,0.73594,172,374382,172,12660.75513,30,3000,moz,370,3.6,4.5,4.3,5.2,5.2,4.9,4.6,4.5,4.5,3.8,3.7,3.7,3.23333,3.23333,4.18583,2.2345,1.35817,0.05,0.095875,0.50575,2.03758,4.47237,2.49692,2.79767,14573,17521,22203,25803,27891,28651,28183,26543,22722,18872,15116,13311,18.000601,21.040001,25.235001,30.4965,35.405201,40.5741,42.883999,41.9599,37.677601,30.6481,23.0277,18.1276,10.4667,13.6558,17.6763,22.9944,27.969801,33.058399,34.6506,35.073601,30.75,23.8281,16.281099,11.5891,3.68997,6.45455,10.1886,15.1209,19.9965,24.9753,28.2812,27.5413,23.321301,17.0741,9.87575,5.68276
45132.57069,3448716.889,29.73793,0.40543,173,374383,173,2434.740062,30,3000,moz,375,3.4,4.2,4.2,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.4,3.4,3.19713,3.19713,4.20613,1.9415,1.345,0.050875,0.016625,0.533375,2.70662,5.03525,3.0115,2.65825,14476,17510,22214,25752,27990,28696,28235,26595,22648,18879,15080,13254,17.9275,21.0334,25.1989,30.458,35.400902,40.5672,43.077,42.192699,37.813801,30.6278,23.077,18.253,10.454,13.6242,17.6378,22.945101,28.001499,33.0298,34.674301,35.0933,30.7764,23.6971,16.1668,11.5243,3.62592,6.43964,10.1619,15.0399,20.0142,24.9181,28.2374,27.4851,23.173,16.8577,9.64515,5.4701
72801.65855,3448707.44,29.73786,0.65399,174,374384,174,486.947649,30,3000,moz,359,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
72954.36029,3448764.306,29.73831,0.65536,175,374385,175,13147.64556,30,3000,moz,356,3.5,4,4.4,5.3,5.2,4.8,4.6,4.6,4,3.5,3.6,3.6,3.2,3.2,4.2025,2.1245,1.3715,0.05,0.063375,0.52075,2.08925,4.61987,2.48525,2.751,14511,17491,22224,25775,27931,28664,28222,26584,22748,18857,15100,13282,18.0361,21.0791,25.266899,30.5278,35.433899,40.652302,43.024799,42.1478,37.803101,30.723801,23.056601,18.264,10.5218,13.6673,17.6833,23.0478,28.0674,33.1035,34.7108,35.1334,30.799299,23.8274,16.233801,11.5929,3.70917,6.48548,10.2112,15.142,20.067301,24.989401,28.266199,27.5364,23.239599,17.0005,9.79589,5.59661
46049.92604,3448729.88,29.73804,0.41367,176,374386,176,9738.970239,30,3000,moz,377,3.4,4.2,4.4,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.5,3.5,3.19121,3.19121,4.20887,1.9385,1.35,0.050792,0.015042,0.534958,2.70504,5.02308,3.00683,2.65842,14477,17511,22231,25752,27989,28696,28235,26595,22669,18880,15080,13254,17.9256,21.030899,25.1973,30.4564,35.400101,40.566502,43.0751,42.1409,37.813,30.627701,23.0259,18.251499,10.4067,13.6257,17.6387,22.945999,28.002501,33.031101,34.6749,35.0942,30.7784,23.6999,16.1689,11.5268,3.58265,6.44499,10.166,15.0441,20.0184,24.922701,28.241899,27.4888,23.177999,16.8619,9.64896,5.4752
81020.06342,3448719.251,29.73795,0.72782,177,374387,177,2921.68862,30,3000,moz,368,3.6,4.5,4.3,5.3,5.2,4.9,4.6,4.5,4.5,3.8,3.6,3.6,3.23,3.23,4.1875,2.2235,1.3595,0.05,0.092625,0.50725,2.04275,4.48713,2.49575,2.793,14558,17521,22204,25787,27893,28653,28217,26544,22723,18872,15102,13311,17.999201,21.0389,25.2332,30.4946,35.403099,40.571899,42.883099,42.008701,37.675098,30.645599,23.0256,18.1262,10.5172,13.6569,17.677,22.994699,28.0196,33.057899,34.6516,35.0746,30.749901,23.8281,16.281401,11.5895,3.69189,6.50764,10.2408,15.123,19.9986,24.9767,28.2847,27.5459,23.3232,17.0767,9.87776,5.68414
81789.67993,3448683.819,29.73767,0.73473,178,374388,178,486.946741,30,3000,moz,369,3.6,4.5,4.3,5.2,5.2,4.9,4.6,4.5,4.5,3.8,3.7,3.7,3.23333,3.23333,4.18583,2.2345,1.35817,0.05,0.095875,0.50575,2.03758,4.47237,2.49692,2.79767,14573,17521,22203,25803,27891,28651,28183,26543,22722,18872,15116,13311,18.000601,21.040001,25.235001,30.4965,35.405201,40.5741,42.883999,41.9599,37.677601,30.6481,23.0277,18.1276,10.4667,13.6558,17.6763,22.9944,27.969801,33.058399,34.6506,35.073601,30.75,23.8281,16.281099,11.5891,3.68997,6.45455,10.1886,15.1209,19.9965,24.9753,28.2812,27.5413,23.321301,17.0741,9.87575,5.68276
45495.16086,3448724.5,29.73799,0.40869,179,374390,179,8765.069491,30,3000,moz,376,3.4,4.2,4.2,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.4,3.4,3.19713,3.19713,4.20613,1.9415,1.345,0.050875,0.016625,0.533375,2.70662,5.03525,3.0115,2.65825,14476,17510,22214,25752,27990,28696,28235,26595,22648,18879,15080,13254,17.9275,21.0334,25.1989,30.458,35.400902,40.5672,43.077,42.192699,37.813801,30.6278,23.077,18.253,10.454,13.6242,17.6378,22.945101,28.001499,33.0298,34.674301,35.0933,30.7764,23.6971,16.1668,11.5243,3.62592,6.43964,10.1619,15.0399,20.0142,24.9181,28.2374,27.4851,23.173,16.8577,9.64515,5.4701
80764.09723,3448660.197,29.73749,0.72552,180,374391,180,5843.349994,30,3000,moz,366,3.6,4.2,4.3,5.3,5.2,4.8,4.6,4.5,4.2,3.8,3.6,3.6,3.22667,3.22667,4.18917,2.2125,1.36083,0.05,0.089375,0.50875,2.54792,4.50187,2.49458,2.78833,14542,17506,22204,25787,27895,28654,28218,26544,22702,18872,15102,13296,17.9977,21.0378,25.2314,30.5427,35.400902,40.619701,42.882198,42.0075,37.722698,30.6432,23.0235,18.1749,10.5177,13.6581,17.6777,22.9951,28.0193,33.0574,34.652599,35.0756,30.799801,23.827999,16.281601,11.5899,3.69381,6.51073,10.2431,15.1251,20.050699,24.9781,28.2882,27.5504,23.275,17.079399,9.87978,5.68553
72154.53535,3448691.008,29.73773,0.64818,181,374393,181,11199.7814,30,3000,moz,357,3.5,4,4.6,5.3,5.2,4.8,4.6,4.5,4,3.5,3.6,3.6,3.19667,3.19667,4.20417,2.1135,1.37283,0.05,0.060125,0.52225,2.09442,4.63463,2.48408,2.74633,14526,17490,22241,25776,27932,28665,28223,26550,22726,18857,15100,13282,18.034599,21.077999,25.2651,30.575899,35.4818,40.650101,43.023899,42.146599,37.800598,30.7213,23.1045,18.2626,10.5223,13.6685,17.684,23.048201,28.067101,33.103001,34.7118,35.134399,30.7992,23.8274,16.2341,11.5933,3.71109,6.48857,10.2135,15.1441,20.069401,24.990801,28.269699,27.540899,23.2414,17.003201,9.7479,5.59799
72301.75138,3448651.339,29.73742,0.6495,182,374394,182,3895.563938,30,3000,moz,358,3.5,4,4.6,5.3,5.2,4.8,4.6,4.5,4,3.5,3.6,3.6,3.19667,3.19667,4.20417,2.1135,1.37283,0.05,0.060125,0.52225,2.09442,4.63463,2.48408,2.74633,14526,17490,22241,25776,27932,28665,28223,26550,22726,18857,15100,13282,18.034599,21.077999,25.2651,30.575899,35.4818,40.650101,43.023899,42.146599,37.800598,30.7213,23.1045,18.2626,10.5223,13.6685,17.684,23.048201,28.067101,33.103001,34.7118,35.134399,30.7992,23.8274,16.2341,11.5933,3.71109,6.48857,10.2135,15.1441,20.069401,24.990801,28.269699,27.540899,23.2414,17.003201,9.7479,5.59799
81480.45901,3448612.955,29.73712,0.73195,183,374395,183,486.944016,30,3000,moz,368,3.6,4.5,4.3,5.3,5.2,4.9,4.6,4.5,4.5,3.8,3.6,3.6,3.23,3.23,4.1875,2.2235,1.3595,0.05,0.092625,0.50725,2.04275,4.48713,2.49575,2.793,14558,17521,22204,25787,27893,28653,28217,26544,22723,18872,15102,13311,17.999201,21.0389,25.2332,30.4946,35.403099,40.571899,42.883099,42.008701,37.675098,30.645599,23.0256,18.1262,10.5172,13.6569,17.677,22.994699,28.0196,33.057899,34.6516,35.0746,30.749901,23.8281,16.281401,11.5895,3.69189,6.50764,10.2408,15.123,19.9986,24.9767,28.2847,27.5459,23.3232,17.0767,9.87776,5.68414
45136.69364,3448601.144,29.73703,0.40547,184,374396,184,2921.661374,30,3000,moz,374,3.4,4.2,4.2,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.4,3.4,3.19713,3.19713,4.20613,1.9415,1.345,0.050875,0.016625,0.533375,2.70662,5.03525,3.0115,2.65825,14476,17510,22214,25752,27990,28696,28235,26595,22648,18879,15080,13254,17.9275,21.0334,25.1989,30.458,35.400902,40.5672,43.077,42.192699,37.813801,30.6278,23.077,18.253,10.454,13.6242,17.6378,22.945101,28.001499,33.0298,34.674301,35.0933,30.7764,23.6971,16.1668,11.5243,3.62592,6.43964,10.1619,15.0399,20.0142,24.9181,28.2374,27.4851,23.173,16.8577,9.64515,5.4701
45322.22619,3448589.334,29.73693,0.40714,185,374397,185,486.943108,30,3000,moz,375,3.4,4.2,4.2,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.4,3.4,3.19713,3.19713,4.20613,1.9415,1.345,0.050875,0.016625,0.533375,2.70662,5.03525,3.0115,2.65825,14476,17510,22214,25752,27990,28696,28235,26595,22648,18879,15080,13254,17.9275,21.0334,25.1989,30.458,35.400902,40.5672,43.077,42.192699,37.813801,30.6278,23.077,18.253,10.454,13.6242,17.6378,22.945101,28.001499,33.0298,34.674301,35.0933,30.7764,23.6971,16.1668,11.5243,3.62592,6.43964,10.1619,15.0399,20.0142,24.9181,28.2374,27.4851,23.173,16.8577,9.64515,5.4701
45863.36279,3448667.79,29.73755,0.412,186,374398,186,13634.49149,30,3000,moz,376,3.4,4.2,4.4,5.2,5.3,4.8,4.6,4.6,4.2,3.8,3.5,3.5,3.19121,3.19121,4.20887,1.9385,1.35,0.050792,0.015042,0.534958,2.70504,5.02308,3.00683,2.65842,14477,17511,22231,25752,27989,28696,28235,26595,22669,18880,15080,13254,17.9256,21.030899,25.1973,30.4564,35.400101,40.566502,43.0751,42.1409,37.813,30.627701,23.0259,18.251499,10.4067,13.6257,17.6387,22.945999,28.002501,33.031101,34.6749,35.0942,30.7784,23.6999,16.1689,11.5268,3.58265,6.44499,10.166,15.0441,20.0184,24.922701,28.241899,27.4888,23.177999,16.8619,9.64896,5.4752
