Pixel,lat,lon,State,Fraction,MaizeArea
255183,-15.89359,37.85572,Alto_Molocue,0.00534611,0.437846409
255184,-16.19266,38.01303,Gile,0.06812448,5.579394912
255185,-15.01425,30.76899,Zumbu,0.04843628,3.966931332
255186,-12.53708,34.84735,Lago,0.00161004,0.131862276
255187,-17.06115,38.18712,Pebane,0.00858869,0.703413711
255188,-15.66293,37.16672,Ile,0.00427957,0.350496783
255189,-19.77187,34.15984,Buzi,0.01290942,1.057281498
255190,-15.44242,36.00444,Mecanhelas,0.01828809,1.497794571
255191,-15.59459,40.27318,Mongincual,0.00633943,0.519199317
255192,-20.19845,34.27086,Buzi,0.00257466,0.210864654
255193,-20.51298,34.577,Buzi,0.01770996,1.450445724
255194,-12.88308,35.05323,Sanga,0.10799719,8.844969861
255195,-15.36646,40.60713,Mossuril,0.13711194,11.22946789
255196,-21.24544,34.3247,Machanga,0.00192324,0.157513356
255197,-14.94733,36.96845,Malema,0.0028021,0.22949199
255198,-16.0626,36.48102,Lugela,0.02314037,1.895196303
255199,-20.09613,34.49341,Buzi,0.0024232,0.19846008
255200,-21.61562,33.74437,Mabote,0.00470745,0.385540155
255201,-20.78219,34.19539,Chibabava,0.00525844,0.430666236
255202,-17.13368,38.24321,Pebane,0.00389466,0.318972654
255203,-24.32954,34.69025,Inharrime,0.50768533,41.57942853
255204,-19.20703,34.27151,Nhamatanda,0.00297479,0.243635301
255205,-14.91732,40.14825,Monapo,0.02611478,2.138800482
255206,-19.12719,34.32121,Nhamatanda,0.00114222,0.093547818
255207,-16.81816,38.52603,Pebane,0.00287631,0.235569789
255208,-17.07888,35.56652,Morrumbala,0.01712876,1.402845444
255209,-16.70378,34.80557,Mutarara,0.00072808,0.059629752
255210,-18.45152,34.71777,Cheringoma,0.0001538,0.01259622
255211,-16.54268,35.35159,Morrumbala,0.00630144,0.516087936
255212,-24.31429,34.78915,Inharrime,0.02846001,2.330874819
255294,-15.26375,38.93015,Nampula,0.01796434,1.471279446
255295,-14.07446,37.46713,Maua,0.00025592,0.020959848
256441,-14.50661,40.77701,Nacala_Velha,0.00247624,0.202804056
256442,-23.29718,33.93395,Funhalouro,0.0001202,0.00984438
256443,-16.57295,38.16108,Pebane,0.00085787,0.070259553
256444,-19.69802,34.09547,Buzi,0.00447017,0.366106923
256445,-16.69728,34.49693,Mutarara,0.00104428,0.085526532
256446,-19.91377,34.41283,Buzi,0.00548714,0.449396766
256447,-16.16293,37.55491,Ile,0.04841626,3.965291694
256448,-14.86314,30.80242,Zumbu,0.02507438,2.053591722
256449,-15.2481,31.29549,Zumbu,0.00509984,0.417676896
256450,-16.52529,35.38934,Morrumbala,0.00539306,0.441691614
256451,-14.74826,39.26479,Mecuburi,0.06128216,5.019008904
256452,-24.15745,34.99085,Homoine,0.00533563,0.436988097
256453,-16.88049,38.21606,Pebane,0.00253138,0.207320022
256454,-14.04336,33.10487,Chifunde,1.40913792,115.4083956
256455,-12.89112,34.98872,Lago,0.04036212,3.305657628
256456,-16.33021,38.62084,Pebane,0.00850468,0.696533292
256457,-15.28717,37.71007,Alto_Molocue,0.00852402,0.698117238
