Pixel,State,lon,lat,Crop,Fraction,CropArea,elevation,sw_dist,sw_suit
"18273",Mecanhelas,36.174909999999997,-15.006209999999999,Maize,0.170418060000000,17.041806000000001,"609",15.659674074603227,"9999"
"18683",Mecanhelas,36.119410000000002,-14.987450000000001,Maize,0.047741770000000,4.774177000000000,"609",18.234051499298758,"9999"
"5873",Cuamba,36.528010000000002,-15.010320000000000,Maize,0.845531120000000,84.553111999999999,"598",15.679484113641127,"9999"
"19004",Mecanhelas,35.893210000000003,-15.210220000000000,Maize,0.026407590000000,2.640759000000000,"628",7.039164021497342,"9999"
"19152",Mecanhelas,35.864379999999997,-15.273030000000000,Maize,0.086684650000000,8.668464999999999,"636",0.038312868632020,"1"
"13417",Morrumbala,35.595529999999997,-16.866830000000000,Maize,0.548275750000000,54.827575000000003,"108",8.286202375722848,"9999"
"3303",Gorongosa,34.204129999999999,-18.470330000000001,Maize,0.341811420000000,34.181142000000001,"246",8.432392339580762,"9999"
"15261",Morrumbala,35.518320000000003,-17.488299999999999,Maize,0.419858860000000,41.985886000000001,"35",18.337743823544635,"9999"
"2995",Panda,34.758209999999998,-23.965920000000001,Maize,0.707232350000000,70.723235000000003,"73",5.179676341788393,"9999"
"938",Mogovolas,39.431460000000001,-15.909330000000001,Maize,0.850935290000000,85.093529000000004,"85",7.036318357969377,"9999"
"41765",Macanga,33.783299999999997,-14.882870000000000,Maize,0.000000000000000,0.000000000000000,"965",20.471359545704342,"9999"
"2122",Malema,37.086530000000003,-14.925340000000000,Maize,0.683025970000000,68.302597000000006,"589",7.964813588272662,"9999"
"2646",Maravia,31.765440000000002,-14.657380000000000,Maize,0.222763620000000,22.276361999999999,"950",8.088913535694982,"9999"
"24725",Alto_Molocue,37.692019999999999,-16.195029999999999,Maize,0.182061040000000,18.206104000000000,"246",5.170487468149433,"9999"
"12201",Mueda,39.551479999999998,-11.306749999999999,Maize,0.030153600000000,3.015360000000000,"57",29.893106923120271,"9999"
"24278",Alto_Molocue,37.647930000000002,-15.797070000000000,Maize,0.001406380000000,0.140638000000000,"518",16.708149008910571,"9999"
"4329",Memba,40.457970000000003,-14.404439999999999,Maize,0.653235740000000,65.323573999999994,"88",11.273791256594810,"9999"
"38124",Chibabava,33.769469999999998,-20.260370000000002,Maize,0.246306780000000,24.630678000000000,"90",9.342773624108734,"9999"
"24140",Alto_Molocue,37.545580000000001,-15.751220000000000,Maize,0.000054800000000,0.005481000000000,"548",19.063322163579993,"9999"
"35409",Nampula,39.243769999999998,-15.195410000000001,Maize,1.138012550000000,113.801254999999998,"355",5.884532157389707,"9999"
"15503",Morrumbala,35.441170000000000,-17.586200000000002,Maize,0.126677710000000,12.667771000000000,"28",12.010592528021979,"9999"
"37202",Tsangano,34.471029999999999,-14.789330000000000,Maize,1.375948400000000,137.594840000000005,"1219",10.200118753325008,"9999"
"6432",Sussundenga,33.350270000000002,-19.977239999999998,Maize,2.002238480000000,200.223848000000004,"140",0.784354185914703,"1"
"18778",Mecanhelas,36.016480000000001,-15.040310000000000,Maize,0.073001380000000,7.300138000000000,"649",27.528389036711406,"9999"
"20983",Meconta,39.699190000000002,-14.959400000000000,Maize,0.233161690000000,23.316168999999999,"228",3.242181449468512,"1"
"18916",Mecanhelas,35.894140000000000,-15.147030000000001,Maize,0.247030040000000,24.703004000000000,"633",12.512512723804274,"9999"
"14403",Morrumbala,35.879489999999997,-17.268599999999999,Maize,0.517158420000000,51.715842000000002,"146",17.810136586966280,"9999"
"15187",Morrumbala,35.669249999999998,-17.463809999999999,Maize,0.511335310000000,51.133530999999998,"35",34.532804337525761,"9999"
"40759",Maganja_da_Cost,37.477670000000003,-17.278050000000000,Maize,0.110499290000000,11.049929000000001,"6",5.398417762206100,"9999"
"3657",Gorongosa,34.132800000000003,-18.982189999999999,Maize,0.917581440000000,91.758144000000001,"70",3.355224388964717,"1"
"21417",Manica,33.044969999999999,-18.959320000000002,Maize,1.017774440000000,101.777444000000003,"626",0.308505413878531,"1"
"18681",Mecanhelas,36.100839999999998,-14.987220000000001,Maize,0.178717540000000,17.871753999999999,"609",19.845281203823436,"9999"
"37964",Tsangano,34.404240000000001,-15.310919999999999,Maize,0.000224800000000,0.022480000000000,"840",36.512677281819627,"9999"
"23007",Alto_Molocue,37.445909999999998,-15.352860000000000,Maize,0.289263940000000,28.926393999999998,"630",25.462651482656248,"9999"
"6973",Nhamatanda,34.162790000000001,-19.253340000000001,Maize,0.627597360000000,62.759735999999997,"73",8.210649154944381,"9999"
"39510",Mabote,33.911879999999996,-22.237530000000000,Maize,0.344852280000000,34.485227999999999,"121",6.704047987425439,"9999"
"30148",Gondola,33.386400000000002,-18.934000000000001,Maize,2.074129790000000,207.412979000000007,"418",29.992994714402808,"9999"
"29691",Sanga,35.240259999999999,-13.097500000000000,Maize,0.004755360000000,0.475536000000000,"1338",24.582429720829257,"9999"
"3030",Panda,34.648879999999998,-24.007919999999999,Maize,0.706681130000000,70.668113000000005,"66",7.607179288999096,"9999"
"25220",Chiuta,33.342880000000001,-15.763690000000000,Maize,0.023814050000000,2.381405000000000,"150",12.516435988520632,"9999"
"42419",Mutarara,35.123719999999999,-17.471959999999999,Maize,0.109726650000000,10.972664999999999,"38",3.928868249342812,"1"
"27628",Ile,37.129620000000003,-16.326370000000001,Maize,0.019401380000000,1.940138000000000,"264",1.531488593985075,"1"
"8115",Manhica,32.821269999999998,-25.285599999999999,Maize,0.466422610000000,46.642260999999998,"10",7.509719444147922,"9999"
"8674",Mecuburi,39.075789999999998,-14.020130000000000,Maize,0.592713220000000,59.271321999999998,"289",2.276091683224018,"1"
"754",Ribaue,38.350259999999999,-15.113239999999999,Maize,0.090118690000000,9.011869000000001,"469",28.751367537367379,"9999"
"425",Ribaue,38.313499999999998,-14.968480000000000,Maize,1.663863880000000,166.386388000000011,"469",14.072624034247747,"9999"
"36721",Maringue,34.628169999999997,-18.137960000000000,Maize,0.439068410000000,43.906841000000000,"101",7.755506107998204,"9999"
"29732",Sanga,35.230780000000003,-13.115420000000000,Maize,0.833965290000000,83.396529000000001,"1338",23.004970366902160,"9999"
"20958",Meconta,39.801240000000000,-14.895780000000000,Maize,0.045682370000000,4.568237000000000,"203",0.230790685203327,"1"
"19353",Mecanhelas,36.114759999999997,-15.330579999999999,Maize,0.119311910000000,11.931191000000000,"652",13.337973419657960,"9999"
"6153",Sussundenga,33.303519999999999,-19.417590000000001,Maize,1.999659810000000,199.965980999999999,"543",6.151822098726987,"9999"
"42209",Mutarara,35.226349999999996,-17.510030000000000,Maize,0.081449600000000,8.144959999999999,"39",10.827688479394363,"9999"
"27521",Ile,37.682009999999998,-16.294390000000000,Maize,0.201875040000000,20.187504000000001,"245",13.358579698698980,"9999"
"26114",Ile,37.191870000000002,-15.649170000000000,Maize,0.017549610000000,1.754961000000000,"608",4.699640782735448,"1"
"3567",Gorongosa,34.151589999999999,-18.658249999999999,Maize,0.635119410000000,63.511941000000000,"261",12.259512680686511,"9999"
"14828",Morrumbala,35.840220000000002,-17.367290000000001,Maize,0.126911860000000,12.691186000000000,"146",23.573019239491629,"9999"
"14821",Morrumbala,35.680450000000000,-17.364699999999999,Maize,0.210036860000000,21.003685999999998,"30",36.447927422348222,"9999"
"28445",Caia,35.202449999999999,-17.753180000000000,Maize,0.699342750000000,69.934275000000000,"30",7.802125297604392,"9999"
"41317",Macanga,33.837460000000000,-14.550760000000000,Maize,0.654820570000000,65.482056999999998,"993",31.504275375021855,"9999"
"27479",Ile,37.691420000000001,-16.285409999999999,Maize,0.001810450000000,0.181045000000000,"245",11.969020910679117,"9999"
"19975",Lichinga,35.487029999999997,-13.227370000000001,Maize,0.000000000000000,0.000000000000000,"1316",21.731643650047051,"9999"
"30544",Gurue,37.075949999999999,-15.069839999999999,Maize,0.157649150000000,15.764915000000000,"612",11.652910444285084,"9999"
"14490",Morrumbala,35.578429999999997,-17.290769999999998,Maize,0.062233770000000,6.223377000000000,"32",26.447382726707907,"9999"
"16369",Moatize,34.069270000000003,-15.727330000000000,Maize,0.399241250000000,39.924124999999997,"321",4.929360605675981,"1"
"38535",Metarica,36.916609999999999,-14.219020000000000,Maize,0.632114980000000,63.211497999999999,"559",4.609444596142229,"1"
"7030",Nhamatanda,34.446809999999999,-19.278680000000001,Maize,0.606977000000000,60.697699999999998,"13",2.017546212396485,"1"
"34115",Marracuene,32.653340000000000,-25.656250000000000,Maize,0.868084820000000,86.808481999999998,"6",4.246090520001718,"1"
"817",Mogovolas,39.496369999999999,-15.710310000000000,Maize,0.864064190000000,86.406419000000000,"122",15.994752123802428,"9999"
"13788",Morrumbala,35.563310000000001,-17.091940000000001,Maize,0.549657460000000,54.965746000000003,"32",24.639320886026372,"9999"
"21792",Namarroi,36.780020000000000,-15.789940000000000,Maize,0.039376580000000,3.937658000000000,"551",10.386317881810106,"9999"
"34572",Chemba,34.503169999999997,-17.098220000000001,Maize,0.825597510000000,82.559751000000006,"126",0.746416785598518,"1"
"26480",Ile,37.263159999999999,-16.038329999999998,Maize,0.168277910000000,16.827791000000001,"409",16.122722162171414,"9999"
"39545",Mabote,33.699039999999997,-22.491910000000001,Maize,0.349620360000000,34.962035999999998,"108",26.445046284445191,"9999"
"33635",Barue,33.221760000000003,-18.208829999999999,Maize,0.625061600000000,62.506160000000001,"506",8.835161766569570,"9999"
"14819",Morrumbala,35.661659999999998,-17.364390000000000,Maize,0.246530250000000,24.653025000000000,"30",34.451051283702917,"9999"
"39327",Angoche,39.758220000000001,-15.854189999999999,Maize,0.046169590000000,4.616959000000000,"43",13.752951640393283,"9999"
"3866",Magude,32.318289999999998,-24.894939999999998,Maize,0.156987090000000,15.698708999999999,"86",0.593305392751298,"1"
"7232",Nhamatanda,34.207569999999997,-19.344650000000001,Maize,0.046324510000000,4.632451000000000,"47",2.898409589285731,"1"
"4955",Cuamba,36.743659999999998,-14.831860000000001,Maize,0.253969050000000,25.396905000000000,"562",7.778110973739691,"9999"
"15984",Lalaua,38.045589999999997,-14.560700000000001,Maize,0.000000000000000,0.000000000000000,"462",13.712664546910462,"9999"
"28504",Caia,35.333309999999997,-17.800799999999999,Maize,1.513655470000000,151.365546999999992,"25",3.913041430492617,"1"
"4024",Magude,32.724660000000000,-25.047609999999999,Maize,0.292533790000000,29.253378999999999,"25",3.616016729613536,"1"
"7503",Nhamatanda,34.214419999999997,-19.434950000000001,Maize,0.319198110000000,31.919810999999999,"41",6.426459239276841,"9999"
"38937",Machaze,32.597980000000000,-20.904900000000001,Maize,0.000396250000000,0.039625000000000,"344",22.376982590888026,"9999"
"17893",Homoine,35.140599999999999,-23.976030000000002,Maize,0.058143610000000,5.814361000000000,"3",34.941879594190340,"9999"
"7180",Nhamatanda,34.302970000000002,-19.329110000000000,Maize,0.048288610000000,4.828861000000000,"29",1.997331073374030,"1"
"3783",Magude,32.855449999999998,-24.801169999999999,Maize,0.267194590000000,26.719459000000001,"25",1.555887819406990,"1"
"14915",Morrumbala,35.595379999999999,-17.390350000000002,Maize,0.500267450000000,50.026744999999998,"31",27.489525586517946,"9999"
"37808",Tsangano,34.540869999999998,-14.998089999999999,Maize,1.398591380000000,139.859138000000002,"1119",30.004042892197972,"9999"
"11534",Angonia,34.483640000000001,-14.627269999999999,Maize,1.088548140000000,108.854814000000005,"1219",16.712800100299447,"9999"
"6444",Sussundenga,33.330919999999999,-19.985620000000001,Maize,1.994901790000000,199.490179000000012,"140",2.932442679582447,"1"
"12852",Morrumbala,35.497889999999998,-16.567340000000002,Maize,0.003944330000000,0.394433000000000,"70",23.194252449091586,"9999"
"31466",Gurue,36.915740000000000,-15.285290000000000,Maize,0.024734030000000,2.473403000000000,"581",33.795131454140382,"9999"
"20900",Meconta,39.430489999999999,-15.448270000000001,Maize,0.039768440000000,3.976844000000000,"220",20.934960124395730,"9999"
"16592",Moatize,34.352240000000002,-15.967950000000000,Maize,1.110693820000000,111.069382000000004,"339",31.187323496150597,"9999"
"34709",Chemba,34.756070000000001,-17.518550000000001,Maize,0.049889750000000,4.988975000000000,"140",14.705938939374070,"9999"
"5321",Cuamba,36.475510000000000,-14.729699999999999,Maize,0.603532100000000,60.353209999999997,"575",7.149162605430354,"9999"
"3675",Magude,32.395000000000003,-24.376830000000002,Maize,0.185431200000000,18.543119999999998,"102",9.240483099524315,"9999"
"40965",Macanga,33.971829999999997,-14.742920000000000,Maize,0.351029530000000,35.102952999999999,"993",6.777579706124087,"9999"
"10052",Moma,39.320689999999999,-16.732170000000000,Maize,0.000000060000000,0.000006000000000,"4",22.743505004186751,"9999"
"43519",Pebane,38.193019999999997,-17.182780000000001,Maize,0.394656760000000,39.465676000000002,"5",12.998484680872746,"9999"
"4719",Majune,36.359870000000001,-13.490840000000000,Maize,2.875312130000000,287.531212999999980,"595",5.586087499095707,"9999"
"37904",Tsangano,34.294640000000001,-15.227510000000001,Maize,0.007227500000000,0.722750000000000,"840",21.623249210781843,"9999"
"34177",Marracuene,32.737749999999998,-25.749880000000001,Maize,0.867835440000000,86.783544000000006,"7",1.661264794754280,"1"
"5928",Cuamba,36.313150000000000,-15.098210000000000,Maize,0.308411480000000,30.841148000000000,"609",24.162441598748973,"9999"
"30080",Gondola,33.626460000000002,-19.409459999999999,Maize,2.083689910000000,208.368990999999994,"372",18.356180932446886,"9999"
"33020",Mopeia,35.780670000000001,-18.070460000000001,Maize,0.138116350000000,13.811635000000001,"21",0.976717050704559,"1"
"34157",Marracuene,32.660860000000000,-25.701560000000001,Maize,0.014838340000000,1.483834000000000,"5",1.837465014446878,"1"
"607",Ribaue,38.052799999999998,-15.039870000000001,Maize,0.731059900000000,73.105990000000006,"562",24.301944852256295,"9999"
"1349",N_gauma,35.467540000000000,-13.922169999999999,Maize,0.403224150000000,40.322414999999999,"788",22.929600074952635,"9999"
"9686",Moma,39.357660000000003,-16.433789999999998,Maize,0.485544360000000,48.554436000000003,"11",8.790356469254156,"9999"
"2129",Malema,37.198059999999998,-14.926250000000000,Maize,0.248079960000000,24.807995999999999,"663",19.031003288368282,"9999"
"39945",Vilanculos,35.251280000000001,-22.120670000000000,Maize,1.305437560000000,130.543756000000002,"39",5.602507241603504,"9999"
"20698",Lichinga,35.400910000000003,-13.442810000000000,Maize,0.626688550000000,62.668855000000001,"1322",16.953682743136866,"9999"
"35588",Nampula,39.141309999999997,-15.114129999999999,Maize,0.026283620000000,2.628362000000000,"282",13.340026775147750,"9999"
"35199",Nampula,39.271529999999998,-15.059760000000001,Maize,0.675299080000000,67.529908000000006,"356",3.316255961602431,"1"
"23247",Alto_Molocue,37.491570000000003,-15.479710000000001,Maize,0.000346860000000,0.034686000000000,"630",12.117260790161232,"9999"
"12079",Angonia,34.108840000000001,-14.826980000000001,Maize,1.078854520000000,107.885452000000001,"940",9.333779800113090,"9999"
"23804",Alto_Molocue,37.648890000000002,-15.652460000000000,Maize,0.477922690000000,47.792268999999997,"548",3.644014595962987,"1"
"18869",Mecanhelas,35.969140000000003,-15.102900000000000,Maize,0.007187550000000,0.718755000000000,"646",20.454495119946483,"9999"
"14641",Morrumbala,35.869180000000000,-17.322610000000001,Maize,0.550323370000000,55.032336999999998,"146",19.178148408609243,"9999"
"6042",Sussundenga,33.101520000000001,-19.231130000000000,Maize,1.663876450000000,166.387644999999992,"625",1.975887008424011,"1"
"27126",Ile,37.104909999999997,-15.973739999999999,Maize,0.319859130000000,31.985913000000000,"420",0.813743168889396,"1"
"14532",Morrumbala,35.615830000000003,-17.300429999999999,Maize,0.546048040000000,54.604804000000001,"30",30.372643771176566,"9999"
"21765",Namarroi,36.799660000000003,-15.699790000000000,Maize,0.021161500000000,2.116150000000000,"573",2.645940482556403,"1"
"4091",Magude,32.712969999999999,-25.083100000000002,Maize,0.192791150000000,19.279115000000001,"25",6.954474452671281,"9999"
"14893",Morrumbala,35.727119999999999,-17.383530000000000,Maize,0.012879720000000,1.287972000000000,"146",35.505439385676354,"9999"
"20907",Meconta,39.467840000000002,-15.475320000000000,Maize,0.317951330000000,31.795133000000000,"177",23.004788221020327,"9999"
"23189",Alto_Molocue,37.445239999999998,-15.443239999999999,Maize,0.001583730000000,0.158373000000000,"630",18.487842298865036,"9999"
"30187",Gondola,33.541440000000001,-18.821580000000001,Maize,1.930122270000000,193.012226999999996,"377",15.615694693332944,"9999"
"7317",Nhamatanda,34.539230000000003,-19.371120000000001,Maize,0.085976270000000,8.597626999999999,"7",1.569514365749318,"1"
"35197",Nampula,39.225009999999997,-15.059810000000001,Maize,0.023701040000000,2.370104000000000,"334",3.763869638585143,"1"
"34854",Chemba,34.721240000000002,-17.400559999999999,Maize,0.001587080000000,0.158708000000000,"123",8.872364589497199,"9999"
"1043",N_gauma,35.248719999999999,-13.738400000000000,Maize,0.005249190000000,0.524919000000000,"889",32.567345471694075,"9999"
"33809",Barue,32.961889999999997,-17.822890000000001,Maize,0.624581300000000,62.458129999999997,"807",0.077748070916030,"1"
"43528",Pebane,38.239960000000004,-17.201039999999999,Maize,0.453144030000000,45.314402999999999,"6",18.002409375329670,"9999"
"7573",Nhamatanda,34.098350000000003,-19.503940000000000,Maize,0.673342690000000,67.334269000000006,"62",9.752145934026013,"9999"
"4387",Nicoadala,36.636980000000001,-17.568000000000001,Maize,0.232988350000000,23.298835000000000,"34",5.080668347047870,"9999"
"15352",Morrumbala,35.489420000000003,-17.523890000000002,Maize,0.407583890000000,40.758389000000001,"45",15.403111364837637,"9999"
"26681",Ile,37.178159999999998,-16.137029999999999,Maize,0.022638520000000,2.263852000000000,"329",7.014130866752835,"9999"
"19955",Lichinga,35.293590000000002,-13.224629999999999,Maize,0.100251960000000,10.025195999999999,"1338",9.633372113516309,"9999"
"18151",Mecanhelas,36.278709999999997,-14.881030000000001,Maize,0.228824400000000,22.882439999999999,"603",1.756503058848190,"1"
"9108",Mecuburi,38.871670000000002,-14.689190000000000,Maize,0.300135280000000,30.013528000000001,"453",0.197738359518705,"1"
"944",Mogovolas,39.534239999999997,-15.918139999999999,Maize,0.171354660000000,17.135466000000001,"52",17.404805007141494,"9999"
"14268",Morrumbala,35.654550000000000,-17.237900000000000,Maize,0.073243660000000,7.324366000000000,"32",32.433496887379320,"9999"
"33075",Inhassoro,34.890320000000003,-21.543849999999999,Maize,10.700630739999999,1070.063073999999915,"5",19.443296178392004,"9999"
"8133",Manhica,32.880070000000003,-25.297059999999998,Maize,1.337492900000000,133.749290000000002,"10",1.908345034675242,"1"
"8466",Manhica,32.630800000000001,-25.520340000000001,Maize,2.050757190000000,205.075718999999992,"6",9.840327195535984,"9999"
"6966",Nhamatanda,34.096420000000002,-19.251570000000001,Maize,0.435148770000000,43.514876999999998,"82",8.723102345982445,"9999"
"767",Ribaue,37.763820000000003,-15.146950000000000,Maize,0.400261720000000,40.026172000000003,"586",7.253232592430047,"9999"
"634",Ribaue,38.331840000000000,-15.049899999999999,Maize,1.689971680000000,168.997167999999988,"469",22.060025431936012,"9999"
"9397",Monapo,39.874740000000003,-14.678540000000000,Maize,0.062125500000000,6.212550000000000,"195",19.680117199615381,"9999"
"29021",Mossurize,32.778160000000000,-20.713670000000000,Maize,0.385349140000000,38.534914000000001,"265",0.028517789017146,"1"
"20377",Lichinga,35.310369999999999,-13.333190000000000,Maize,0.093874570000000,9.387456999999999,"1322",1.388314606113738,"1"
"39482",Angoche,39.861640000000001,-16.016520000000000,Maize,0.374646380000000,37.464638000000001,"11",15.589440627473692,"9999"
"4930",Cuamba,36.977119999999999,-14.698490000000000,Maize,0.176249870000000,17.624987000000001,"514",0.596509730152724,"1"
"33095",Inhassoro,34.333019999999998,-22.087969999999999,Maize,10.716973590000000,1071.697359000000006,"156",25.297153703451301,"9999"
"3994",Magude,32.597050000000003,-25.033149999999999,Maize,0.000005180000000,0.000518000000000,"41",0.208967841523885,"1"
"5346",Cuamba,36.679609999999997,-14.740880000000001,Maize,0.000000000000000,0.000000000000000,"566",4.206310454826434,"1"
"42271",Mutarara,35.310220000000001,-17.547699999999999,Maize,0.027687550000000,2.768755000000000,"31",2.011722521986668,"1"
"31753",Gurue,36.829909999999998,-15.483250000000000,Maize,0.014287230000000,1.428723000000000,"597",19.657201752670382,"9999"
"31919",Gile,38.431840000000001,-15.909010000000000,Maize,0.038618300000000,3.861830000000000,"229",5.938998052149289,"9999"
"9033",Mecuburi,38.788150000000002,-14.607760000000001,Maize,0.000210020000000,0.021002000000000,"442",11.068521302116563,"9999"
"35289",Nampula,39.336730000000003,-15.104880000000000,Maize,0.284078820000000,28.407882000000001,"355",8.209061682982206,"9999"
"35271",Nampula,39.197130000000001,-15.096000000000000,Maize,0.765972890000000,76.597289000000004,"334",8.710549053979696,"9999"
"4072",Magude,32.733139999999999,-25.074960000000001,Maize,0.105297070000000,10.529707000000000,"27",6.360173490190582,"9999"
"75",Guro,33.769089999999998,-16.531070000000000,Maize,1.475105520000000,147.510551999999990,"111",11.167619383589338,"9999"
"27814",Ile,37.756360000000001,-16.376180000000002,Maize,0.353487320000000,35.348731999999998,"182",14.022605010697676,"9999"
"14454",Morrumbala,35.578589999999998,-17.281749999999999,Maize,0.066456300000000,6.645630000000000,"32",26.047681862971370,"9999"
"3439",Gorongosa,34.126080000000002,-18.558460000000000,Maize,0.018691570000000,1.869157000000000,"316",17.273790794706798,"9999"
"36522",Maringue,34.390880000000003,-17.834930000000000,Maize,0.014853400000000,1.485340000000000,"213",9.096970114611173,"9999"
"42802",Pebane,38.954810000000002,-16.759530000000002,Maize,0.360659090000000,36.065908999999998,"12",11.013531467237575,"9999"
"21219",Manica,33.317770000000003,-18.724850000000000,Maize,0.972335920000000,97.233592000000002,"447",11.358702065934807,"9999"
"23026",Alto_Molocue,37.483100000000000,-15.362159999999999,Maize,0.004134960000000,0.413496000000000,"630",22.404778195236279,"9999"
"12795",Morrumbala,35.844569999999997,-16.545800000000000,Maize,0.001236690000000,0.123669000000000,"349",10.808746194134439,"9999"
"25860",Buzi,34.164749999999998,-20.136569999999999,Maize,0.342394680000000,34.239468000000002,"68",19.144737958126338,"9999"
"18340",Mecanhelas,35.627479999999998,-14.357790000000000,Maize,0.219778450000000,21.977844999999999,"676",17.784350908653600,"9999"
"17232",Chifunde,33.257359999999998,-14.096130000000000,Maize,0.442574840000000,44.257483999999998,"905",21.018302621010260,"9999"
