Pixel,State,lon,lat,Crop,Fraction,CropArea
6964,Nhamatanda,34.49498,-19.25283,Maize,0.31417798,31.417798
41686,Macanga,33.62773,-14.80722,Maize,0.04372716,4.372716
39017,Machaze,33.26598,-20.96473,Maize,0.38471763,38.471763
5606,Cuamba,36.4273,-14.88274,Maize,0.90727892,90.727892
11274,Angonia,34.17941,-14.56708,Maize,0.91566822,91.566822
7617,Nhamatanda,34.08585,-19.60272,Maize,0.1333546,13.33546
691,Ribaue,37.90378,-15.07535,Maize,0.00010806,0.010806
35666,Namacurra,37.01755,-17.21079,Maize,0.03488248,3.488248
13823,Morrumbala,35.68513,-17.103,Maize,0.27637675,27.637675
31443,Gurue,36.79484,-15.27509,Maize,0.00370346,0.370346
16495,Moatize,34.12335,-15.80065,Maize,0.408764,40.8764
14539,Morrumbala,35.68159,-17.30153,Maize,0.40997413,40.997413
12928,Morrumbala,35.23545,-16.58983,Maize,0.17646776,17.646776
43340,Pebane,38.25941,-17.03841,Maize,0.20497841,20.497841
27978,Ile,37.62485,-16.43863,Maize,0.19919229,19.919229
12501,Funhalouro,34.29758,-23.13238,Maize,0.07094525,7.094525
21170,Manica,33.29308,-18.61607,Maize,0.55877617,55.877617
4904,Machanga,34.77778,-21.0992,Maize,1.11878612,111.878612
128,Guro,33.45655,-16.68506,Maize,1.10481575,110.481575
11654,Angonia,34.09416,-14.65543,Maize,1.05062871,105.062871
6045,Sussundenga,32.94034,-19.23485,Maize,1.98512831,198.512831
15889,Lalaua,38.20432,-14.29911,Maize,0.99662628,99.662628
11708,Angonia,34.38088,-14.67033,Maize,1.04320418,104.320418
23972,Alto_Molocue,37.68591,-15.69788,Maize,0.00667548,0.667548
43292,Pebane,38.71047,-17.01244,Maize,0.44953784,44.953784
2194,Malema,37.33726,-14.95441,Maize,0.90257297,90.257297
32902,Mopeia,35.67068,-17.8971,Maize,0.15095885,15.095885
9259,Mecuburi,39.13187,-14.90618,Maize,0.00178733,0.178733
22469,Alto_Molocue,37.57606,-15.38988,Maize,0.50754251,50.754251
8460,Manhica,32.62138,-25.51093,Maize,2.04681531,204.681531
4107,Magude,32.65337,-25.08954,Maize,0.29236768,29.236768
28819,Mossurize,32.76348,-20.60519,Maize,0.02304857,2.304857
8005,Manhica,32.87427,-25.21584,Maize,1.93597757,193.597757
20197,Lichinga,35.33883,-13.27944,Maize,0.60928993,60.928993
10847,Angonia,34.39426,-14.47225,Maize,1.07837397,107.837397
9597,Moma,39.1887,-16.05433,Maize,0.01432551,1.432551
14891,Morrumbala,35.70832,-17.38322,Maize,0.27436681,27.436681
418,Ribaue,38.07171,-14.96762,Maize,0.0002077,0.02077
6830,Nhamatanda,34.09776,-19.20655,Maize,0.54874258,54.874258
37249,Tsangano,34.34039,-14.8318,Maize,0.13055651,13.055651
36303,Maringue,34.50268,-17.50394,Maize,0.00116518,0.116518
25631,Buzi,34.74167,-19.98016,Maize,0.342183,34.2183
25351,Buzi,33.96515,-20.11294,Maize,0.34123052,34.123052
8851,Mecuburi,38.80692,-14.37269,Maize,0.62867056,62.867056
39898,Mabote,33.35941,-22.26427,Maize,0.34692116,34.692116
9338,Govuro,34.23305,-21.31004,Maize,0.23326217,23.326217
37993,Tsangano,34.41293,-15.33815,Maize,5.32E-05,0.005319
43416,Pebane,38.16525,-17.08324,Maize,0.09713016,9.713016
40458,Maganja_da_Cost,37.93997,-17.037,Maize,0.21107284,21.107284
2190,Malema,37.18854,-14.95328,Maize,0.81859307,81.859307
37321,Tsangano,34.49695,-14.88,Maize,0.01636372,1.636372
18529,Mecanhelas,35.88296,-14.63218,Maize,0.42356703,42.356703
12580,Funhalouro,34.22664,-23.48169,Maize,0.07123276,7.123276
21204,Manica,33.28153,-18.67873,Maize,0.39930857,39.930857
27640,Ile,37.401,-16.3286,Maize,0.05481849,5.481849
14342,Morrumbala,35.65422,-17.25595,Maize,0.02545179,2.545179
24285,Alto_Molocue,37.39584,-15.80439,Maize,0,0
