Pixel,State,lon,lat,Crop,Fraction,CropArea
27692,Ile,37.24175,-16.3454,Maize,0.64324235,64.324235
11982,Angonia,34.32302,-14.77735,Maize,0.03574783,3.574783
22102,Namarroi,36.8327,-16.09766,Maize,0.40382001,40.382001
4795,Massangena,32.8656,-21.60753,Maize,0.49277444,49.277444
20420,Lichinga,35.47612,-13.34457,Maize,0.00066293,0.066293
10419,Muecate,39.35524,-15.04156,Maize,0.13662329,13.662329
22565,Alto_Molocue,37.61297,-15.44435,Maize,0.00883125,0.883125
10169,Muecate,39.42846,-14.42663,Maize,0.00792571,0.792571
14298,Morrumbala,35.61682,-17.24629,Maize,0.5365448,53.65448
8456,Manhica,32.65153,-25.50325,Maize,2.04029208,204.029208
20919,Meconta,39.66375,-15.52002,Maize,0.54484073,54.484073
18689,Mecanhelas,35.9428,-14.99418,Maize,0.35610962,35.610962
26980,Ile,37.1346,-15.79327,Maize,0.04900717,4.900717
4594,Majune,36.06597,-13.37016,Maize,2.91281137,291.281137
28758,Mossurize,32.74551,-20.57755,Maize,0,0
39433,Angoche,39.61894,-16.11679,Maize,0.51098105,51.098105
10916,Angonia,34.38464,-14.49009,Maize,1.08918858,108.918858
21184,Manica,33.2733,-18.64248,Maize,0.05332191,5.332191
40159,Vilanculos,35.19689,-22.69669,Maize,1.27823079,127.823079
34063,Marracuene,32.78535,-25.59898,Maize,0.74203664,74.203664
26502,Ile,37.4967,-16.04913,Maize,0.00377351,0.377351
9327,Govuro,34.6119,-21.18514,Maize,0.93391018,93.391018
29771,Sanga,35.33178,-13.13493,Maize,0.06556755,6.556755
3440,Gorongosa,34.13552,-18.5587,Maize,0.00015432,0.015432
3234,Panda,34.10388,-24.40592,Maize,0.55224214,55.224214
20368,Lichinga,35.51325,-13.32703,Maize,0.03414421,3.414421
36579,Maringue,34.48359,-17.89119,Maize,0.21216138,21.216138
20483,Lichinga,35.4943,-13.36288,Maize,0.00568731,0.568731
36672,Maringue,34.43329,-18.01623,Maize,0.03620096,3.620096
12484,Funhalouro,34.39586,-23.10825,Maize,0.07075718,7.075718
39112,Machaze,33.71412,-21.0333,Maize,0.40368101,40.368101
16325,Moatize,34.0883,-15.70974,Maize,0.35304336,35.304336
9990,Moma,39.42378,-16.68678,Maize,0.00274014,0.274014
33185,Barue,33.2214,-17.64174,Maize,0.60866339,60.866339
23853,Alto_Molocue,37.81674,-15.66247,Maize,5.10E-06,0.00051
16940,Zumbu,31.34001,-14.95767,Maize,1.83334941,183.334941
4202,Magude,32.49093,-25.17241,Maize,0.22874493,22.874493
30627,Gurue,36.95428,-15.1501,Maize,2.00E-07,2.00E-05
37966,Tsangano,34.44138,-15.31169,Maize,0.15385821,15.385821
11879,Angonia,34.24066,-14.73059,Maize,0.26174323,26.174323
37454,Tsangano,34.49564,-14.9431,Maize,0.02391228,2.391228
9967,Moma,39.19868,-16.67808,Maize,0.58431418,58.431418
9170,Mecuburi,38.87161,-14.77961,Maize,0.11008909,11.008909
8648,Mecuburi,38.69484,-14.94218,Maize,0.93884497,93.884497
23257,Alto_Molocue,37.66865,-15.48085,Maize,0.11430979,11.430979
24907,Chiuta,33.45706,-15.66759,Maize,0.01024417,1.024417
13993,Morrumbala,35.40261,-17.15233,Maize,9.96E-05,0.009961
33223,Barue,33.21967,-17.6957,Maize,0.61905159,61.905159
15210,Morrumbala,35.59387,-17.47156,Maize,0.05272,5.272
13754,Morrumbala,35.7982,-17.07774,Maize,0.08488338,8.488338
15932,Lalaua,38.34313,-14.38994,Maize,1.00035606,100.035606
27997,Ile,37.58732,-16.44742,Maize,0.02440856,2.440856
15195,Morrumbala,35.42465,-17.46858,Maize,0.00507431,0.507431
2492,Maravia,32.03695,-14.53097,Maize,0.18994865,18.994865
10200,Muecate,39.79058,-14.51611,Maize,0.14029591,14.029591
18698,Mecanhelas,36.12858,-14.9966,Maize,0.10334911,10.334911
3645,Gorongosa,34.0981,-18.87313,Maize,0.0023911,0.23911
6305,Sussundenga,33.79419,-19.8017,Maize,1.46106703,146.106703
40266,Maganja_da_Cost,37.19501,-17.32992,Maize,0.16427767,16.427767
34725,Chemba,34.80201,-17.56463,Maize,0.65634869,65.634869
18485,Mecanhelas,35.78215,-14.54955,Maize,0.05778658,5.778658
34748,Chemba,34.56813,-17.12671,Maize,0.29518483,29.518483
25500,Buzi,34.59093,-19.91336,Maize,0.11243008,11.243008
20913,Meconta,39.70098,-15.50182,Maize,1.00269906,100.269906
33103,Barue,33.23401,-18.40723,Maize,0.62030086,62.030086
29452,Sanga,35.35311,-12.93666,Maize,0.79687833,79.687833
15398,Morrumbala,35.53609,-17.54276,Maize,0.11818257,11.818257
13646,Morrumbala,35.70516,-17.03111,Maize,0.2026287,20.26287
33914,Mossuril,40.43332,-14.8927,Maize,7.80532052,780.532052
30399,Jangamo,35.49498,-23.93944,Maize,0.56187198,56.187198
39600,Mabote,34.29795,-21.97881,Maize,0.35130029,35.130029
9985,Moma,39.36751,-16.68689,Maize,0.59723289,59.723289
15837,Lalaua,37.81375,-14.52348,Maize,0.48403435,48.403435
2075,Malema,36.95661,-14.90614,Maize,5.07E-06,0.000507
15666,Morrumbala,35.87271,-17.66573,Maize,0.41286806,41.286806
42581,Mutarara,34.68051,-16.72333,Maize,0.00063692,0.063692
21539,Manica,33.0887,-19.05972,Maize,0.23822169,23.822169
29128,Mossurize,32.71902,-20.75649,Maize,0.33743654,33.743654
4406,Nicoadala,36.77811,-17.57867,Maize,0.85802982,85.802982
11448,Angonia,34.40996,-14.6078,Maize,0.01775538,1.775538
7115,Nhamatanda,34.14223,-19.30687,Maize,0.31718027,31.718027
38243,Chibabava,33.97463,-20.41054,Maize,0.26006608,26.006608
26999,Ile,37.13435,-15.82038,Maize,0.32614691,32.614691
27410,Ile,37.72897,-16.26756,Maize,0.64779369,64.779369
13864,Morrumbala,35.79759,-17.11384,Maize,0.13765475,13.765475
9909,Moma,39.45181,-16.64152,Maize,0.0001487,0.01487
5576,Cuamba,36.40894,-14.86447,Maize,0.51971515,51.971515
29102,Mossurize,32.60483,-20.74327,Maize,0.21136916,21.136916
42957,Pebane,38.10874,-17.11012,Maize,0.35654544,35.654544
17608,Homoine,35.05318,-23.6221,Maize,0.05919554,5.919554
43630,Chinde,36.67403,-18.33621,Maize,0.67445609,67.445609
20782,Lichinga,35.22519,-13.47633,Maize,0,0
12005,Angonia,34.3784,-14.78749,Maize,1.0716322,107.16322
8708,Mecuburi,39.27036,-14.10137,Maize,0.36998146,36.998146
30470,Jangamo,35.44197,-24.08255,Maize,0.56446198,56.446198
32078,Macossa,33.28791,-17.61668,Maize,0.04460865,4.460865
33218,Barue,33.22934,-17.68698,Maize,0.17204419,17.204419
6586,Nhamatanda,34.28966,-19.13047,Maize,0.16382431,16.382431
704,Ribaue,38.34106,-15.07705,Maize,0.26306441,26.306441
3475,Gorongosa,34.08753,-18.58449,Maize,0.91732037,91.732037
29884,Sanga,35.43783,-12.80242,Maize,0,0
2024,Malema,36.99419,-14.86129,Maize,0,0
21339,Manica,33.0853,-18.88862,Maize,1.01551476,101.551476
20176,Lichinga,35.50481,-13.27275,Maize,0.44801433,44.801433
4409,Nicoadala,36.8817,-17.57981,Maize,0.02744805,2.744805
26813,Ile,37.34583,-16.21069,Maize,0.54977732,54.977732
42298,Mutarara,35.29105,-17.56539,Maize,0.0528327,5.28327
32017,Gile,38.24388,-16.20675,Maize,0.11414905,11.414905
18395,Mecanhelas,35.90452,-14.41575,Maize,0.10503325,10.503325
20904,Meconta,39.38394,-15.47548,Maize,0.08372808,8.372808
16204,Moatize,34.34167,-15.61614,Maize,1.11E-05,0.001112
31146,Gurue,36.91074,-15.7822,Maize,0.02306866,2.306866
35799,Namacurra,37.2575,-17.68287,Maize,1.24655313,124.655313
5996,Cuamba,36.36736,-15.22531,Maize,1.08037138,108.037138
11695,Angonia,34.14948,-14.66561,Maize,0.98917432,98.917432
12772,Morrumbala,35.87279,-16.5372,Maize,0.0542666,5.42666
8955,Mecuburi,38.72325,-14.53536,Maize,0.33864989,33.864989
30612,Gurue,36.99158,-15.1414,Maize,0.00367137,0.367137
10293,Muecate,39.51281,-14.79716,Maize,0.02718294,2.718294
40358,Maganja_da_Cost,37.91323,-16.78379,Maize,0.36833835,36.833835
12080,Angonia,34.1181,-14.82718,Maize,3.85E-06,0.000385
8253,Manhica,32.89621,-25.36972,Maize,2.04986123,204.986123
4442,Nicoadala,36.87101,-17.6881,Maize,0.0064037,0.64037
16362,Moatize,34.35782,-15.72466,Maize,0,0
8816,Mecuburi,39.29842,-14.30929,Maize,0.90297958,90.297958
43174,Pebane,39.02989,-16.90417,Maize,0.03956551,3.956551
18949,Mecanhelas,35.94035,-15.16572,Maize,0.0758228,7.58228
30843,Gurue,36.81071,-15.53727,Maize,0.615255,61.5255
16678,Moatize,33.62942,-16.17626,Maize,1.13385009,113.385009
34512,Lugela,36.94785,-16.70415,Maize,1.53461202,153.461202
5821,Cuamba,36.53782,-14.96526,Maize,1.16397889,116.397889
32933,Mopeia,35.65115,-17.93287,Maize,0.0125505,1.25505
3883,Magude,32.35667,-24.91465,Maize,0.02002839,2.002839
1142,N_gauma,35.47855,-13.80498,Maize,0.02736694,2.736694
17714,Homoine,35.09779,-23.76752,Maize,0.00026687,0.026687
37738,Tsangano,34.56238,-14.85423,Maize,0.10945808,10.945808
5642,Cuamba,36.4085,-14.9006,Maize,1.05171386,105.171386
31694,Gurue,36.88627,-15.43861,Maize,0.47249911,47.249911
11762,Angonia,34.1676,-14.68401,Maize,1.07816018,107.816018
20950,Meconta,39.92248,-14.98573,Maize,1.10312745,110.312745
18695,Mecanhelas,36.09142,-14.99613,Maize,0.05901674,5.901674
33515,Barue,33.35755,-18.08685,Maize,0.53922733,53.922733
15536,Morrumbala,35.67619,-17.59932,Maize,0.47648323,47.648323
38301,Chibabava,33.86722,-20.47947,Maize,0.27183202,27.183202
40655,Maganja_da_Cost,37.911,-17.17242,Maize,0.31274648,31.274648
11924,Angonia,34.28657,-14.74957,Maize,0.39658041,39.658041
27123,Ile,37.16104,-15.96519,Maize,0.10139385,10.139385
27032,Ile,37.09651,-15.87427,Maize,0.31145045,31.145045
26278,Ile,37.24588,-15.87553,Maize,0.00106911,0.106911
18766,Mecanhelas,36.10952,-15.03249,Maize,0.30518279,30.518279
15652,Morrumbala,35.50562,-17.65955,Maize,0.50505915,50.505915
8628,Mecuburi,38.69486,-14.9241,Maize,0.93186542,93.186542
31852,Gurue,37.15562,-15.53139,Maize,0.00020964,0.020964
21608,Manica,33.00135,-19.11988,Maize,1.0027239,100.27239
33794,Barue,33.17865,-17.80249,Maize,0.62342277,62.342277
606,Ribaue,38.0435,-15.03983,Maize,0.3978943,39.78943
30753,Gurue,36.44156,-15.24423,Maize,1.22396126,122.396126
36154,Dondo,34.86958,-19.82987,Maize,0.96676252,96.676252
7743,Maua,37.33603,-13.86981,Maize,0.37041983,37.041983
38549,Machaze,32.67444,-21.35748,Maize,0.39721009,39.721009
29468,Sanga,35.40818,-12.94645,Maize,0.53644128,53.644128
1442,N_gauma,35.4852,-13.97659,Maize,0.05984309,5.984309
27016,Ile,37.1341,-15.84748,Maize,6.70E-07,6.70E-05
4227,Memba,40.10341,-13.96338,Maize,0.00341583,0.341583
42039,Mutarara,35.13634,-17.31883,Maize,1.39E-06,0.000139
8257,Manhica,32.74752,-25.37245,Maize,2.05151084,205.151084
21645,Inharrime,34.93163,-24.37638,Maize,3.55251733,355.251733
37413,Tsangano,34.34752,-14.93111,Maize,0.83649684,83.649684
8067,Manhica,32.89221,-25.25258,Maize,1.99510635,199.510635
19897,Lichinga,35.42281,-13.20843,Maize,0,0
23687,Alto_Molocue,37.57452,-15.61584,Maize,0.52521507,52.521507
31680,Gurue,36.85842,-15.42931,Maize,0.49356303,49.356303
43043,Pebane,38.54182,-16.8223,Maize,0.45243172,45.243172
26394,Ile,37.45053,-15.97651,Maize,0.40281838,40.281838
122,Guro,33.84014,-16.66798,Maize,0.15366815,15.366815
11942,Angonia,34.1012,-14.75472,Maize,1.01833031,101.833031
27806,Ile,37.61593,-16.37531,Maize,0.0164848,1.64848
8888,Mecuburi,38.90892,-14.44509,Maize,0.21764195,21.764195
29889,Sanga,35.45609,-12.8117,Maize,0.83786564,83.786564
18845,Mecanhelas,36.09949,-15.08654,Maize,0.25937991,25.937991
34309,Lugela,36.96158,-16.28867,Maize,1.03839055,103.839055
32002,Gile,38.39365,-16.18011,Maize,0.19466074,19.466074
3724,Magude,32.69959,-24.56977,Maize,0.24807753,24.807753
38543,Metarica,36.27687,-14.27582,Maize,0.64188215,64.188215
1517,N_gauma,35.43844,-14.01202,Maize,0.02199694,2.199694
8137,Manhica,32.91958,-25.2987,Maize,2.02387331,202.387331
22470,Alto_Molocue,37.58538,-15.38994,Maize,0.46069882,46.069882
10140,Muecate,39.8198,-14.88667,Maize,0.14296347,14.296347
18435,Mecanhelas,35.88537,-14.46065,Maize,0.07687628,7.687628
30122,Gondola,33.64098,-19.54498,Maize,2.0974569,209.74569
26940,Ile,37.09794,-15.72066,Maize,0.0062003,0.62003
16426,Moatize,34.12421,-15.76462,Maize,0.34550593,34.550593
40768,Maganja_da_Cost,37.80688,-17.28028,Maize,0.32046071,32.046071
42740,Mutarara,35.03673,-17.14547,Maize,0,0
7306,Nhamatanda,34.30194,-19.36514,Maize,0.19960085,19.960085
764,Ribaue,37.6429,-15.13722,Maize,0.71183154,71.183154
36496,Maringue,34.64645,-17.77768,Maize,0.00793954,0.793954
36761,Cahora_Bassa,32.81608,-15.66836,Maize,0,0
34113,Marracuene,32.63354,-25.65539,Maize,0.86800792,86.800792
38470,Metarica,36.74763,-14.44338,Maize,0.30933594,30.933594
9837,Moma,39.47046,-16.59628,Maize,0.51942959,51.942959
6317,Sussundenga,33.82213,-19.82053,Maize,0.36735154,36.735154
18732,Mecanhelas,36.06331,-15.01383,Maize,0.08535626,8.535626
40053,Vilanculos,35.3081,-22.53693,Maize,1.30534113,130.534113
10642,Lago,34.78782,-12.63045,Maize,0,0
7874,Manhica,32.9209,-25.0738,Maize,1.90515763,190.515763
4756,Majune,36.073,-13.55088,Maize,0.02948597,2.948597
25750,Buzi,34.00584,-20.03301,Maize,0.22028441,22.028441
7939,Manhica,32.81019,-25.11419,Maize,1.66071651,166.071651
1188,N_gauma,35.35795,-13.83933,Maize,3.12E-06,0.000312
24741,Chiuta,33.89178,-15.38087,Maize,0.88883695,88.883695
33638,Barue,33.27821,-18.21053,Maize,0.05160735,5.160735
32000,Gile,38.17851,-16.17939,Maize,6.66940631,666.940631
21987,Namarroi,36.9737,-16.01772,Maize,0,0
28292,Caia,35.05502,-17.60593,Maize,0.00395472,0.395472
20257,Lichinga,35.13588,-13.29449,Maize,0.47149205,47.149205
11444,Angonia,34.37294,-14.60706,Maize,1.08726044,108.726044
17558,Homoine,34.88993,-23.83426,Maize,0.05952787,5.952787
36766,Cahora_Bassa,32.7787,-15.67629,Maize,0.1049554,10.49554
27064,Ile,37.17095,-15.90202,Maize,0.10999014,10.999014
13917,Morrumbala,35.75973,-17.13129,Maize,0.22140469,22.140469
11777,Angonia,34.40827,-14.68891,Maize,0.63110854,63.110854
26305,Ile,37.18029,-15.9021,Maize,0.00193613,0.193613
18971,Mecanhelas,36.03306,-15.18502,Maize,0,0
16642,Moatize,33.59413,-16.10332,Maize,1.14041027,114.041027
27461,Ile,37.39201,-16.28334,Maize,0.01087377,1.087377
25183,Chiuta,33.34538,-15.67372,Maize,0.82026308,82.026308
4801,Massangena,32.85485,-21.63412,Maize,0.48677069,48.677069
5103,Cuamba,36.62519,-14.62287,Maize,0.40677695,40.677695
38200,Chibabava,33.98535,-20.37481,Maize,0.22404934,22.404934
41838,Macanga,33.62415,-14.95124,Maize,1.00E-08,1.00E-06
37402,Tsangano,34.46821,-14.92452,Maize,1.58308778,158.308778
11818,Angonia,34.0839,-14.70027,Maize,1.08961723,108.961723
17740,Homoine,35.11684,-23.78604,Maize,0.01559485,1.559485
2772,Maravia,31.45282,-14.89863,Maize,0.23199074,23.199074
40381,Maganja_da_Cost,37.80014,-16.8645,Maize,0.00244755,0.244755
20829,Lichinga,35.34477,-13.49615,Maize,0,0
19140,Mecanhelas,36.16214,-15.26797,Maize,0,0
27881,Ile,37.28799,-16.40904,Maize,0.04902849,4.902849
31405,Gurue,37.13649,-15.58544,Maize,0.00039198,0.039198
3638,Gorongosa,34.09993,-18.8101,Maize,0.2395198,23.95198
16885,Zumbu,31.23683,-14.74787,Maize,1.95593386,195.593386
42696,Mutarara,35.0662,-17.0829,Maize,0.01738728,1.738728
3087,Panda,34.84296,-24.07643,Maize,0.69472244,69.472244
43385,Pebane,38.11835,-17.06497,Maize,0.42467437,42.467437
10157,Muecate,39.46548,-14.38136,Maize,0.04527674,4.527674
41460,Macanga,33.76159,-14.63014,Maize,0.173193,17.3193
6449,Sussundenga,33.47362,-19.99014,Maize,1.99235843,199.235843
33025,Mopeia,35.91277,-18.07262,Maize,0.23593285,23.593285
14000,Morrumbala,35.69355,-17.1573,Maize,0.54266076,54.266076
9928,Moma,39.44246,-16.65058,Maize,5.37E-06,0.000537
40631,Maganja_da_Cost,38.02391,-17.15492,Maize,0.35720814,35.720814
33180,Barue,33.24983,-17.63358,Maize,0.62410057,62.410057
15527,Morrumbala,35.48802,-17.59606,Maize,0.54913191,54.913191
5684,Cuamba,36.64991,-14.91224,Maize,0.6042303,60.42303
2370,Maravia,32.13297,-14.40803,Maize,0.14835072,14.835072
19069,Mecanhelas,35.83689,-15.24555,Maize,0.20053645,20.053645
37667,Tsangano,34.27908,-15.09196,Maize,0.05706468,5.706468
23208,Alto_Molocue,37.49177,-15.4526,Maize,0.00527571,0.527571
33188,Barue,33.24954,-17.64257,Maize,0.62491688,62.491688
24887,Chiuta,33.81984,-15.65848,Maize,0.01547946,1.547946
3326,Gorongosa,33.996,-18.48296,Maize,0.53698985,53.698985
26658,Ile,37.38398,-16.12061,Maize,2.17E-05,0.002173
36964,Cahora_Bassa,32.52052,-16.19925,Maize,0.55609923,55.609923
1671,N_gauma,35.5669,-14.07706,Maize,0.38958642,38.958642
29163,Mossurize,32.55596,-20.76842,Maize,4.59E-05,0.004588
6554,Nhamatanda,34.19543,-19.11,Maize,0.18897991,18.897991
31142,Gurue,36.87342,-15.78184,Maize,0.00201954,0.201954
21479,Manica,33.10007,-19.00609,Maize,0.00018271,0.018271
17792,Homoine,35.16501,-23.8143,Maize,0.02328484,2.328484
8486,Mecuburi,38.73246,-14.58962,Maize,0.80198393,80.198393
12693,Morrumbala,35.33138,-16.46521,Maize,0.00014193,0.014193
38574,Machaze,33.44031,-20.65538,Maize,0.40364426,40.364426
24674,Alto_Molocue,37.57173,-16.0135,Maize,0.00245821,0.245821
23371,Alto_Molocue,37.46334,-15.51567,Maize,1.40E-07,1.40E-05
25625,Buzi,34.48435,-19.97378,Maize,0.16455384,16.455384
25251,Buzi,34.00063,-19.59136,Maize,0.07045685,7.045685
34529,Lugela,36.98516,-16.72259,Maize,0.50468829,50.468829
13144,Morrumbala,35.32727,-16.68172,Maize,0.11384245,11.384245
14250,Morrumbala,35.80496,-17.23132,Maize,0.28709655,28.709655
32526,Mopeia,35.40972,-17.74807,Maize,0.49926159,49.926159
38590,Machaze,32.7473,-20.76652,Maize,0.05947648,5.947648
5733,Cuamba,36.51965,-14.92893,Maize,0.34094196,34.094196
15656,Morrumbala,35.56209,-17.66055,Maize,0.16957625,16.957625
22941,Alto_Molocue,37.29712,-15.32466,Maize,0.00024752,0.024752
22654,Alto_Molocue,37.36314,-15.2167,Maize,3.65E-05,0.003646
37560,Tsangano,34.40179,-14.99532,Maize,1.58322924,158.322924
32193,Macossa,33.40795,-18.27739,Maize,0.42403307,42.403307
42178,Mutarara,35.17973,-17.49109,Maize,0.07199876,7.199876
10093,Muecate,39.34576,-14.93308,Maize,0.12927997,12.927997
3592,Gorongosa,34.05607,-18.6918,Maize,0.00019888,0.019888
40035,Vilanculos,35.30008,-22.4736,Maize,1.29750624,129.750624
6820,Nhamatanda,34.27813,-19.20228,Maize,0.16022689,16.022689
25996,Buzi,34.62601,-20.36504,Maize,0.3052617,30.52617
14328,Morrumbala,35.50397,-17.25339,Maize,0.00574237,0.574237
32661,Mopeia,35.74968,-17.69984,Maize,0.52738194,52.738194
35929,Dondo,34.64665,-19.61718,Maize,0.25511872,25.511872
22428,Alto_Molocue,37.76255,-15.36388,Maize,0.00061979,0.061979
1323,N_gauma,35.48629,-13.90439,Maize,0.12442169,12.442169
36037,Dondo,34.81456,-19.74742,Maize,0.01852717,1.852717
2836,Maravia,32.24946,-15.11236,Maize,1.20E-07,1.20E-05
23274,Alto_Molocue,37.42627,-15.48829,Maize,0.00932214,0.932214
42861,Pebane,38.98295,-16.86801,Maize,0.45321944,45.321944
19412,Mecanhelas,36.12382,-15.34876,Maize,0.31196428,31.196428
36350,Maringue,34.71782,-17.94158,Maize,0.17354141,17.354141
22577,Alto_Molocue,37.60359,-15.45333,Maize,0.00027955,0.027955
20908,Meconta,39.47716,-15.4753,Maize,0.41465004,41.465004
1120,N_gauma,35.25709,-13.79268,Maize,0.00023389,0.023389
19695,Lichinga,35.28678,-13.66678,Maize,2.52E-06,0.000252
41941,Mutarara,35.14966,-17.12961,Maize,0.08320712,8.320712
20338,Lichinga,35.53181,-13.31826,Maize,0.01020593,1.020593
165,Guro,33.61722,-16.9505,Maize,1.56058867,156.058867
1609,N_gauma,35.51183,-14.04919,Maize,0.00169722,0.169722
38083,Chibabava,33.98248,-20.1675,Maize,0.27066474,27.066474
6352,Sussundenga,33.81057,-19.88325,Maize,0.82523932,82.523932
14846,Morrumbala,35.57692,-17.37198,Maize,0.28475526,28.475526
3074,Panda,34.86316,-24.05895,Maize,0.28241408,28.241408
30769,Gurue,36.71783,-15.50922,Maize,0.00428454,0.428454
13623,Morrumbala,35.63028,-17.02086,Maize,0.19953387,19.953387
25117,Chiuta,33.21742,-15.59836,Maize,0.07287879,7.287879
18733,Mecanhelas,36.08189,-15.01407,Maize,0.0647112,6.47112
30936,Gurue,36.99683,-15.56615,Maize,1.10E-07,1.10E-05
19236,Mecanhelas,36.17107,-15.29517,Maize,0.2699048,26.99048
14319,Morrumbala,35.85161,-17.25011,Maize,0.02555885,2.555885
13021,Morrumbala,35.69346,-16.6247,Maize,0.25414014,25.414014
11148,Angonia,34.2725,-14.54194,Maize,1.09177262,109.177262
664,Ribaue,37.73638,-15.06544,Maize,1.77491161,177.491161
25493,Buzi,34.14336,-19.90167,Maize,0.09973961,9.973961
38692,Machaze,33.24105,-20.86487,Maize,0.40289038,40.289038
29428,Sanga,35.14194,-12.90654,Maize,0.06346097,6.346097
8092,Manhica,32.88143,-25.27012,Maize,1.97886127,197.886127
35452,Nampula,39.38351,-15.24042,Maize,0.86937559,86.937559
1779,Malema,37.61639,-14.92012,Maize,1.30E-07,1.30E-05
24625,Alto_Molocue,37.516,-15.96793,Maize,8.55E-05,0.008546
2341,Maravia,32.18905,-14.38271,Maize,0.00809273,0.809273
10860,Angonia,34.15363,-14.47642,Maize,0.19155852,19.155852
1939,Malema,36.94851,-14.77956,Maize,1.15011836,115.011836
15070,Morrumbala,35.83913,-17.43047,Maize,0.55105291,55.105291
15740,Nipepe,37.96442,-14.04505,Maize,0.94078605,94.078605
12077,Angonia,34.09032,-14.82658,Maize,1.06622487,106.622487
27697,Ile,37.34469,-16.34624,Maize,0.00557412,0.557412
17072,Chifunde,32.27222,-14.37611,Maize,1.63E-05,0.001631
17540,Homoine,34.90029,-23.8165,Maize,0.05773019,5.773019
28960,Mossurize,32.54985,-20.68725,Maize,0,0
8937,Mecuburi,38.64902,-14.51718,Maize,0.20648254,20.648254
42811,Pebane,39.0768,-16.78664,Maize,0.14429329,14.429329
37907,Tsangano,34.27588,-15.23613,Maize,0.00031024,0.031024
2213,Malema,37.36508,-14.96365,Maize,1.048919,104.8919
34255,Lugela,37.07269,-16.40718,Maize,0.00056292,0.056292
12631,Muidumbe,40.12167,-11.83862,Maize,1.32917414,132.917414
1767,Malema,37.74663,-14.90279,Maize,1.33721817,133.721817
7806,Maua,36.91694,-14.18288,Maize,0.53241354,53.241354
12503,Funhalouro,34.36572,-23.1344,Maize,0.07123372,7.123372
22256,Alto_Molocue,37.67928,-15.27302,Maize,0.02276466,2.276466
30922,Gurue,36.8011,-15.56428,Maize,0,0
36704,Maringue,34.46958,-18.07118,Maize,0.01517072,1.517072
6151,Sussundenga,33.0761,-19.4103,Maize,1.83290285,183.290285
38891,Machaze,32.64652,-20.88873,Maize,0.23226048,23.226048
22791,Alto_Molocue,37.49307,-15.27184,Maize,0.02119219,2.119219
10972,Angonia,34.0051,-14.50034,Maize,1.08243424,108.243424
11665,Angonia,34.29776,-14.65965,Maize,0.67210844,67.210844
35023,Cheringoma,35.06543,-18.40903,Maize,0.19534244,19.534244
17652,Homoine,35.02111,-23.71145,Maize,0.05938882,5.938882
22848,Alto_Molocue,37.47431,-15.28979,Maize,0.52294085,52.294085
9547,Monapo,40.32201,-14.92952,Maize,2.58597443,258.597443
39841,Mabote,34.10119,-22.08117,Maize,0.35137208,35.137208
31635,Gurue,36.84016,-15.39299,Maize,0.19779184,19.779184
13318,Morrumbala,35.76561,-16.78834,Maize,0.05166872,5.166872
33943,Mossuril,40.64735,-14.92741,Maize,9.77147491,977.147491
1493,N_gauma,35.40161,-14.00244,Maize,0.36704622,36.704622
31251,Gurue,37.00289,-15.90053,Maize,0.01212832,1.212832
23158,Alto_Molocue,37.50128,-15.42555,Maize,0.51087875,51.087875
31915,Gile,38.39456,-15.88179,Maize,2.29995365,229.995365
40597,Maganja_da_Cost,37.97701,-17.13661,Maize,0.35356044,35.356044
40477,Maganja_da_Cost,37.97745,-17.05527,Maize,0.05403591,5.403591
17981,Tambara,34.21795,-17.25392,Maize,0.62846637,62.846637
18696,Mecanhelas,36.10071,-14.99625,Maize,0.39192032,39.192032
1573,N_gauma,35.53059,-14.03141,Maize,0.00028349,0.028349
41183,Macanga,33.48088,-15.1189,Maize,0.05432055,5.432055
1926,Malema,36.9951,-14.7619,Maize,0.50743888,50.743888
20677,Lichinga,35.48403,-13.43495,Maize,0.32247482,32.247482
24638,Alto_Molocue,37.58133,-15.97741,Maize,0.00532701,0.532701
41326,Macanga,33.53224,-14.55282,Maize,0.44894989,44.894989
5265,Cuamba,36.42004,-14.71103,Maize,0.68278532,68.278532
8528,Mecuburi,38.63934,-14.76128,Maize,0.01993705,1.993705
10731,Angonia,34.26555,-14.43363,Maize,1.10E-07,1.10E-05
36938,Cahora_Bassa,32.13892,-15.93564,Maize,0.95526131,95.526131
36945,Cahora_Bassa,32.16645,-15.9455,Maize,0.84524517,84.524517
41141,Macanga,33.39823,-15.08985,Maize,0.06146168,6.146168
37277,Tsangano,34.45118,-14.85205,Maize,3.00E-08,3.00E-06
20050,Lichinga,35.44071,-13.24478,Maize,0.28843378,28.843378
15749,Nipepe,38.08477,-14.05458,Maize,0.77297896,77.297896
21640,Inharrime,34.83475,-24.32866,Maize,3.12579135,312.579135
39935,Vilanculos,35.30201,-22.03162,Maize,1.30540011,130.540011
27617,Ile,37.61631,-16.32108,Maize,0.17433771,17.433771
1453,N_gauma,35.41113,-13.98453,Maize,0.3579157,35.79157
21349,Manica,33.06609,-18.89701,Maize,0.35149306,35.149306
12014,Angonia,34.11891,-14.79114,Maize,0.96322427,96.322427
21072,Meconta,39.73682,-15.08585,Maize,1.04113131,104.113131
6810,Nhamatanda,34.09803,-19.19754,Maize,0.66250653,66.250653
26494,Ile,37.2257,-16.04706,Maize,3.40E-06,0.00034
3648,Gorongosa,34.10651,-18.9094,Maize,0.02951362,2.951362
