id,state,c_code,country,crop,year,harv_area_ha,yield,production_ha,statearea_ha,perimeter_km,lon,lat
"19108",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2689284457,-21.8409854541
"19246",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1735971572,-21.9325694818
"19247",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2703574807,-21.9312611535
"19384",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.0781439641,-22.0241071603
"19385",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1749725064,-22.0228500358
"19386",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2717939296,-22.0215357732
"19519",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,34.6918400322,-22.1188692608
"19520",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,34.7887553963,-22.1178362008
"19521",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,34.8856648899,-22.1167456810
"19522",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,34.9825681957,-22.1155977161
"19523",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.0794649964,-22.1143923216
"19524",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1763549747,-22.1131295137
"19525",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2732378137,-22.1118093095
"19661",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,34.9838342775,-22.2058872364
"19662",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.0807928509,-22.2046764101
"19663",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1777445824,-22.2034079118
"19664",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2746891541,-22.2020817586
"19666",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.4685555467,-22.1992565599
"19800",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,34.9851068832,-22.2961756870
"19801",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.0821275473,-22.2949594221
"19802",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1791413499,-22.2936852264
"19803",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2761479721,-22.2923531169
"19804",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.3731470951,-22.2909631116
"19805",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.4701384004,-22.2895152294
"19940",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.0834691054,-22.3852413541
"19941",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1805452979,-22.3839614537
"19942",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2776142894,-22.3826233805
"19943",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.3746757600,-22.3812271524
"19944",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.4717293903,-22.3797727884
"20079",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.0848175448,-22.4755222023
"20080",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1819564471,-22.4742365902
"20081",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2790881275,-22.4728925458
"20082",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.3762122652,-22.4714900871
"20083",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.4733285399,-22.4700292332
"20218",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.0861728855,-22.5658019631
"20219",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.1833748183,-22.5645106322
"20220",Vilanculos,MOZ,Mozambique,Maize,2000,13958.000000000000000,0.943831494483450,13174.000000000000000,569327.8820174766,517.2973334971,35.2805695082,-22.5631606091
