uid,BASICA_AREA,Zone,total_volume_prod,geometry
43156.0,0.19,36.0,NA,POINT (32.6637602167647 -25.07993447529494)
43159.0,27,36.0,125,POINT (32.56676767644147 -24.98761317795779)
43162.0,1.08,36.0,NA,POINT (32.57082821711376 -24.99104767028363)
43165.0,4,36.0,NA,POINT (32.57663051615602 -24.99520949403997)
43168.0,0.33,36.0,50,POINT (32.57334035859682 -24.99241856655485)
43171.0,1,36.0,NA,POINT (32.57213446717508 -24.98868532534885)
43172.0,0.5,36.0,200,POINT (32.5649091879731 -24.98637954816988)
43175.0,0.3,36.0,25,POINT (32.56862246359833 -24.99275717002584)
43178.0,0.432,36.0,1150,POINT (32.54290974968141 -24.97363417878706)
43181.0,0.45,36.0,NA,POINT (32.54466482408512 -24.97055097503938)
43184.0,0.61,36.0,75,POINT (32.54249025889736 -24.95846993046676)
43187.0,0.69,36.0,NA,POINT (32.54259418160286 -24.97323584830159)
43190.0,3.5,36.0,100,POINT (32.53780390751125 -24.97721272578844)
43193.0,0.27,36.0,NA,POINT (32.53838441901053 -24.96767785888064)
43195.0,0.69,36.0,NA,POINT (32.5508515782735 -24.96382364549101)
43198.0,3.47,36.0,200,POINT (32.55856552380818 -24.96200439478228)
43202.0,1.07,36.0,250,POINT (32.56221862039831 -24.9878888552168)
43205.0,0.66800000000000004,36.0,100,POINT (32.56924883250372 -24.99499865640668)
43208.0,0.42,36.0,25,POINT (32.56552600318223 -24.99412989327759)
43211.0,0.81,36.0,NA,POINT (32.56560212803339 -24.99220652691984)
43214.0,1.24,36.0,50,POINT (32.56183786869076 -24.98907981809417)
43217.0,0.16,36.0,NA,POINT (32.57196244327392 -24.99543997283183)
43221.0,0.624,36.0,NA,POINT (32.55576105760429 -24.98156612569335)
43224.0,0.71599999999999997,36.0,NA,POINT (34.53402254634187 -37.07366545755598)
43227.0,0.63400000000000001,36.0,NA,POINT (32.65123380899874 -25.04572358147838)
43231.0,0.52,36.0,NA,POINT (32.74965132501362 -25.04722248554145)
43233.0,5.3999999999999999E-2,36.0,NA,POINT (32.6518380558484 -25.0494005859718)
43236.0,0.28799999999999998,36.0,NA,POINT (32.65480552009891 -25.0482334907959)
43238.0,0.16800000000000001,36.0,NA,POINT (32.65734080174011 -25.04916954604434)
43242.0,0.13800000000000001,36.0,NA,POINT (32.6567098197428 -25.04435460312013)
43245.0,0.92800000000000005,36.0,NA,POINT (32.60778906724011 -25.05330053197748)
43248.0,0.45600000000000002,36.0,NA,POINT (32.64994207820303 -25.05375806491303)
43251.0,0.18,36.0,NA,POINT (32.68475970904441 -6.970062449371441)
43254.0,0.52600000000000002,36.0,NA,POINT (32.65473230353467 -25.05313711282024)
43256.0,9.1999999999999998E-3,36.0,NA,POINT (32.67335401417441 -25.03695965883671)
43258.0,0.16500000000000001,36.0,NA,POINT (32.67215460704712 -25.03694798661793)
43262.0,NA,36.0,0,POINT (32.67494966613095 -25.03707152912647)
43264.0,0.2,36.0,NA,POINT (32.6772374833352 -25.03784414694177)
43268.0,0.61,36.0,NA,POINT (32.67722526761884 -25.03493615274145)
43272.0,0.52800000000000002,36.0,NA,POINT (32.6793893607033 -25.03372165774578)
43275.0,NA,36.0,0,POINT (32.67753437280992 -25.03424144002025)
43277.0,0.3,36.0,NA,POINT (32.67884739018552 -25.03629431062591)
43279.0,0.1,36.0,NA,POINT (32.67491389515935 -25.03559940533932)
43282.0,NA,36.0,0,POINT (32.67389108831121 -25.036283516917)
43286.0,1.1000000000000001,36.0,40,POINT (32.62915175045349 -25.02758115743355)
43290.0,0.7,36.0,150,POINT (32.61068233697302 -25.03183264953235)
43293.0,0.86,36.0,NA,POINT (32.61355323580887 -25.02983527733378)
43298.0,1.28,36.0,NA,POINT (32.61307607125423 -25.03027655115153)
43301.0,0.39,36.0,NA,POINT (32.62894691411389 -25.02977516346346)
43304.0,0.21,36.0,NA,POINT (32.63266231319791 -25.03032624838488)
43307.0,1.44,36.0,150,POINT (32.53000295681188 -25.0328276110372)
43310.0,0.12,36.0,NA,POINT (32.62383657573207 -25.0316136585306)
43314.0,0.33,36.0,NA,POINT (32.62934440826247 -25.03273830100069)
43317.0,0.252,36.0,50,POINT (32.62715819745806 -25.02143513192449)
43321.0,1.48,36.0,50,POINT (32.62790372846137 -25.0240017871362)
43324.0,0.5,36.0,NA,POINT (32.63105188448663 -25.03188461103489)
43326.0,0.2,36.0,NA,POINT (32.68633675543849 -25.02251098637983)
43329.0,3.04,36.0,NA,POINT (32.62099972521602 -25.03224764728453)
43333.0,3.55,36.0,NA,POINT (32.61620904272916 -25.02685292190226)
43337.0,1.7,36.0,NA,POINT (32.62037038054705 -25.02738740184562)
43341.0,1.2,36.0,NA,POINT (32.62919262499121 -25.03047115853455)
43345.0,1.84,36.0,NA,POINT (32.62218204517377 -25.03134756491297)
43348.0,0.9,36.0,87.5,POINT (32.56008991181351 -24.96792418567956)
43353.0,0.68,36.0,NA,POINT (32.55598448904765 -24.97176821715674)
43356.0,1.546,36.0,NA,POINT (32.58556187310546 -24.97951174856458)
43361.0,0.98,36.0,NA,POINT (32.59126556257696 -24.98651748589087)
43365.0,7.1999999999999995E-2,36.0,NA,POINT (32.60376267891429 -25.00432420965042)
43368.0,NA,36.0,NA,POINT (32.57033744323458 -24.96688845387498)
43372.0,0.42,36.0,NA,POINT (32.55814701424924 -24.96823451646884)
43376.0,0.26,36.0,NA,POINT (32.57723222843018 -24.97863038274474)
43378.0,0.9,36.0,NA,POINT (32.57103571737261 -24.96550872878111)
43381.0,2.64,36.0,NA,POINT (32.57613333877927 -24.96969563478276)
43386.0,0.26,36.0,NA,POINT (32.58117932019443 -24.980456763772)
43389.0,1.58,36.0,NA,POINT (32.57726877394418 -24.97663464433226)
43392.0,3.42,36.0,NA,POINT (32.88438818324955 -24.98262669348856)
43395.0,1.1100000000000001,36.0,NA,POINT (32.26422395515198 -24.520249645392)
43398.0,0.746,36.0,NA,POINT (32.58900945385223 -24.98559914559788)
43401.0,0.96,36.0,NA,POINT (32.56226468832202 -24.96927620785821)
43406.0,0.2,36.0,NA,POINT (32.56082027315991 -24.97149356970014)
43409.0,3.38,36.0,NA,POINT (32.56712259688214 -24.97114175734399)
43413.0,3.14,36.0,NA,POINT (32.58475782088823 -24.97700793040845)
43416.0,1.95,36.0,NA,POINT (32.58104012698889 -24.97474880340043)
43419.0,1.1020000000000001,36.0,NA,POINT (32.58493209896741 -24.97821856587898)
43422.0,1.1399999999999999,36.0,NA,POINT (32.59040685319127 -24.99448042676999)
43426.0,0.9,36.0,NA,POINT (32.55682433610742 -24.96963941458896)
43429.0,NA,36.0,NA,POINT (32.59928045162889 -24.99604888352182)
43433.0,1.1399999999999999,36.0,100,POINT (32.59610975349076 -24.99292463082866)
43436.0,2.5099999999999998,36.0,NA,POINT (32.59786833124446 -24.99453690413391)
43439.0,0.84,36.0,NA,POINT (32.59609858252656 -24.99027853004684)
43442.0,0.17,36.0,NA,POINT (32.59573990104796 -24.98784822780361)
43444.0,NA,36.0,0,POINT (32.59458881221755 -24.98835986113511)
43445.0,0.61,36.0,50,POINT (32.58704276523533 -24.972200778969)
43450.0,0.66800000000000004,36.0,NA,POINT (32.58476052548161 -24.97325105492995)
43454.0,0.68,36.0,25,POINT (32.58098943065555 -24.97216580386776)
43457.0,0.57599999999999996,36.0,NA,POINT (32.583528201859 -24.97437648392853)
43459.0,2.6320000000000001,36.0,NA,POINT (32.59204200288059 -24.98543590101715)
43462.0,1.752,36.0,NA,POINT (32.58658758422981 -24.97796127473612)
43465.0,0.27500000000000002,36.0,NA,POINT (32.59068052980422 -24.98365306327857)
43469.0,0.58399999999999996,36.0,NA,POINT (32.58890118206727 -24.97942166790333)
43472.0,2.19,36.0,NA,POINT (32.58765979712143 -24.97731401895604)
43476.0,0.72,36.0,NA,POINT (32.53618549970732 -25.1387963460712)
43479.0,4.3,36.0,100,POINT (28.49484171812136 -25.06746495838262)
43483.0,0.28999999999999998,36.0,50,POINT (32.53727005493751 -25.13268592785226)
43486.0,0.14000000000000001,36.0,NA,POINT (32.53408045737902 -25.14450619215976)
43489.0,0.36,36.0,NA,POINT (32.53398200849493 -25.13907841520027)
43493.0,0.32,36.0,NA,POINT (32.53557581396644 -25.1373675803583)
43497.0,4.5999999999999999E-2,36.0,NA,POINT (32.56378744902187 -25.14096628514869)
43499.0,0.21,36.0,25,POINT (28.49618833388121 -25.08472076828413)
43502.0,0.31,36.0,NA,POINT (32.5335977866703 -25.14359257011718)
43505.0,NA,36.0,50,POINT (32.53367746409661 -25.14351154441998)
43508.0,6.4000000000000001E-2,36.0,NA,POINT (32.53361574157316 -25.14408931650922)
43511.0,3.5,36.0,NA,POINT (32.61695207246638 -25.09712416771096)
43514.0,0.28499999999999998,36.0,NA,POINT (32.61588253054947 -25.09980356211651)
43517.0,1.83,36.0,NA,POINT (32.61686842911776 -25.09850567071997)
43522.0,5.88,36.0,NA,POINT (32.61515339977894 -25.09510563407511)
43525.0,1,36.0,60,POINT (32.61777440596467 -25.09738818333336)
43528.0,2.75,36.0,NA,POINT (32.61577072465469 -25.09432155060121)
43530.0,1.48,36.0,NA,POINT (32.61634471178064 -25.09471136249293)
43532.0,4.3600000000000003,36.0,NA,POINT (32.60856138223424 -25.10350512583207)
43535.0,0.8,36.0,NA,POINT (32.6079064392852 -25.09428291252564)
43537.0,0.53600000000000003,36.0,NA,POINT (32.60545125436619 -25.09912596261838)
43541.0,0.57999999999999996,36.0,NA,POINT (32.60538112725753 -25.09625397039679)
43543.0,0.88800000000000001,36.0,NA,POINT (32.60767689219447 -25.1009560943219)
43547.0,0.41,36.0,NA,POINT (32.60757459750512 -25.09882454681654)
43549.0,0.4,36.0,NA,POINT (32.60396076520666 -25.09692749795778)
43552.0,1.45,36.0,NA,POINT (32.65162833127766 -25.02537779653193)
43556.0,1.45,36.0,NA,POINT (32.65315310904298 -25.02595934312359)
43561.0,NA,36.0,0,POINT (32.6532507801155 -25.02647433533893)
43565.0,2.1999999999999999E-2,36.0,NA,POINT (32.6513981937017 -25.02614488802151)
43567.0,0.1,36.0,NA,POINT (32.65162769392907 -25.02560356887348)
43569.0,0.25,36.0,NA,POINT (32.65196698461801 -25.02479157776999)
43571.0,7.8E-2,36.0,NA,POINT (32.65281169003576 -25.03457407083269)
43575.0,0.08,36.0,NA,POINT (32.65226204403879 -25.02560505414465)
43577.0,0.09,36.0,NA,POINT (32.65732474664805 -25.02283527577406)
43581.0,0.64,36.0,NA,POINT (32.65936974813436 -25.02526027274657)
43584.0,0.755,36.0,NA,POINT (32.65844581045167 -25.02603481506985)
43587.0,0.19,36.0,NA,POINT (32.65787112858656 -25.02596124585873)
43590.0,0.25,36.0,NA,POINT (32.65799958095447 -25.02610603675097)
43594.0,8.1000000000000003E-2,36.0,200,POINT (32.65913913491037 -25.02621702565029)
43596.0,0.16,36.0,NA,POINT (32.65902438565501 -25.0246995615393)
43601.0,0.82,36.0,NA,POINT (32.65826751780961 -25.0152514350588)
43604.0,1.17,36.0,NA,POINT (32.65675378709791 -25.01429969673059)
43607.0,0.13200000000000001,36.0,NA,POINT (32.65621742387307 -25.01828111428886)
43611.0,0.83799999999999997,36.0,NA,POINT (32.65621073358407 -25.02068333511099)
43615.0,0.68,36.0,NA,POINT (32.65607806145638 -25.02205573435659)
43617.0,0.13800000000000001,36.0,NA,POINT (32.65660550344348 -25.02128932189224)
43621.0,0.26,36.0,NA,POINT (32.65759601245055 -25.0107976210275)
43625.0,6.6000000000000003E-2,36.0,NA,POINT (32.64646311239812 -25.01887234588539)
43628.0,1.5,36.0,NA,POINT (32.64612597715526 -25.01892572960507)
43632.0,9.1999999999999998E-2,36.0,NA,POINT (32.64476852533517 -25.01534623270016)
43634.0,6.2E-2,36.0,NA,POINT (32.64596155346116 -25.01750747766015)
43636.0,1.19,36.0,750,POINT (32.64545346959955 -25.0184183938203)
43639.0,0.23200000000000001,36.0,NA,POINT (32.64516223557433 -25.01629542365202)
43642.0,0.5,36.0,NA,POINT (32.64316279656227 -25.01882833788595)
43645.0,0.93,36.0,NA,POINT (32.6431587328747 -25.01680539367978)
43649.0,0.88900000000000001,36.0,NA,POINT (70.49715025331854 -20.28592325007203)
43652.0,0.35,36.0,NA,POINT (32.64486894638905 -25.01833572021128)
43653.0,1.004,36.0,NA,POINT (32.64422740375355 -25.01740399782815)
43656.0,NA,36.0,0,POINT (32.42534153584548 -26.01247641432805)
43659.0,0.01,36.0,NA,POINT (32.42689708174961 -26.01111009479503)
43661.0,0.13,36.0,NA,POINT (32.42463200110317 -26.01043291080868)
43662.0,0.28199999999999997,36.0,NA,POINT (32.42413456675868 -26.01202916331074)
43666.0,0.20799999999999999,36.0,NA,POINT (32.4236327690169 -26.01246961231663)
43668.0,1.2E-2,36.0,NA,POINT (32.4235304325212 -26.01091611946656)
43670.0,5.1999999999999998E-3,36.0,NA,POINT (32.42236483406508 -26.01222978346387)
43672.0,3.2000000000000002E-3,36.0,NA,POINT (32.42668833180009 -26.01088352801836)
43677.0,1.9350000000000001,36.0,NA,POINT (32.41534474866804 -25.99508151059003)
43680.0,3.0000000000000001E-3,36.0,NA,POINT (32.41871355578368 -25.99271127883361)
43683.0,NA,36.0,0,POINT (32.42050195644833 -25.98253307705466)
43686.0,5.1999999999999998E-3,36.0,NA,POINT (32.41941300542045 -25.98863271543446)
43689.0,3.2500000000000001E-2,36.0,NA,POINT (32.41723659407167 -25.99033055621999)
43692.0,0.52,36.0,NA,POINT (32.41654565740044 -25.9886211799135)
43695.0,8.6400000000000005E-2,36.0,NA,POINT (32.41972610239817 -25.98387537728959)
43697.0,4.3999999999999997E-2,36.0,NA,POINT (32.41779968045631 -25.98554714248403)
43699.0,0.36,36.0,NA,POINT (32.41528987605905 -25.99607454201317)
43702.0,0.7,36.0,NA,POINT (32.416213943248 -25.9971166756407)
43705.0,0.39600000000000002,36.0,NA,POINT (32.4164794756036 -25.99797555662548)
43708.0,7.4399999999999994E-2,36.0,NA,POINT (28.31376143541972 -83.59629475226944)
43710.0,1.0880000000000001,36.0,NA,POINT (32.41841415756426 -25.99670114932266)
43713.0,0.32800000000000001,36.0,NA,POINT (32.41110105495888 -25.99854970906178)
43716.0,3.5999999999999997E-2,36.0,NA,POINT (32.41279106981695 -25.99826763423474)
43719.0,0.74199999999999999,36.0,NA,POINT (32.41414947509588 -25.99836343867281)
43721.0,0.97799999999999998,36.0,NA,POINT (32.33930845498359 -25.97029324478734)
43724.0,0.752,36.0,NA,POINT (32.38476543863246 -25.97116178913672)
43727.0,0.75,36.0,NA,POINT (32.3814907650321 -25.96698519956297)
43729.0,0.59,36.0,NA,POINT (32.39157651444353 -25.97149758605766)
43732.0,0.1,36.0,NA,POINT (32.38618813315618 -25.97227846716949)
43735.0,4.8000000000000001E-2,36.0,NA,POINT (32.39033080767776 -25.96898212080297)
43737.0,0.44,36.0,NA,POINT (32.39231388224788 -25.96797011671371)
43740.0,0.30599999999999999,36.0,NA,POINT (32.38579038782886 -25.96807802698306)
43743.0,0.4,36.0,NA,POINT (32.38253243102675 -25.9683621421215)
43746.0,0.42,36.0,NA,POINT (32.42154680372877 -25.97521425092384)
43749.0,NA,36.0,NA,POINT (32.42374791140053 -25.97862719343106)
43752.0,NA,36.0,0,POINT (32.41601384364166 -25.97695280215839)
43754.0,0.22,36.0,NA,POINT (32.42019551101627 -25.97983199978896)
43757.0,0.28000000000000003,36.0,NA,POINT (32.41846915134839 -25.97740513983161)
43760.0,NA,36.0,0,POINT (32.4165310836434 -25.97740636842544)
43762.0,2.6859999999999999,36.0,NA,POINT (32.41102733200778 -25.97725765920229)
43766.0,0.11,36.0,NA,POINT (32.41149212076685 -25.97620308755138)
43769.0,7.1999999999999998E-3,36.0,NA,POINT (32.41108178339945 -25.97835949109036)
43773.0,0.19,36.0,NA,POINT (32.39172849496214 -25.92248549766045)
43776.0,3.7999999999999999E-2,36.0,NA,POINT (32.39214826894708 -25.92435639435434)
43781.0,0.14399999999999999,36.0,NA,POINT (32.38968094637112 -25.92840936004789)
43784.0,0.192,36.0,NA,POINT (32.38594710798742 -25.93209573229768)
43787.0,0.21199999999999999,36.0,NA,POINT (32.38445181781807 -25.92582282759763)
43790.0,0.17,36.0,NA,POINT (32.3917974014127 -25.93435072555264)
43793.0,0.03,36.0,NA,POINT (32.39063993918683 -25.93028252961865)
43796.0,0.19600000000000001,36.0,NA,POINT (32.38738155834856 -25.92312635201689)
43799.0,0.16,36.0,NA,POINT (32.39738046325847 -25.84377016578838)
43802.0,0.6,36.0,NA,POINT (32.37948726368839 -25.83063783095357)
43806.0,0.17,36.0,NA,POINT (32.39416181632545 -25.82917373079716)
43809.0,0.28000000000000003,36.0,NA,POINT (32.38962095201242 -25.82160584893562)
43812.0,0.56000000000000005,36.0,NA,POINT (32.38474332416882 -25.81753994916474)
43816.0,0.22,36.0,NA,POINT (32.38450061290673 -25.82010337366958)
43819.0,0.44,36.0,NA,POINT (32.3865250856494 -25.81445027043912)
43823.0,0.2,36.0,NA,POINT (32.38303521402043 -25.81602473856153)
43826.0,NA,36.0,NA,POINT (32.375944442744 -25.82317312058344)
43829.0,0.4,36.0,NA,POINT (32.37494413980085 -25.83126849881006)
43832.0,1.5,36.0,NA,POINT (32.3741066055052 -25.83115653651234)
43836.0,1.87,36.0,NA,POINT (32.34256693359963 -26.15977223469616)
43839.0,0.1968,36.0,NA,POINT (32.35199344322321 -26.15951699532688)
43842.0,7.1999999999999995E-2,36.0,NA,POINT (32.35447049629449 -26.16029561181847)
43845.0,8,36.0,NA,POINT (32.34033685168992 -26.16135119141508)
43847.0,1.07,36.0,NA,POINT (32.35165094356647 -26.16174569177262)
43850.0,0.308,36.0,NA,POINT (32.34633650189839 -26.16201060238792)
43854.0,1.6,36.0,NA,POINT (32.34403274661526 -26.16245159064344)
43858.0,5.41,36.0,NA,POINT (32.34213993016213 -26.16098020996789)
43861.0,0.57999999999999996,36.0,NA,POINT (32.34986309206145 -26.16117781403161)
43865.0,0.14000000000000001,36.0,NA,POINT (32.34366133561634 -26.15909100042938)
43868.0,0.64,36.0,NA,POINT (32.34230588821789 -26.15993356997323)
43872.0,0.2,36.0,NA,POINT (32.34273975370108 -26.1592854416368)
43875.0,0.15,36.0,NA,POINT (32.34655445608567 -26.16239985138141)
43878.0,2.5680000000000001,36.0,NA,POINT (32.34413915652234 -26.15952658370391)
43882.0,2.08,36.0,NA,POINT (32.34994909028172 -26.16010371533306)
43886.0,0.16200000000000001,36.0,NA,POINT (32.22969331490648 -26.1740024263179)
43888.0,1.3320000000000001,36.0,NA,POINT (32.22757034288006 -26.17272697028398)
43890.0,0.5,36.0,NA,POINT (32.23060851531376 -26.17025119689599)
43891.0,0.75800000000000001,36.0,NA,POINT (32.22743521328434 -26.17501061709831)
43893.0,5.6000000000000001E-2,36.0,NA,POINT (32.22720072047913 -26.17415159030273)
43896.0,1.5720000000000001,36.0,NA,POINT (32.22531514878415 -26.17935126390857)
43898.0,0.23200000000000001,36.0,NA,POINT (32.22832802552922 -26.17011258269372)
43900.0,3.86,36.0,NA,POINT (32.22130620491075 -26.17576312484847)
43903.0,0.82,36.0,NA,POINT (32.22441050116812 -26.1769356142471)
43906.0,0.97599999999999998,36.0,NA,POINT (32.22693121059984 -26.17708461213908)
43910.0,5.1999999999999998E-2,36.0,NA,POINT (32.34713010481643 -26.12907525191603)
43912.0,1.27,36.0,NA,POINT (32.34235939971304 -26.12896326825469)
43915.0,NA,36.0,0,POINT (27.71486522908394 -83.62319780920882)
43917.0,0.3,36.0,NA,POINT (32.34200990383027 -26.13064112869542)
43919.0,0.73599999999999999,36.0,NA,POINT (32.34574036259896 -26.1271637594067)
43922.0,2.2749999999999999,36.0,NA,POINT (32.34989175151243 -26.12711030979576)
43924.0,0.152,36.0,NA,POINT (32.34375958944286 -26.12720893024145)
43926.0,0.6,36.0,NA,POINT (32.3419174509601 -26.13107411439261)
43928.0,0.32,36.0,NA,POINT (32.34431468167247 -26.12811439027256)
43931.0,0.28799999999999998,36.0,NA,POINT (32.34193263047531 -26.1283653842652)
43934.0,0.41599999999999998,36.0,NA,POINT (32.34414904522836 -26.12911589284464)
43937.0,NA,36.0,0,POINT (32.347134823207 -26.12822651546385)
43939.0,0.19,36.0,NA,POINT (32.3377135815422 -26.11734832801863)
43941.0,0.61199999999999999,36.0,NA,POINT (32.33973536752431 -26.11887453142671)
43945.0,0.7,36.0,NA,POINT (32.3403449976859 -26.11717980558619)
43948.0,0.4244,36.0,NA,POINT (32.34252926108756 -26.12184892532024)
43951.0,0.84,36.0,NA,POINT (32.33893624388043 -26.12046906244545)
43954.0,3.09,36.0,NA,POINT (32.34060042879231 -26.12334801448473)
43956.0,1.08,36.0,NA,POINT (32.34187476243572 -26.11905587168292)
43960.0,8.0000000000000002E-3,36.0,NA,POINT (32.34489697888894 -26.12414412896545)
43963.0,2.29,36.0,NA,POINT (32.34109888362586 -26.12542704140656)
43966.0,0.42,36.0,NA,POINT (32.34383739449173 -26.12223411826256)
43968.0,0.18,36.0,NA,POINT (32.27589736003146 -26.07762919930425)
43971.0,2.1469999999999998,36.0,NA,POINT (32.27573211348873 -26.07848615527631)
43975.0,0.74,36.0,NA,POINT (32.2750302450409 -26.07880768653524)
43977.0,0.82,36.0,NA,POINT (32.27364939079528 -26.0789813294527)
43980.0,0.32,36.0,NA,POINT (32.27677441171335 -26.07808506307336)
43983.0,0.5,36.0,NA,POINT (32.27803782263208 -26.07749545375756)
43985.0,0.38600000000000001,36.0,NA,POINT (32.27796033100556 -26.07708874662909)
43988.0,0.16800000000000001,36.0,NA,POINT (32.27673530721883 -26.07794039800072)
43990.0,0.83,36.0,NA,POINT (32.27291605542838 -26.07792120693559)
43993.0,7.0000000000000007E-2,36.0,NA,POINT (32.2747239200096 -26.07821924185512)
43994.0,1.17,36.0,NA,POINT (32.34044769649564 -26.0846113543171)
43996.0,3.52,36.0,NA,POINT (32.34042185047333 -26.08387082652438)
43999.0,1.74,36.0,NA,POINT (32.34003372485434 -26.08354399398047)
44003.0,0.92400000000000004,36.0,NA,POINT (32.34007771976336 -26.08283087362552)
44005.0,1.944,36.0,NA,POINT (32.33958115020816 -26.08401145140937)
44008.0,0.112,36.0,NA,POINT (32.34138193395424 -26.08205127535759)
44010.0,0.1,36.0,NA,POINT (32.34134899907213 -26.08436264844022)
44013.0,2.9,36.0,NA,POINT (32.34061364696355 -26.08354664516993)
44016.0,0.14000000000000001,36.0,NA,POINT (32.34201022598793 -26.08234308207387)
44019.0,0.52,36.0,NA,POINT (32.33839901981604 -26.08441235842119)
44023.0,0.25,36.0,NA,POINT (32.33873512009517 -26.085100132218)
44026.0,4.5,36.0,NA,POINT (32.34043192167906 -26.08207402443442)
44029.0,0.21,36.0,NA,POINT (32.35500237917304 -26.06342190600635)
44031.0,0.3,36.0,NA,POINT (32.35346624424961 -26.05915314480453)
44033.0,0.38,36.0,NA,POINT (32.35130971365129 -26.0604617691704)
44035.0,1.36,36.0,NA,POINT (32.36856011221616 -26.05754949199987)
44039.0,0.34,36.0,NA,POINT (32.3648982167832 -26.111845347888)
44041.0,0.28999999999999998,36.0,NA,POINT (32.36660235104431 -26.05725197538484)
44044.0,NA,36.0,0,POINT (32.36631444449393 -26.05688050486148)
44046.0,0.312,36.0,NA,POINT (32.3682096534599 -26.05765631246116)
44049.0,0.96,36.0,NA,POINT (32.36922210550285 -26.05713703054795)
44051.0,7,36.0,NA,POINT (32.36463512534677 -26.0550040300371)
44053.0,0.33500000000000002,36.0,NA,POINT (32.39850466756216 -26.0312479914696)
44055.0,0.115,36.0,NA,POINT (32.39922412153162 -26.03127807295038)
44057.0,6.5000000000000002E-2,36.0,NA,POINT (32.39996632074582 -26.03076647437193)
44061.0,1.75,36.0,NA,POINT (32.39884309419941 -26.03152028519264)
44063.0,0.26300000000000001,36.0,NA,POINT (32.3980616043132 -26.029936866993)
44065.0,0.114,36.0,NA,POINT (32.39853943914886 -26.03030906670799)
44068.0,1.1299999999999999,36.0,NA,POINT (32.39898144070377 -26.02986845944314)
44071.0,0.18,36.0,NA,POINT (32.39967021444343 -26.0300338537415)
44073.0,7.6799999999999993E-2,36.0,NA,POINT (32.39831500642749 -26.02728324435287)
44074.0,0.17,36.0,NA,POINT (32.4037145377024 -26.0109350784706)
44077.0,NA,36.0,0,POINT (32.40236215138647 -26.01159768080939)
44078.0,7.0000000000000007E-2,36.0,NA,POINT (32.40200070116817 -26.00996183905323)
44080.0,NA,36.0,NA,POINT (32.40967578757792 -26.00983084693456)
44082.0,8.3999999999999995E-3,36.0,NA,POINT (32.40595593237015 -26.00835282470727)
44084.0,4.3999999999999997E-2,36.0,NA,POINT (32.39950063896426 -26.01033071810588)
44085.0,7.4999999999999997E-2,36.0,NA,POINT (32.40009554776261 -26.0132136107697)
44087.0,4.2000000000000003E-2,36.0,NA,POINT (32.39882692126865 -26.01311804572388)
44089.0,0.47,36.0,NA,POINT (32.34086869805927 -25.90714757489774)
44092.0,1.1200000000000001,36.0,NA,POINT (32.35030149106439 -25.90023734253564)
44095.0,0.53,36.0,NA,POINT (32.34194983373016 -25.90483187663186)
44098.0,1.0680000000000001,36.0,NA,POINT (32.34866288053352 -25.902297775286)
44101.0,0.25600000000000001,36.0,NA,POINT (32.33921648068123 -25.89547379843114)
44104.0,0.13550000000000001,36.0,NA,POINT (32.34215732942279 -25.89982138347223)
44107.0,0.13600000000000001,36.0,NA,POINT (32.3423057087902 -25.89106332443371)
44110.0,0.192,36.0,NA,POINT (32.35202869001238 -25.90570799172819)
44113.0,0.56000000000000005,36.0,NA,POINT (32.35181401195484 -25.88835208460029)
44116.0,0.69,36.0,NA,POINT (32.35331627975918 -25.89661187710936)
44120.0,0.72599999999999998,36.0,NA,POINT (32.35527680140544 -25.89223220225504)
44123.0,0.14000000000000001,36.0,NA,POINT (32.34750808322197 -25.89443681182243)
44126.0,0.2,36.0,NA,POINT (27.62904619001532 -83.61334497264183)
44129.0,4.51,36.0,NA,POINT (32.33260793075512 -26.0441326162401)
44132.0,0.42499999999999999,36.0,NA,POINT (32.33522447892596 -26.04099340984426)
44135.0,0.57399999999999995,36.0,NA,POINT (32.33522264601594 -26.04131846100857)
44138.0,0.46600000000000003,36.0,NA,POINT (32.33315920443905 -26.0438642793466)
44141.0,0.24,36.0,NA,POINT (32.3348279987521 -26.04217444046379)
44144.0,0.4,36.0,NA,POINT (32.33420248695682 -26.04320091395068)
44146.0,0.62,36.0,NA,POINT (32.33491591735029 -26.04253602252262)
44148.0,0.25,36.0,NA,POINT (32.34405437721586 -26.03667254982258)
44151.0,NA,36.0,NA,POINT (32.34306889541948 -26.03953943615641)
44153.0,0.64,36.0,NA,POINT (32.33893621731472 -26.03502392273484)
44157.0,0.4,36.0,NA,POINT (32.33888181172571 -26.03759706517658)
44159.0,0.22800000000000001,36.0,NA,POINT (32.34162173666974 -26.03736578188541)
44162.0,0.18,36.0,NA,POINT (32.34158389798044 -26.0405620323332)
44165.0,6.0000000000000001E-3,36.0,NA,POINT (32.34248460512112 -26.033189076587)
44168.0,1.05,36.0,NA,POINT (32.33922535366519 -26.03871828753957)
44173.0,6.5000000000000002E-2,36.0,NA,POINT (32.3322213012931 -26.02944896766452)
44175.0,8.5000000000000006E-2,36.0,NA,POINT (32.33249725134089 -26.03013648033062)
44178.0,4.4999999999999998E-2,36.0,NA,POINT (32.33177917799423 -26.03163204901044)
44182.0,1.1060000000000001,36.0,NA,POINT (32.33077012241648 -26.03332491378492)
44185.0,0.68600000000000005,36.0,NA,POINT (32.33223004326339 -26.03143548554594)
44186.0,4.8000000000000001E-2,36.0,NA,POINT (32.33270302241048 -26.03262955680731)
44189.0,0.46,36.0,NA,POINT (32.3312863376445 -26.03218056495925)
