Unnamed: 0,State,lon,lat,Crop,Fraction,harv_area,sw_depth,sw_dist,sw_suit,geometry,country,curr_yield,max_yield
10444,Mecula,37.66895,-12.17223,Maize,2.31e-06,0.000231,269.0,18.18745119485771,9999,POINT (355183.798237487 8654046.665233865),moz,4500,6000
33836,Barue,32.96945,-17.87712,Maize,0.0,0.0,834.0,1.013243151240546,1,POINT (-139816.0142534532 8013045.754733833),moz,4500,6000
23655,Alto_Molocue,37.49065,-15.60624,Maize,0.05322969,5.322969000000001,591.0,12.275649782740073,9999,POINT (338183.6904440528 8274045.880829662),moz,4500,6000
38853,Machaze,32.60868,-20.878320000000002,Maize,0.28819705,28.81970500000001,344.0,19.274623030186678,9999,POINT (-165816.2851240768 7678045.992347959),moz,4500,6000
2713,Maravia,31.919179999999997,-14.75195,Maize,0.14784426,14.784426000000002,887.0,15.88113950132132,9999,POINT (-263816.2475330902 8357046.228156702),moz,4500,6000
5586,Cuamba,36.35311,-14.872860000000001,Maize,0.37438965,37.438965,590.0,2.211650529417963,1,POINT (215183.5539522767 8354046.682016149),moz,4500,6000
6371,Sussundenga,33.63814,-19.91415,Maize,1.99907227,199.907227,134.0,2.362021713555616,1,POINT (-61816.14125578606 7789046.437807949),moz,4500,6000
4372,Nicoadala,36.68428,-17.5505,Maize,0.04559244,4.5592440000000005,16.0,0.605904818393085,1,POINT (254183.0862399244 8058045.709170038),moz,4500,6000
10085,Muecate,39.28994,-14.91508,Maize,0.13066667,13.066667,353.0,12.301957699340349,9999,POINT (531183.0992623117 8351046.192429231),moz,4500,6000
42,Guro,33.72414000000001,-16.46688,Maize,0.77285127,77.285127,99999.0,99999.0,9999,POINT (-63816.60211928876 8172046.615533796),moz,4500,6000
3441,Gorongosa,34.17329,-18.55967,Maize,0.53494985,53.49498499999999,158.0,18.093429688600285,9999,POINT (-9816.180448923027 7941046.460407178),moz,4500,6000
37519,Tsangano,34.50434,-14.970320000000001,Maize,0.16810088,16.810088,1090.0,25.044693664203482,9999,POINT (16183.15195172577 8340046.235377918),moz,4500,6000
28626,Caia,35.32222,-17.881799999999995,Maize,3.534e-05,0.0035340000000000002,25.0,1.030186195808229,1,POINT (110183.2858165534 8019046.232473066),moz,4500,6000
28322,Caia,35.01641,-17.65026,Maize,0.43377117,43.377117,67.0,2.277148400050683,1,POINT (77183.27463290654 8044045.822121247),moz,4500,6000
31444,Gurue,36.804140000000004,-15.275179999999999,Maize,2e-08,2e-06,595.0,23.815698836233267,9999,POINT (264183.2071280584 8310046.574025533),moz,4500,6000
6101,Sussundenga,32.95661,-19.307370000000002,Maize,1.3748663,137.48663000000002,644.0,15.720367132705412,9999,POINT (-135816.7547058722 7854046.202092949),moz,4500,6000
32553,Mopeia,35.45644,-17.76697,Maize,0.16633976,16.633976,30.0,6.29655668692549,9999,POINT (124183.499929524 8032046.189887423),moz,4500,6000
2056,Malema,37.31916,-14.891020000000001,Maize,0.83004834,83.004834,626.0,9.513127053535117,9999,POINT (319183.2879341136 8353045.902879402),moz,4500,6000
7485,Nhamatanda,34.43305,-19.43158,Maize,0.03078613,3.0786130000000003,7.0,2.6949016447421257,1,POINT (20183.45003966871 7845046.79692165),moz,4500,6000
43334,Pebane,38.18425,-17.03813,Maize,0.19939868,19.939868,4.0,16.597896536429538,9999,POINT (413184.0616789772 8116045.731410742),moz,4500,6000
12916,Morrumbala,35.75959000000001,-16.58964,Maize,0.0,0.0,337.0,19.984561982400766,9999,POINT (154183.0862109548 8163045.93850026),moz,4500,6000
39391,Angoche,39.63738,-16.03538,Maize,0.98350174,98.350174,38.0,18.107886963200308,9999,POINT (568183.474753334 8227046.315703432),moz,4500,6000
27954,Ile,37.58745,-16.42934,Maize,0.43372406,43.37240600000001,200.0,0.658750911234444,1,POINT (349183.079656261 8183046.582727809),moz,4500,6000
24694,Alto_Molocue,37.95478,-16.03378,Maize,0.05609587,5.609587,331.0,6.0996676480237975,9999,POINT (388183.7860328709 8227046.33833601),moz,4500,6000
1403,N_gauma,35.44851,-13.958,Maize,0.38746165,38.746165000000005,788.0,23.281077376793707,9999,POINT (116183.587743423 8454046.673176995),moz,4500,6000
43251,Pebane,38.73869000000001,-16.98536,Maize,0.43466411,43.466411,9.0,11.2302258238764,9999,POINT (472183.0787260726 8122045.982523324),moz,4500,6000
28305,Caia,35.110859999999995,-17.6341,Maize,0.64199913,64.199913,37.0,1.058408124626838,1,POINT (87184.07128346898 8046046.456283786),moz,4500,6000
30986,Gurue,37.00598,-15.5843,Maize,1.04340757,104.340757,597.0,7.6124417890019025,9999,POINT (286183.9753260313 8276046.296385294),moz,4500,6000
22501,Alto_Molocue,37.75302,-15.399989999999999,Maize,0.00090541,0.090541,586.0,20.771053228194166,9999,POINT (366183.6537778771 8297045.813472843),moz,4500,6000
25336,Buzi,33.9665,-19.77061,Maize,0.2961429,29.614290000000004,47.0,3.5336639464571817,1,POINT (-27816.11656148173 7806046.144682229),moz,4500,6000
870,Mogovolas,39.636720000000004,-15.82746,Maize,0.86838476,86.838476,75.0,19.815946463263256,9999,POINT (568183.0296069834 8250046.552127317),moz,4500,6000
6896,Nhamatanda,34.17307,-19.22658,Maize,0.68294115,68.294115,70.0,5.2536637371683295,9999,POINT (-7815.950417462911 7867045.832243977),moz,4500,6000
24917,Chiuta,33.46611,-15.676820000000001,Maize,0.92292918,92.292918,349.0,0.183956205076929,1,POINT (-93815.97351664794 8259046.202148564),moz,4500,6000
13050,Morrumbala,35.24392000000001,-16.6351,Maize,0.47842055,47.842055,44.0,2.60084117860707,1,POINT (99183.3631876508 8157046.351357192),moz,4500,6000
21133,Manica,32.90316,-19.21561,Maize,1.00187471,100.187471,659.0,6.1491019122133945,9999,POINT (-141816.1898733024 7864046.617140616),moz,4500,6000
18747,Mecanhelas,36.02602000000001,-15.022379999999998,Maize,0.2403384,24.033839999999998,609.0,28.72390415722364,9999,POINT (180183.0476581227 8337045.898355218),moz,4500,6000
12963,Morrumbala,35.31010999999999,-16.600189999999998,Maize,0.47728892,47.728892,43.0,10.371259407247317,9999,POINT (106183.5436574959 8161046.609425168),moz,4500,6000
15311,Morrumbala,35.48976,-17.50584,Maize,0.18802258,18.802258,45.0,15.285633669426696,9999,POINT (127183.1827416078 8061046.667339655),moz,4500,6000
