 Pixel        State             lon          lat     Crop    Fraction
15477       Morrumbala         35.37550  -17.57598  Maize    0.00033327
15478       Morrumbala         35.38491  -17.57615  Maize    0.00089387
15479       Morrumbala         35.44134  -17.57718  Maize    0.50595046
15480       Morrumbala         35.46015  -17.57752  Maize    0.02906058
15481       Morrumbala         35.46956  -17.57768  Maize    0.02073184
15482       Morrumbala         35.47897  -17.57785  Maize    0.00254081
15483       Morrumbala         35.48837  -17.57802  Maize    0.06780064
15484       Morrumbala         35.49778  -17.57819  Maize    0.22814795
15485       Morrumbala         35.50718  -17.57835  Maize    0.49960462
15486       Morrumbala         35.51659  -17.57852  Maize    0.55083521
15487       Morrumbala         35.52600  -17.57869  Maize    0.52246719
15488       Morrumbala         35.55422  -17.57918  Maize    0.38183580
15489       Morrumbala         35.56363  -17.57934  Maize    0.00769783
15490       Morrumbala         35.57303  -17.57951  Maize    0.47281225
15491       Morrumbala         35.58244  -17.57967  Maize    0.55134156
15492       Morrumbala         35.59185  -17.57983  Maize    0.08656918
15493       Morrumbala         35.61066  -17.58016  Maize    0.52500721
15494       Morrumbala         35.62007  -17.58032  Maize    0.23386460
15495       Morrumbala         35.65770  -17.58096  Maize    0.51654489
15496       Morrumbala         35.66711  -17.58112  Maize    0.55047719
15497       Morrumbala         35.67652  -17.58127  Maize    0.42018132
15498       Morrumbala         35.68593  -17.58143  Maize    0.43748021
15499       Morrumbala         35.69533  -17.58159  Maize    0.52003490
15500       Morrumbala         35.34711  -17.58448  Maize    0.00295229
15501       Morrumbala         35.35651  -17.58466  Maize    0.55054765
15502       Morrumbala         35.42235  -17.58586  Maize    0.36424851
15503       Morrumbala         35.44117  -17.58620  Maize    0.12667771
15504       Morrumbala         35.47879  -17.58687  Maize    0.53747294
15505       Morrumbala         35.48820  -17.58704  Maize    0.47133418
15506       Morrumbala         35.49760  -17.58721  Maize    0.54029417
15507       Morrumbala         35.50701  -17.58738  Maize    0.50896498
15508       Morrumbala         35.51642  -17.58754  Maize    0.53704537
15509       Morrumbala         35.53523  -17.58787  Maize    0.51828919
15510       Morrumbala         35.54464  -17.58804  Maize    0.36224377
15511       Morrumbala         35.55405  -17.58820  Maize    0.33412071
15512       Morrumbala         35.57286  -17.58853  Maize    0.48774233
15513       Morrumbala         35.58227  -17.58869  Maize    0.46909189
15514       Morrumbala         35.60109  -17.58902  Maize    0.53419720
15515       Morrumbala         35.63872  -17.58966  Maize    0.55048856
15516       Morrumbala         35.64813  -17.58982  Maize    0.38605848
15517       Morrumbala         35.67635  -17.59030  Maize    0.54520391
15518       Morrumbala         35.68576  -17.59046  Maize    0.50527646
15519       Morrumbala         35.74222  -17.59140  Maize    0.52698971
15520       Morrumbala         35.81749  -17.59262  Maize    0.54281743
15521       Morrumbala         35.84573  -17.59308  Maize    0.54258801
15522       Morrumbala         35.36574  -17.59385  Maize    0.00000161
15523       Morrumbala         35.41277  -17.59471  Maize    0.36264594
15524       Morrumbala         35.42218  -17.59488  Maize    0.49743884
15525       Morrumbala         35.46921  -17.59573  Maize    0.54847305
15526       Morrumbala         35.47862  -17.59590  Maize    0.54825765
15527       Morrumbala         35.48802  -17.59606  Maize    0.54913191
15528       Morrumbala         35.49743  -17.59623  Maize    0.54520780
15529       Morrumbala         35.50684  -17.59640  Maize    0.54850449
15530       Morrumbala         35.51625  -17.59656  Maize    0.55132001
15531       Morrumbala         35.52565  -17.59673  Maize    0.54857360
15532       Morrumbala         35.53506  -17.59690  Maize    0.33576430
15533       Morrumbala         35.62914  -17.59852  Maize    0.05866954
15534       Morrumbala         35.64796  -17.59884  Maize    0.53219913
15535       Morrumbala         35.66678  -17.59916  Maize    0.06729046
15536       Morrumbala         35.67619  -17.59932  Maize    0.47648323
15537       Morrumbala         35.80793  -17.60150  Maize    0.53266366
15538       Morrumbala         35.82675  -17.60180  Maize    0.47905608
15539       Morrumbala         35.87380  -17.60255  Maize    0.52719706
15540       Morrumbala         35.40318  -17.60356  Maize    0.55049161
15541       Morrumbala         35.42200  -17.60390  Maize    0.54026633
15542       Morrumbala         35.45022  -17.60441  Maize    0.55113033
15543       Morrumbala         35.46903  -17.60475  Maize    0.53156301
15544       Morrumbala         35.47844  -17.60492  Maize    0.47535780
15545       Morrumbala         35.51607  -17.60559  Maize    0.24100286
15546       Morrumbala         35.52548  -17.60575  Maize    0.12204314
15547       Morrumbala         35.53489  -17.60592  Maize    0.45134699
15548       Morrumbala         35.56311  -17.60641  Maize    0.54434740
15549       Morrumbala         35.58193  -17.60674  Maize    0.42617540
15550       Morrumbala         35.60075  -17.60706  Maize    0.03328507
15551       Morrumbala         35.62897  -17.60755  Maize    0.00327608
15552       Morrumbala         35.65720  -17.60803  Maize    0.46664123
15553       Morrumbala         35.66661  -17.60819  Maize    0.00263279
15554       Morrumbala         35.67602  -17.60835  Maize    0.45275631
15555       Morrumbala         35.76071  -17.60975  Maize    0.53001145
15556       Morrumbala         35.80777  -17.61052  Maize    0.54282243
15557       Morrumbala         35.49708  -17.61427  Maize    0.54757967
15558       Morrumbala         35.50649  -17.61444  Maize    0.43706128
15559       Morrumbala         35.51590  -17.61461  Maize    0.09056813
15560       Morrumbala         35.52531  -17.61477  Maize    0.38720975
15561       Morrumbala         35.53472  -17.61494  Maize    0.06039455
15562       Morrumbala         35.54412  -17.61510  Maize    0.33124259
15563       Morrumbala         35.56294  -17.61543  Maize    0.52989634
15564       Morrumbala         35.57235  -17.61560  Maize    0.54937827
15565       Morrumbala         35.61940  -17.61641  Maize    0.12609184
15566       Morrumbala         35.62881  -17.61657  Maize    0.04151442
15567       Morrumbala         35.64763  -17.61689  Maize    0.52013028
15568       Morrumbala         35.65704  -17.61705  Maize    0.04899586
15569       Morrumbala         35.66645  -17.61721  Maize    0.01308821
15570       Morrumbala         35.70409  -17.61784  Maize    0.28137643
15571       Morrumbala         35.72291  -17.61816  Maize    0.54693478
15572       Morrumbala         35.80761  -17.61955  Maize    0.52807013
15573       Morrumbala         35.82643  -17.61985  Maize    0.54346842
15574       Morrumbala         35.87349  -17.62060  Maize    0.54051025
15575       Morrumbala         35.46868  -17.62279  Maize    0.49508720
15576       Morrumbala         35.47809  -17.62296  Maize    0.52013456
15577       Morrumbala         35.49691  -17.62330  Maize    0.52479406
15578       Morrumbala         35.50632  -17.62346  Maize    0.25620949
15579       Morrumbala         35.51573  -17.62363  Maize    0.52867623
15580       Morrumbala         35.52513  -17.62380  Maize    0.52093700
15581       Morrumbala         35.54395  -17.62413  Maize    0.50364863
15582       Morrumbala         35.55336  -17.62429  Maize    0.51355400
15583       Morrumbala         35.56277  -17.62446  Maize    0.54831180
15584       Morrumbala         35.58159  -17.62478  Maize    0.54642827
15585       Morrumbala         35.60041  -17.62511  Maize    0.55026982
15586       Morrumbala         35.62864  -17.62559  Maize    0.47847734
15587       Morrumbala         35.64746  -17.62592  Maize    0.49551439
15588       Morrumbala         35.65687  -17.62607  Maize    0.54364738
15589       Morrumbala         35.66628  -17.62623  Maize    0.47771484
15590       Morrumbala         35.77921  -17.62811  Maize    0.51345232
15591       Morrumbala         35.79804  -17.62842  Maize    0.03615641
15592       Morrumbala         35.80745  -17.62857  Maize    0.00035278
15593       Morrumbala         35.81686  -17.62872  Maize    0.52623332
15594       Morrumbala         35.83569  -17.62903  Maize    0.54151048
15595       Morrumbala         35.46851  -17.63181  Maize    0.07119177
15596       Morrumbala         35.47792  -17.63198  Maize    0.12756564
15597       Morrumbala         35.49673  -17.63232  Maize    0.54915969
15598       Morrumbala         35.50614  -17.63249  Maize    0.02001482
15599       Morrumbala         35.51555  -17.63265  Maize    0.03119400
15600       Morrumbala         35.52496  -17.63282  Maize    0.01504267
15601       Morrumbala         35.53437  -17.63298  Maize    0.13198360
15602       Morrumbala         35.54378  -17.63315  Maize    0.53538252
15603       Morrumbala         35.55319  -17.63331  Maize    0.25624231
15604       Morrumbala         35.56260  -17.63348  Maize    0.55013783
15605       Morrumbala         35.57201  -17.63364  Maize    0.45245465
15606       Morrumbala         35.60965  -17.63429  Maize    0.21889133
15607       Morrumbala         35.63788  -17.63478  Maize    0.45813740
15608       Morrumbala         35.64729  -17.63494  Maize    0.54913921
15609       Morrumbala         35.65670  -17.63510  Maize    0.54899831
15610       Morrumbala         35.66611  -17.63526  Maize    0.29361999
15611       Morrumbala         35.68494  -17.63558  Maize    0.53220318
15612       Morrumbala         35.77905  -17.63714  Maize    0.54703172
15613       Morrumbala         35.78847  -17.63729  Maize    0.04416394
15614       Morrumbala         35.79788  -17.63744  Maize    0.00116361
15615       Morrumbala         35.80729  -17.63760  Maize    0.52055306
15616       Morrumbala         35.81670  -17.63775  Maize    0.55098371
15617       Morrumbala         35.47774  -17.64101  Maize    0.03382552
15618       Morrumbala         35.49656  -17.64134  Maize    0.54879857
15619       Morrumbala         35.50597  -17.64151  Maize    0.47420103
15620       Morrumbala         35.51538  -17.64167  Maize    0.43052280
15621       Morrumbala         35.52479  -17.64184  Maize    0.53976024
15622       Morrumbala         35.54361  -17.64217  Maize    0.17762328
15623       Morrumbala         35.55302  -17.64234  Maize    0.46455461
15624       Morrumbala         35.62830  -17.64364  Maize    0.54549502
15625       Morrumbala         35.63771  -17.64380  Maize    0.46856871
15626       Morrumbala         35.64713  -17.64396  Maize    0.17060736
15627       Morrumbala         35.65654  -17.64412  Maize    0.52966790
15628       Morrumbala         35.66595  -17.64428  Maize    0.07999104
15629       Morrumbala         35.67536  -17.64444  Maize    0.55052580
15630       Morrumbala         35.68477  -17.64460  Maize    0.45824901
15631       Morrumbala         35.70360  -17.64492  Maize    0.08858654
15632       Morrumbala         35.73183  -17.64539  Maize    0.53953237
15633       Morrumbala         35.77889  -17.64616  Maize    0.53340606
15634       Morrumbala         35.78831  -17.64632  Maize    0.53974525
15635       Morrumbala         35.81654  -17.64677  Maize    0.06997338
15636       Morrumbala         35.48697  -17.65020  Maize    0.03131859
15637       Morrumbala         35.49638  -17.65036  Maize    0.36053924
15638       Morrumbala         35.50579  -17.65053  Maize    0.42431299
15639       Morrumbala         35.51520  -17.65070  Maize    0.03728468
15640       Morrumbala         35.52461  -17.65086  Maize    0.00007168
15641       Morrumbala         35.54344  -17.65119  Maize    0.53651711
15642       Morrumbala         35.55285  -17.65136  Maize    0.55114879
15643       Morrumbala         35.56226  -17.65152  Maize    0.55021458
15644       Morrumbala         35.57167  -17.65169  Maize    0.53693717
15645       Morrumbala         35.64696  -17.65299  Maize    0.51992035
15646       Morrumbala         35.65637  -17.65315  Maize    0.43606262
15647       Morrumbala         35.67519  -17.65346  Maize    0.23651063
15648       Morrumbala         35.68461  -17.65362  Maize    0.06571487
15649       Morrumbala         35.75049  -17.65472  Maize    0.45696560
15650       Morrumbala         35.76932  -17.65503  Maize    0.45858828
15651       Morrumbala         35.87287  -17.65670  Maize    0.42325196
15652       Morrumbala         35.50562  -17.65955  Maize    0.50505915
15653       Morrumbala         35.51503  -17.65972  Maize    0.01418052
15654       Morrumbala         35.54326  -17.66022  Maize    0.19354547
15655       Morrumbala         35.55267  -17.66038  Maize    0.52877548
15656       Morrumbala         35.56209  -17.66055  Maize    0.16957625
15657       Morrumbala         35.57150  -17.66071  Maize    0.55119576
15658       Morrumbala         35.64679  -17.66201  Maize    0.46158128
15659       Morrumbala         35.67503  -17.66249  Maize    0.49238746
15660       Morrumbala         35.70327  -17.66296  Maize    0.12322727
15661       Morrumbala         35.71268  -17.66312  Maize    0.53097070
15662       Morrumbala         35.72209  -17.66328  Maize    0.51785708
15663       Morrumbala         35.73150  -17.66343  Maize    0.46198113
15664       Morrumbala         35.81623  -17.66482  Maize    0.50047416
15665       Morrumbala         35.83505  -17.66513  Maize    0.11299410
15666       Morrumbala         35.87271  -17.66573  Maize    0.41286806
15667       Morrumbala         35.75958  -17.67293  Maize    0.55046380
15668       Morrumbala         35.78782  -17.67339  Maize    0.55071038
15669       Morrumbala         35.80665  -17.67370  Maize    0.53910569
15670       Morrumbala         35.83490  -17.67415  Maize    0.20827188
15671       Morrumbala         35.88197  -17.67490  Maize    0.20037595
15672       Nipepe             37.68683  -14.00754  Maize    0.06440594
15673       Nipepe             37.58483  -14.03409  Maize    0.55157191
15674       Nipepe             37.90958  -13.89112  Maize    0.21126347
15675       Nipepe             37.90029  -13.90012  Maize    0.48094670
15676       Nipepe             37.87244  -13.91807  Maize    0.00000025
15677       Nipepe             37.89095  -13.91816  Maize    0.00000004
15678       Nipepe             37.91871  -13.91828  Maize    0.00164198
15679       Nipepe             37.90941  -13.92728  Maize    0.10438821
15680       Nipepe             38.11304  -13.92811  Maize    1.05301515
15681       Nipepe             37.90012  -13.93628  Maize    0.82393598
15682       Nipepe             37.90937  -13.93632  Maize    0.89590689
15683       Nipepe             38.09442  -13.95516  Maize    1.00080478
15684       Nipepe             38.12220  -13.95526  Maize    0.04518988
15685       Nipepe             38.14071  -13.95533  Maize    0.00192723
15686       Nipepe             37.84445  -13.96314  Maize    0.30242820
15687       Nipepe             37.89999  -13.96340  Maize    0.13865483
15688       Nipepe             37.90924  -13.96344  Maize    0.05132618
15689       Nipepe             38.12216  -13.96430  Maize    0.02882758
15690       Nipepe             38.13142  -13.96434  Maize    0.62180807
15691       Nipepe             38.14068  -13.96437  Maize    0.02614930
15692       Nipepe             38.15919  -13.96443  Maize    0.40933199
15693       Nipepe             38.16845  -13.96447  Maize    0.20474768
15694       Nipepe             37.89069  -13.97240  Maize    0.75239728
15695       Nipepe             37.89994  -13.97244  Maize    0.96410857
15696       Nipepe             38.14990  -13.97344  Maize    0.05395181
15697       Nipepe             37.83510  -13.98118  Maize    0.00021544
15698       Nipepe             37.84436  -13.98122  Maize    0.24070958
15699       Nipepe             37.89064  -13.98144  Maize    0.80797685
15700       Nipepe             37.84431  -13.99026  Maize    1.09622027
15701       Nipepe             37.90912  -13.99056  Maize    0.70846354
15702       Nipepe             38.21465  -13.99174  Maize    1.04751012
15703       Nipepe             38.22390  -13.99177  Maize    0.93289311
15704       Nipepe             37.79798  -13.99908  Maize    0.57302385
15705       Nipepe             37.80723  -13.99912  Maize    0.49264211
15706       Nipepe             37.83501  -13.99926  Maize    0.00201680
15707       Nipepe             37.85352  -13.99935  Maize    0.68864862
15708       Nipepe             37.89982  -13.99956  Maize    0.00643596
15709       Nipepe             38.23313  -14.00084  Maize    0.89755097
15710       Nipepe             37.79793  -14.00812  Maize    0.89704326
15711       Nipepe             37.81645  -14.00821  Maize    0.15674544
15712       Nipepe             37.85348  -14.00839  Maize    0.25030872
15713       Nipepe             37.86274  -14.00843  Maize    0.12369255
15714       Nipepe             37.87200  -14.00847  Maize    1.08372639
15715       Nipepe             37.89051  -14.00856  Maize    0.00474255
15716       Nipepe             38.22384  -14.00986  Maize    0.30478073
15717       Nipepe             37.80714  -14.01720  Maize    0.39867498
15718       Nipepe             37.81640  -14.01725  Maize    1.04928142
15719       Nipepe             37.82566  -14.01729  Maize    0.60710992
15720       Nipepe             37.83492  -14.01734  Maize    0.97523123
15721       Nipepe             37.84418  -14.01738  Maize    0.32605912
15722       Nipepe             37.85344  -14.01743  Maize    1.09820925
15723       Nipepe             37.86269  -14.01747  Maize    1.09913947
15724       Nipepe             37.87195  -14.01751  Maize    0.07453140
15725       Nipepe             37.94603  -14.01785  Maize    0.03000115
15726       Nipepe             37.83487  -14.02638  Maize    1.04325804
15727       Nipepe             37.84413  -14.02642  Maize    0.80988778
15728       Nipepe             37.86265  -14.02651  Maize    0.13624639
15729       Nipepe             37.92747  -14.02681  Maize    0.55925073
15730       Nipepe             37.95524  -14.02693  Maize    0.60096218
15731       Nipepe             37.82557  -14.03537  Maize    0.89938288
15732       Nipepe             37.84409  -14.03546  Maize    0.16283879
15733       Nipepe             37.85335  -14.03551  Maize    0.25546116
15734       Nipepe             37.86260  -14.03555  Maize    0.59042122
15735       Nipepe             37.91816  -14.03581  Maize    0.54589133
15736       Nipepe             37.94594  -14.03593  Maize    1.02667252
15737       Nipepe             37.81626  -14.04437  Maize    0.71908236
15738       Nipepe             37.94590  -14.04497  Maize    1.03743971
15739       Nipepe             37.95516  -14.04501  Maize    1.03602750
15740       Nipepe             37.96442  -14.04505  Maize    0.94078605
15741       Nipepe             37.97368  -14.04509  Maize    0.97836458
15742       Nipepe             37.81621  -14.05341  Maize    0.98071322
15743       Nipepe             37.82547  -14.05345  Maize    0.61935008
15744       Nipepe             37.83473  -14.05350  Maize    0.02702797
15745       Nipepe             37.91808  -14.05389  Maize    0.31522644
15746       Nipepe             37.97364  -14.05413  Maize    0.86281523
15747       Nipepe             37.99216  -14.05421  Maize    0.00013580
15748       Nipepe             38.01069  -14.05428  Maize    0.09559586
15749       Nipepe             38.08477  -14.05458  Maize    0.77297896
15750       Nipepe             37.96434  -14.06313  Maize    0.15147370
15751       Nipepe             37.99212  -14.06325  Maize    1.05192854
15752       Nipepe             38.01065  -14.06332  Maize    0.48418370
15753       Nipepe             37.80686  -14.07144  Maize    0.30727895
15754       Nipepe             37.82538  -14.07153  Maize    0.18686264
15755       Nipepe             37.93652  -14.07205  Maize    1.08064383
15756       Nipepe             37.96430  -14.07217  Maize    0.85650317
15757       Nipepe             37.97356  -14.07221  Maize    1.07380156
15758       Nipepe             38.01987  -14.07240  Maize    1.05935855
15759       Nipepe             38.04765  -14.07251  Maize    0.99960973
15760       Nipepe             38.31625  -14.07342  Maize    0.20431541
15761       Nipepe             38.32552  -14.07345  Maize    0.84666542
15762       Nipepe             38.33478  -14.07348  Maize    1.03506927
15763       Nipepe             37.93647  -14.08109  Maize    0.69739776
15764       Nipepe             37.95500  -14.08117  Maize    1.02847795
15765       Nipepe             38.23286  -14.08221  Maize    0.20064053
15766       Nipepe             38.06610  -14.09067  Maize    1.09965934
15767       Nipepe             38.33470  -14.10060  Maize    0.14210009
15768       Nipepe             37.88073  -14.11700  Maize    0.84597115
15769       Nipepe             38.14010  -14.11807  Maize    0.91495076
15770       Nipepe             38.23274  -14.11838  Maize    1.07443686
15771       Nipepe             37.87142  -14.12600  Maize    1.02377741
15772       Nipepe             38.26050  -14.12751  Maize    0.40647036
15773       Nipepe             38.30683  -14.12764  Maize    0.66207547
15774       Nipepe             38.32536  -14.12770  Maize    0.32166205
15775       Nipepe             37.80653  -14.13472  Maize    0.06265880
15776       Nipepe             37.84359  -14.13490  Maize    0.79759331
15777       Nipepe             38.32533  -14.13674  Maize    1.04519163
15778       Nipepe             38.17706  -14.14532  Maize    1.02809407
15779       Nipepe             38.19559  -14.14538  Maize    0.66798685
15780       Nipepe             38.22335  -14.15451  Maize    0.89061328
15781       Nipepe             38.25115  -14.15460  Maize    1.01306236
15782       Nipepe             37.79713  -14.16180  Maize    0.56538797
15783       Nipepe             37.88977  -14.16224  Maize    1.03561734
15784       Nipepe             38.23259  -14.16358  Maize    0.77598645
15785       Nipepe             37.89899  -14.17133  Maize    1.07956947
15786       Nipepe             38.23256  -14.17263  Maize    0.74326049
15787       Nipepe             37.79703  -14.17988  Maize    0.73192705
15788       Nipepe             38.20473  -14.18158  Maize    0.29572355
15789       Nipepe             37.91740  -14.19853  Maize    1.07908713
15790       Nipepe             38.20467  -14.19966  Maize    0.05189064
15791       Nipepe             37.79689  -14.20700  Maize    0.36897648
15792       Nipepe             37.92662  -14.20761  Maize    0.89496926
15793       Nipepe             37.79684  -14.21604  Maize    0.00338708
15794       Nipepe             37.91727  -14.22565  Maize    1.02441586
15795       Nipepe             37.99141  -14.22598  Maize    0.70407299
15796       Nipepe             37.98210  -14.23498  Maize    0.86529362
15797       Lalaua             37.76706  -14.57748  Maize    0.22504504
15798       Lalaua             37.89700  -14.57813  Maize    0.07801493
15799       Lalaua             37.95269  -14.57838  Maize    0.00002489
15800       Lalaua             38.26830  -14.57958  Maize    0.28286016
15801       Lalaua             38.42612  -14.58003  Maize    0.90632497
15802       Lalaua             38.47253  -14.58013  Maize    0.53703108
15803       Lalaua             37.89696  -14.58717  Maize    0.80028898
15804       Lalaua             37.96193  -14.58746  Maize    0.00000000
15805       Lalaua             37.89691  -14.59621  Maize    0.96380920
15806       Lalaua             37.88740  -14.64136  Maize    0.00000000
15807       Lalaua             37.94307  -14.65066  Maize    0.97982020
15808       Lalaua             37.83150  -14.67725  Maize    0.30000550
15809       Lalaua             37.85003  -14.68638  Maize    0.00000000
15810       Lalaua             37.81283  -14.69523  Maize    0.06555324
15811       Lalaua             37.83141  -14.69533  Maize    0.11052573
15812       Lalaua             37.84998  -14.69542  Maize    0.02494952
15813       Lalaua             37.83136  -14.70437  Maize    0.00280581
15814       Lalaua             37.80340  -14.72230  Maize    0.95352230
15815       Lalaua             37.83126  -14.72245  Maize    0.70868387
15816       Lalaua             37.84979  -14.73158  Maize    0.04068445
15817       Lalaua             37.82188  -14.74048  Maize    0.01626283
15818       Lalaua             37.83316  -14.36086  Maize    0.78290208
15819       Lalaua             37.82384  -14.36985  Maize    0.69837146
15820       Lalaua             37.83302  -14.38798  Maize    0.89822922
15821       Lalaua             37.82370  -14.39697  Maize    0.40784164
15822       Lalaua             37.82356  -14.42409  Maize    0.71434041
15823       Lalaua             37.82346  -14.44217  Maize    0.52099809
15824       Lalaua             37.82341  -14.45121  Maize    0.67515654
15825       Lalaua             37.85115  -14.46943  Maize    0.00000000
15826       Lalaua             37.78616  -14.47814  Maize    0.98114077
15827       Lalaua             37.78606  -14.49622  Maize    0.90436917
15828       Lalaua             37.79534  -14.49627  Maize    0.27557102
15829       Lalaua             37.76746  -14.50516  Maize    0.88554587
15830       Lalaua             37.79529  -14.50531  Maize    0.04682384
15831       Lalaua             37.80457  -14.50535  Maize    0.96307169
15832       Lalaua             37.82313  -14.50545  Maize    0.88711635
15833       Lalaua             37.74885  -14.51410  Maize    0.99031917
15834       Lalaua             37.78596  -14.51430  Maize    0.91069892
15835       Lalaua             37.75808  -14.52319  Maize    0.54268174
15836       Lalaua             37.80447  -14.52343  Maize    0.99647939
15837       Lalaua             37.81375  -14.52348  Maize    0.48403435
15838       Lalaua             37.75803  -14.53223  Maize    0.00121751
15839       Lalaua             37.76731  -14.53228  Maize    0.49040507
15840       Lalaua             37.81371  -14.53252  Maize    0.00555628
15841       Lalaua             37.78582  -14.54142  Maize    0.66026618
15842       Lalaua             37.76721  -14.55036  Maize    0.16389643
15843       Lalaua             37.78577  -14.55046  Maize    0.88545137
15844       Lalaua             37.83212  -14.55973  Maize    0.94713718
15845       Lalaua             38.58470  -14.16445  Maize    0.06602861
15846       Lalaua             38.69590  -14.16462  Maize    0.37367677
15847       Lalaua             38.59395  -14.17351  Maize    0.08539589
15848       Lalaua             38.64029  -14.17358  Maize    0.91338942
15849       Lalaua             38.55687  -14.18249  Maize    0.52007533
15850       Lalaua             38.65881  -14.18265  Maize    0.05581371
15851       Lalaua             38.51976  -14.20050  Maize    0.43463501
15852       Lalaua             38.53830  -14.20053  Maize    0.47538149
15853       Lalaua             38.55683  -14.20057  Maize    0.30703177
15854       Lalaua             38.57535  -14.20964  Maize    0.36850623
15855       Lalaua             38.54753  -14.21863  Maize    0.51384945
15856       Lalaua             38.51971  -14.22762  Maize    0.92437916
15857       Lalaua             38.57532  -14.22773  Maize    0.71129302
15858       Lalaua             38.52896  -14.23668  Maize    0.03563055
15859       Lalaua             38.54749  -14.23672  Maize    0.40544304
15860       Lalaua             38.54740  -14.28193  Maize    0.94133982
15861       Lalaua             38.48249  -14.29083  Maize    0.93216604
15862       Lalaua             38.53811  -14.29095  Maize    0.57344085
15863       Lalaua             38.51955  -14.29995  Maize    0.31806688
15864       Lalaua             38.50099  -14.30896  Maize    0.22745749
15865       Lalaua             38.51026  -14.30898  Maize    0.06116922
15866       Lalaua             38.53808  -14.30903  Maize    0.12997050
15867       Lalaua             38.50093  -14.33608  Maize    0.45204909
15868       Lalaua             38.51001  -14.42651  Maize    0.03484386
15869       Lalaua             38.50067  -14.45362  Maize    0.05893979
15870       Lalaua             38.50065  -14.46266  Maize    0.18743732
15871       Lalaua             38.48207  -14.47166  Maize    0.00241375
15872       Lalaua             38.40862  -14.17312  Maize    0.89645682
15873       Lalaua             38.39933  -14.18214  Maize    0.98823978
15874       Lalaua             38.37150  -14.19111  Maize    0.45936532
15875       Lalaua             38.33441  -14.20005  Maize    0.00471902
15876       Lalaua             38.35292  -14.20915  Maize    0.49198718
15877       Lalaua             38.26945  -14.22699  Maize    0.04979185
15878       Lalaua             38.32506  -14.22715  Maize    0.08084219
15879       Lalaua             38.29723  -14.23611  Maize    0.82553321
15880       Lalaua             38.31574  -14.24521  Maize    0.77818860
15881       Lalaua             38.18591  -14.26288  Maize    0.88705008
15882       Lalaua             38.30641  -14.26326  Maize    0.15887920
15883       Lalaua             38.21368  -14.27202  Maize    0.17421615
15884       Lalaua             38.40836  -14.27258  Maize    0.23913706
15885       Lalaua             38.30636  -14.28134  Maize    0.16755300
15886       Lalaua             38.31563  -14.28137  Maize    0.12094834
15887       Lalaua             38.39907  -14.28160  Maize    0.69927893
15888       Lalaua             38.29706  -14.29036  Maize    0.08338022
15889       Lalaua             38.20432  -14.29911  Maize    0.99662628
15890       Lalaua             38.29703  -14.29940  Maize    0.53805672
15891       Lalaua             38.32485  -14.29948  Maize    0.68300444
15892       Lalaua             38.16720  -14.30802  Maize    0.79614495
15893       Lalaua             38.31555  -14.30850  Maize    0.76941574
15894       Lalaua             37.87975  -14.31588  Maize    0.06457127
15895       Lalaua             38.15789  -14.31703  Maize    0.00001683
15896       Lalaua             38.20425  -14.31719  Maize    0.00000001
15897       Lalaua             38.27843  -14.31743  Maize    0.23448193
15898       Lalaua             38.28770  -14.31745  Maize    0.47658667
15899       Lalaua             37.87970  -14.32492  Maize    0.11494899
15900       Lalaua             38.10219  -14.33491  Maize    0.00807850
15901       Lalaua             38.19492  -14.33524  Maize    0.96653357
15902       Lalaua             38.26907  -14.34452  Maize    0.00000325
15903       Lalaua             38.22267  -14.35341  Maize    0.00000000
15904       Lalaua             38.29686  -14.35365  Maize    0.96803961
15905       Lalaua             38.33396  -14.35375  Maize    0.34687889
15906       Lalaua             38.38033  -14.35388  Maize    0.88802310
15907       Lalaua             38.43646  -14.15511  Maize    0.71010716
15908       Lalaua             38.41791  -14.16411  Maize    0.89935962
15909       Lalaua             38.42715  -14.17317  Maize    0.59114633
15910       Lalaua             38.43642  -14.17319  Maize    0.70475329
15911       Lalaua             38.47347  -14.18232  Maize    0.18014624
15912       Lalaua             38.46418  -14.19134  Maize    0.03793416
15913       Lalaua             38.45489  -14.20036  Maize    0.85735714
15914       Lalaua             38.44558  -14.21842  Maize    0.63730700
15915       Lalaua             38.44555  -14.22746  Maize    0.88169052
15916       Lalaua             38.42699  -14.23646  Maize    0.95284983
15917       Lalaua             38.45478  -14.24557  Maize    0.04999838
15918       Lalaua             38.44547  -14.26363  Maize    0.58612685
15919       Lalaua             38.41763  -14.27260  Maize    0.72742766
15920       Lalaua             38.43613  -14.29073  Maize    0.49576845
15921       Lalaua             38.43602  -14.33594  Maize    0.00901622
15922       Lalaua             38.45456  -14.33598  Maize    0.29257290
15923       Lalaua             37.88880  -14.36112  Maize    0.05809746
15924       Lalaua             37.89807  -14.36117  Maize    0.24438144
15925       Lalaua             38.29683  -14.36269  Maize    0.01486617
15926       Lalaua             38.33393  -14.36279  Maize    0.50565525
15927       Lalaua             38.28753  -14.37170  Maize    0.03320295
15928       Lalaua             38.27823  -14.38071  Maize    0.10912497
15929       Lalaua             38.12980  -14.38926  Maize    0.00000000
15930       Lalaua             38.31530  -14.38986  Maize    0.28980838
15931       Lalaua             38.32458  -14.38989  Maize    0.86800012
15932       Lalaua             38.34313  -14.38994  Maize    1.00035606
15933       Lalaua             37.94427  -14.39754  Maize    0.00002827
15934       Lalaua             38.33382  -14.39896  Maize    0.52040376
15935       Lalaua             38.01843  -14.40690  Maize    0.91789038
