 Pixel        State             lon          lat     Crop    Fraction
8178        Manhica            32.83920  -25.32234  Maize    2.05231925
8179        Manhica            32.84908  -25.32276  Maize    2.05229834
8180        Manhica            32.85896  -25.32317  Maize    1.74371010
8181        Manhica            32.86883  -25.32358  Maize    2.04434157
8182        Manhica            32.87871  -25.32400  Maize    1.72799306
8183        Manhica            32.88859  -25.32441  Maize    1.89858569
8184        Manhica            32.89847  -25.32482  Maize    1.89816288
8185        Manhica            32.90835  -25.32523  Maize    1.03301541
8186        Manhica            32.91823  -25.32564  Maize    1.94386861
8187        Manhica            32.92811  -25.32605  Maize    2.05159824
8188        Manhica            32.93799  -25.32646  Maize    2.05176754
8189        Manhica            32.68071  -25.32460  Maize    2.05204280
8190        Manhica            32.69058  -25.32503  Maize    2.05097073
8191        Manhica            32.72021  -25.32630  Maize    2.05150584
8192        Manhica            32.77947  -25.32882  Maize    2.04680009
8193        Manhica            32.81898  -25.33049  Maize    2.05169447
8194        Manhica            32.83874  -25.33132  Maize    2.04653489
8195        Manhica            32.84862  -25.33174  Maize    1.94420914
8196        Manhica            32.86838  -25.33256  Maize    1.75597119
8197        Manhica            32.87826  -25.33298  Maize    1.60325915
8198        Manhica            32.88814  -25.33339  Maize    2.04275839
8199        Manhica            32.89802  -25.33380  Maize    1.40728487
8200        Manhica            32.90790  -25.33421  Maize    1.14157468
8201        Manhica            32.91778  -25.33462  Maize    1.65620440
8202        Manhica            32.92766  -25.33503  Maize    2.05127299
8203        Manhica            32.93754  -25.33544  Maize    2.05175695
8204        Manhica            32.68024  -25.33358  Maize    1.27213572
8205        Manhica            32.77901  -25.33780  Maize    2.04972964
8206        Manhica            32.78889  -25.33822  Maize    2.03749296
8207        Manhica            32.79877  -25.33864  Maize    2.05188970
8208        Manhica            32.87781  -25.34196  Maize    1.70027164
8209        Manhica            32.88769  -25.34237  Maize    2.03475968
8210        Manhica            32.89757  -25.34278  Maize    1.99626564
8211        Manhica            32.90745  -25.34319  Maize    2.03687897
8212        Manhica            32.91733  -25.34360  Maize    1.97655026
8213        Manhica            32.92721  -25.34401  Maize    2.05180286
8214        Manhica            32.78843  -25.34720  Maize    2.04778353
8215        Manhica            32.80819  -25.34803  Maize    2.05094634
8216        Manhica            32.81807  -25.34845  Maize    2.05150259
8217        Manhica            32.86747  -25.35052  Maize    2.00076459
8218        Manhica            32.87735  -25.35093  Maize    0.57386287
8219        Manhica            32.88723  -25.35135  Maize    1.64766263
8220        Manhica            32.89712  -25.35176  Maize    1.83365864
8221        Manhica            32.90700  -25.35217  Maize    2.05011426
8222        Manhica            32.91688  -25.35258  Maize    2.05074970
8223        Manhica            32.67930  -25.35153  Maize    2.01832842
8224        Manhica            32.68918  -25.35196  Maize    2.04152253
8225        Manhica            32.71881  -25.35323  Maize    2.05195185
8226        Manhica            32.77809  -25.35575  Maize    2.05228262
8227        Manhica            32.78797  -25.35617  Maize    2.05198147
8228        Manhica            32.80773  -25.35701  Maize    2.04791768
8229        Manhica            32.81761  -25.35743  Maize    2.04472363
8230        Manhica            32.84725  -25.35867  Maize    2.04931763
8231        Manhica            32.86702  -25.35950  Maize    2.02452522
8232        Manhica            32.87690  -25.35991  Maize    1.99445653
8233        Manhica            32.88678  -25.36033  Maize    1.52194607
8234        Manhica            32.89666  -25.36074  Maize    1.91125078
8235        Manhica            32.90655  -25.36115  Maize    2.01519050
8236        Manhica            32.91643  -25.36156  Maize    2.03107848
8237        Manhica            32.69859  -25.36136  Maize    2.04881118
8238        Manhica            32.70847  -25.36178  Maize    2.05186326
8239        Manhica            32.72823  -25.36263  Maize    2.05043659
8240        Manhica            32.73811  -25.36305  Maize    2.05213125
8241        Manhica            32.76775  -25.36431  Maize    2.05227169
8242        Manhica            32.77763  -25.36473  Maize    2.05221803
8243        Manhica            32.78751  -25.36515  Maize    2.05216233
8244        Manhica            32.79739  -25.36557  Maize    2.04648544
8245        Manhica            32.80727  -25.36599  Maize    2.05172006
8246        Manhica            32.82703  -25.36682  Maize    2.05190229
8247        Manhica            32.83692  -25.36724  Maize    1.34557324
8248        Manhica            32.84680  -25.36765  Maize    2.03327051
8249        Manhica            32.85668  -25.36807  Maize    2.04371076
8250        Manhica            32.86656  -25.36848  Maize    2.02586570
8251        Manhica            32.87644  -25.36889  Maize    1.95594439
8252        Manhica            32.88633  -25.36930  Maize    1.97902330
8253        Manhica            32.89621  -25.36972  Maize    2.04986123
8254        Manhica            32.90609  -25.37013  Maize    2.04153445
8255        Manhica            32.71788  -25.37118  Maize    2.05007797
8256        Manhica            32.72776  -25.37160  Maize    2.05147550
8257        Manhica            32.74752  -25.37245  Maize    2.05151084
8258        Manhica            32.79693  -25.37455  Maize    2.04973849
8259        Manhica            32.80681  -25.37496  Maize    2.05180441
8260        Manhica            32.82658  -25.37580  Maize    2.05189463
8261        Manhica            32.83646  -25.37621  Maize    2.04809255
8262        Manhica            32.84634  -25.37663  Maize    2.05191702
8263        Manhica            32.85622  -25.37704  Maize    2.05214672
8264        Manhica            32.86611  -25.37746  Maize    2.03603015
8265        Manhica            32.87599  -25.37787  Maize    2.02411829
8266        Manhica            32.88587  -25.37828  Maize    2.02738203
8267        Manhica            32.89576  -25.37870  Maize    2.05220326
8268        Manhica            32.90564  -25.37911  Maize    2.05055594
8269        Manhica            32.71742  -25.38016  Maize    2.04103843
8270        Manhica            32.72730  -25.38058  Maize    2.05171419
8271        Manhica            32.74706  -25.38142  Maize    2.05222488
8272        Manhica            32.77670  -25.38269  Maize    2.05138912
8273        Manhica            32.78659  -25.38311  Maize    2.05202154
8274        Manhica            32.79647  -25.38352  Maize    2.05094972
8275        Manhica            32.80635  -25.38394  Maize    2.04942132
8276        Manhica            32.82612  -25.38478  Maize    2.05034564
8277        Manhica            32.83600  -25.38519  Maize    2.03250123
8278        Manhica            32.84588  -25.38561  Maize    2.00635385
8279        Manhica            32.85577  -25.38602  Maize    1.95978582
8280        Manhica            32.86565  -25.38644  Maize    1.87302211
8281        Manhica            32.87554  -25.38685  Maize    2.04322404
8282        Manhica            32.88542  -25.38726  Maize    2.02396175
8283        Manhica            32.89530  -25.38767  Maize    2.03968364
8284        Manhica            32.90519  -25.38809  Maize    2.02072368
8285        Manhica            32.68731  -25.38786  Maize    1.96351989
8286        Manhica            32.70707  -25.38871  Maize    2.05147420
8287        Manhica            32.71695  -25.38913  Maize    2.05102988
8288        Manhica            32.73671  -25.38998  Maize    2.05229309
8289        Manhica            32.75648  -25.39082  Maize    2.05206766
8290        Manhica            32.76636  -25.39124  Maize    2.04944453
8291        Manhica            32.77624  -25.39166  Maize    2.05191945
8292        Manhica            32.78613  -25.39208  Maize    2.05148105
8293        Manhica            32.79601  -25.39250  Maize    2.05171828
8294        Manhica            32.82566  -25.39375  Maize    2.05220552
8295        Manhica            32.83554  -25.39417  Maize    2.01634669
8296        Manhica            32.84543  -25.39459  Maize    1.96637484
8297        Manhica            32.85531  -25.39500  Maize    1.83313821
8298        Manhica            32.86520  -25.39541  Maize    1.86234210
8299        Manhica            32.87508  -25.39583  Maize    2.04055019
8300        Manhica            32.88497  -25.39624  Maize    1.93829909
8301        Manhica            32.89485  -25.39665  Maize    2.05102672
8302        Manhica            33.02338  -25.40195  Maize    2.05220026
8303        Manhica            32.63743  -25.39470  Maize    2.05035143
8304        Manhica            32.70660  -25.39768  Maize    2.04853288
8305        Manhica            32.71648  -25.39811  Maize    2.04568368
8306        Manhica            32.72637  -25.39853  Maize    2.05174797
8307        Manhica            32.73625  -25.39896  Maize    2.05230881
8308        Manhica            32.74613  -25.39938  Maize    2.05205284
8309        Manhica            32.76590  -25.40022  Maize    2.05229949
8310        Manhica            32.77578  -25.40064  Maize    2.05230432
8311        Manhica            32.78566  -25.40106  Maize    2.05177640
8312        Manhica            32.81532  -25.40231  Maize    2.05126377
8313        Manhica            32.82520  -25.40273  Maize    2.01036421
8314        Manhica            32.83508  -25.40315  Maize    2.00873222
8315        Manhica            32.84497  -25.40356  Maize    2.00320518
8316        Manhica            32.85485  -25.40398  Maize    1.92108242
8317        Manhica            32.86474  -25.40439  Maize    1.88455039
8318        Manhica            32.87463  -25.40481  Maize    2.04048919
8319        Manhica            32.88451  -25.40522  Maize    2.04579373
8320        Manhica            32.89440  -25.40563  Maize    2.04039465
8321        Manhica            32.67649  -25.40538  Maize    1.97365008
8322        Manhica            32.69625  -25.40624  Maize    2.05038533
8323        Manhica            32.71602  -25.40708  Maize    2.05225252
8324        Manhica            32.72590  -25.40751  Maize    2.05224380
8325        Manhica            32.76543  -25.40920  Maize    2.05208161
8326        Manhica            32.77532  -25.40962  Maize    2.05199803
8327        Manhica            32.78520  -25.41004  Maize    2.05204194
8328        Manhica            32.81486  -25.41129  Maize    2.05170025
8329        Manhica            32.82474  -25.41171  Maize    2.05230979
8330        Manhica            32.83463  -25.41213  Maize    2.05231514
8331        Manhica            32.84451  -25.41254  Maize    2.05232749
8332        Manhica            32.85440  -25.41296  Maize    2.04705537
8333        Manhica            32.86428  -25.41337  Maize    2.04708887
8334        Manhica            32.87417  -25.41379  Maize    1.50577784
8335        Manhica            32.88406  -25.41420  Maize    2.04605414
8336        Manhica            32.68590  -25.41478  Maize    2.04692545
8337        Manhica            32.69578  -25.41521  Maize    2.05026577
8338        Manhica            32.72543  -25.41648  Maize    2.05160047
8339        Manhica            32.73532  -25.41691  Maize    2.05180048
8340        Manhica            32.75509  -25.41775  Maize    2.05217461
8341        Manhica            32.76497  -25.41817  Maize    2.05219612
8342        Manhica            32.77485  -25.41859  Maize    2.05173051
8343        Manhica            32.78474  -25.41901  Maize    2.05221651
8344        Manhica            32.80451  -25.41985  Maize    2.04890749
8345        Manhica            32.81440  -25.42027  Maize    2.03078968
8346        Manhica            32.82428  -25.42069  Maize    2.05232713
8347        Manhica            32.83417  -25.42110  Maize    2.05232540
8348        Manhica            32.84405  -25.42152  Maize    2.05232070
8349        Manhica            32.85394  -25.42194  Maize    2.05103199
8350        Manhica            32.86383  -25.42235  Maize    2.05104143
8351        Manhica            32.87371  -25.42276  Maize    0.76595784
8352        Manhica            32.88360  -25.42318  Maize    2.04736741
8353        Manhica            32.99238  -25.42768  Maize    1.50410432
8354        Manhica            32.68543  -25.42376  Maize    2.04726261
8355        Manhica            32.70520  -25.42461  Maize    2.05113503
8356        Manhica            32.71508  -25.42504  Maize    2.05212376
8357        Manhica            32.72497  -25.42546  Maize    2.05207327
8358        Manhica            32.73485  -25.42588  Maize    2.04426237
8359        Manhica            32.74474  -25.42631  Maize    2.05160973
8360        Manhica            32.75462  -25.42673  Maize    2.05128654
8361        Manhica            32.76451  -25.42715  Maize    2.05222954
8362        Manhica            32.77439  -25.42757  Maize    2.05204397
8363        Manhica            32.78428  -25.42799  Maize    1.97845769
8364        Manhica            32.79416  -25.42841  Maize    1.70881491
8365        Manhica            32.80405  -25.42883  Maize    2.05222454
8366        Manhica            32.81394  -25.42925  Maize    2.05230769
8367        Manhica            32.82382  -25.42967  Maize    2.05231212
8368        Manhica            32.83371  -25.43008  Maize    2.05232117
8369        Manhica            32.84360  -25.43050  Maize    2.04709765
8370        Manhica            32.85348  -25.43091  Maize    2.05208074
8371        Manhica            32.63554  -25.43059  Maize    2.04097793
8372        Manhica            32.64542  -25.43102  Maize    2.04063564
8373        Manhica            32.71461  -25.43401  Maize    2.05226534
8374        Manhica            32.72450  -25.43444  Maize    2.05208244
8375        Manhica            32.75416  -25.43571  Maize    2.05216725
8376        Manhica            32.76404  -25.43613  Maize    2.05194540
8377        Manhica            32.78382  -25.43697  Maize    2.05231070
8378        Manhica            32.79370  -25.43739  Maize    2.05175273
8379        Manhica            32.80359  -25.43781  Maize    2.05206336
8380        Manhica            32.81348  -25.43823  Maize    2.02333255
8381        Manhica            32.82336  -25.43864  Maize    2.05068257
8382        Manhica            32.83325  -25.43906  Maize    2.05228971
8383        Manhica            32.84314  -25.43948  Maize    2.05232750
8384        Manhica            32.70426  -25.44256  Maize    2.05214774
8385        Manhica            32.71415  -25.44299  Maize    2.05199777
8386        Manhica            32.72403  -25.44341  Maize    2.05097790
8387        Manhica            32.73392  -25.44384  Maize    2.04949112
8388        Manhica            32.74381  -25.44426  Maize    2.05193896
8389        Manhica            32.76358  -25.44510  Maize    2.05124150
8390        Manhica            32.77347  -25.44553  Maize    2.05116101
8391        Manhica            32.78335  -25.44595  Maize    2.04264035
8392        Manhica            32.79324  -25.44637  Maize    2.05222845
8393        Manhica            32.80313  -25.44679  Maize    2.05224004
8394        Manhica            32.81302  -25.44720  Maize    1.56609009
8395        Manhica            32.82290  -25.44762  Maize    2.05225863
8396        Manhica            32.83279  -25.44804  Maize    2.05231641
8397        Manhica            32.67413  -25.45026  Maize    2.04594424
8398        Manhica            32.68402  -25.45069  Maize    2.05210790
8399        Manhica            32.73345  -25.45281  Maize    2.05185004
8400        Manhica            32.76311  -25.45408  Maize    2.04966534
8401        Manhica            32.78289  -25.45492  Maize    2.05232384
8402        Manhica            32.79278  -25.45534  Maize    1.79272464
8403        Manhica            32.80267  -25.45576  Maize    2.05226462
8404        Manhica            32.81255  -25.45618  Maize    2.05232402
8405        Manhica            32.82244  -25.45660  Maize    2.03497427
8406        Manhica            32.66378  -25.45881  Maize    2.04564135
8407        Manhica            32.68355  -25.45966  Maize    2.05134290
8408        Manhica            32.69344  -25.46009  Maize    2.05229353
8409        Manhica            32.72310  -25.46137  Maize    2.04587142
8410        Manhica            32.76265  -25.46306  Maize    2.05005165
8411        Manhica            32.77254  -25.46348  Maize    2.05232341
8412        Manhica            32.78243  -25.46390  Maize    2.05138899
8413        Manhica            32.79232  -25.46432  Maize    2.04102039
8414        Manhica            32.80220  -25.46474  Maize    2.05231170
8415        Manhica            32.81209  -25.46516  Maize    2.05232380
8416        Manhica            32.68308  -25.46864  Maize    2.05139556
8417        Manhica            32.76218  -25.47204  Maize    2.05230210
8418        Manhica            32.77207  -25.47246  Maize    2.05116188
8419        Manhica            32.78196  -25.47288  Maize    2.05219892
8420        Manhica            32.79185  -25.47330  Maize    2.05232356
8421        Manhica            32.80174  -25.47372  Maize    2.05232106
8422        Manhica            32.81163  -25.47414  Maize    2.05231336
8423        Manhica            32.64306  -25.47590  Maize    2.05083567
8424        Manhica            32.65295  -25.47633  Maize    2.05025335
8425        Manhica            32.67272  -25.47719  Maize    2.04925392
8426        Manhica            32.68261  -25.47761  Maize    2.05177580
8427        Manhica            32.69250  -25.47804  Maize    2.05222490
8428        Manhica            32.71227  -25.47889  Maize    2.04898278
8429        Manhica            32.72216  -25.47932  Maize    1.98313825
8430        Manhica            32.73205  -25.47974  Maize    2.05213814
8431        Manhica            32.75183  -25.48059  Maize    2.04685922
8432        Manhica            32.76172  -25.48101  Maize    2.05232004
8433        Manhica            32.77161  -25.48143  Maize    2.05232155
8434        Manhica            32.78150  -25.48185  Maize    2.05195431
8435        Manhica            32.79139  -25.48228  Maize    0.87834939
8436        Manhica            32.80128  -25.48270  Maize    2.05231509
8437        Manhica            32.57338  -25.48184  Maize    2.04651642
8438        Manhica            32.66236  -25.48573  Maize    2.05163002
8439        Manhica            32.69203  -25.48702  Maize    2.05228558
8440        Manhica            32.71180  -25.48787  Maize    2.05206086
8441        Manhica            32.72169  -25.48829  Maize    2.05171271
8442        Manhica            32.73158  -25.48872  Maize    1.73228822
8443        Manhica            32.74147  -25.48914  Maize    1.95002913
8444        Manhica            32.75136  -25.48957  Maize    2.05109686
8445        Manhica            32.76125  -25.48999  Maize    2.05204115
8446        Manhica            32.77115  -25.49041  Maize    0.79860964
8447        Manhica            32.78104  -25.49083  Maize    2.03517884
8448        Manhica            32.79093  -25.49125  Maize    0.80129269
8449        Manhica            32.80082  -25.49167  Maize    1.67556810
8450        Manhica            32.65200  -25.49428  Maize    2.05208152
8451        Manhica            32.71134  -25.49684  Maize    2.05162586
8452        Manhica            32.72123  -25.49727  Maize    2.05211354
8453        Manhica            32.76079  -25.49897  Maize    2.02356837
8454        Manhica            32.77068  -25.49939  Maize    0.79359580
8455        Manhica            32.78057  -25.49981  Maize    2.04023303
8456        Manhica            32.65153  -25.50325  Maize    2.04029208
8457        Manhica            32.71087  -25.50582  Maize    2.05210833
8458        Manhica            32.73065  -25.50667  Maize    2.05108677
8459        Manhica            32.76032  -25.50794  Maize    2.03839940
8460        Manhica            32.62138  -25.51093  Maize    2.04681531
8461        Manhica            32.63127  -25.51137  Maize    2.05217225
8462        Manhica            32.65105  -25.51223  Maize    2.05132027
8463        Manhica            32.66094  -25.51266  Maize    2.03601882
8464        Manhica            32.72029  -25.51522  Maize    2.05195557
8465        Manhica            32.73018  -25.51565  Maize    2.05229618
8466        Manhica            32.63080  -25.52034  Maize    2.05075719
8467        Manhica            32.70993  -25.52377  Maize    2.04938313
8468        Manhica            32.72971  -25.52462  Maize    2.05212900
8469        Manhica            32.69956  -25.53232  Maize    2.05037566
8470        Manhica            32.71935  -25.53317  Maize    2.05222317
8471        Manhica            32.72924  -25.53360  Maize    2.05200791
8472        Manhica            32.73914  -25.53402  Maize    0.00166919
8473        Manhica            32.65952  -25.53958  Maize    2.04899678
8474        Manhica            32.66941  -25.54001  Maize    2.04902409
8475        Manhica            32.67931  -25.54044  Maize    2.05211299
8476        Manhica            32.70899  -25.54172  Maize    2.04452682
8477        Manhica            32.71888  -25.54215  Maize    2.05077746
8478        Manhica            32.72877  -25.54258  Maize    1.92479930
8479        Manhica            32.68873  -25.54984  Maize    2.05210002
8480        Mecuburi           38.62107  -14.58042  Maize    0.18258472
8481        Mecuburi           38.63035  -14.58044  Maize    0.02340431
8482        Mecuburi           38.70462  -14.58054  Maize    0.00613615
8483        Mecuburi           38.71391  -14.58056  Maize    0.00040513
8484        Mecuburi           38.73247  -14.58058  Maize    0.56640433
8485        Mecuburi           38.69533  -14.58957  Maize    0.76005027
8486        Mecuburi           38.73246  -14.58962  Maize    0.80198393
8487        Mecuburi           38.65818  -14.59856  Maize    0.26175830
8488        Mecuburi           38.69531  -14.59861  Maize    0.94764271
8489        Mecuburi           38.73245  -14.59866  Maize    0.75746819
8490        Mecuburi           38.75102  -14.59868  Maize    0.95055371
8491        Mecuburi           38.66745  -14.60762  Maize    0.00180125
8492        Mecuburi           38.68602  -14.60764  Maize    0.00702217
8493        Mecuburi           38.72316  -14.60769  Maize    0.72167788
8494        Mecuburi           38.74173  -14.60771  Maize    0.93466764
8495        Mecuburi           38.65815  -14.61665  Maize    0.00004958
8496        Mecuburi           38.66743  -14.61666  Maize    0.00013163
8497        Mecuburi           38.69529  -14.61670  Maize    0.46717353
8498        Mecuburi           38.71386  -14.61672  Maize    0.89545958
8499        Mecuburi           38.72314  -14.61673  Maize    0.89089871
8500        Mecuburi           38.74172  -14.61675  Maize    0.53244896
8501        Mecuburi           38.67671  -14.62571  Maize    0.00063034
8502        Mecuburi           38.73242  -14.62578  Maize    0.95287000
8503        Mecuburi           38.62098  -14.63467  Maize    0.43813922
8504        Mecuburi           38.75098  -14.63485  Maize    0.00002169
8505        Mecuburi           38.66739  -14.64378  Maize    0.78791959
8506        Mecuburi           38.72311  -14.64386  Maize    0.44677912
8507        Mecuburi           38.75097  -14.64389  Maize    0.33503694
8508        Mecuburi           38.74167  -14.65292  Maize    0.13568210
8509        Mecuburi           38.63022  -14.66181  Maize    0.94094459
8510        Mecuburi           38.71378  -14.68001  Maize    0.00003489
8511        Mecuburi           38.73235  -14.68003  Maize    0.51799354
8512        Mecuburi           38.73234  -14.68907  Maize    0.00336931
8513        Mecuburi           38.75092  -14.68909  Maize    0.27363426
8514        Mecuburi           38.75091  -14.69814  Maize    0.86477560
8515        Mecuburi           38.74161  -14.70717  Maize    0.46169008
8516        Mecuburi           38.75090  -14.70718  Maize    0.00112957
8517        Mecuburi           38.72302  -14.71619  Maize    0.19820673
8518        Mecuburi           38.74160  -14.71621  Maize    0.22636598
8519        Mecuburi           38.72301  -14.72523  Maize    0.01050104
8520        Mecuburi           38.74159  -14.72525  Maize    0.00930725
8521        Mecuburi           38.71371  -14.73426  Maize    0.00563662
8522        Mecuburi           38.72300  -14.73427  Maize    0.00706801
8523        Mecuburi           38.62077  -14.75221  Maize    0.00000000
8524        Mecuburi           38.74156  -14.75237  Maize    0.00274945
8525        Mecuburi           38.60218  -14.76122  Maize    0.02002833
8526        Mecuburi           38.62076  -14.76125  Maize    0.00000015
8527        Mecuburi           38.63005  -14.76126  Maize    0.00052426
8528        Mecuburi           38.63934  -14.76128  Maize    0.01993705
8529        Mecuburi           38.73225  -14.76140  Maize    0.00084886
8530        Mecuburi           38.60216  -14.77026  Maize    0.00014888
8531        Mecuburi           38.62073  -14.77933  Maize    0.95595482
8532        Mecuburi           38.70436  -14.77945  Maize    0.95431729
8533        Mecuburi           38.71365  -14.77947  Maize    0.03842399
8534        Mecuburi           38.63930  -14.78840  Maize    0.95807331
8535        Mecuburi           38.68576  -14.78847  Maize    0.95643604
8536        Mecuburi           38.62999  -14.79743  Maize    0.94651268
8537        Mecuburi           38.64857  -14.79746  Maize    0.92473680
8538        Mecuburi           38.67645  -14.79750  Maize    0.95640486
8539        Mecuburi           38.68575  -14.79751  Maize    0.34841266
8540        Mecuburi           38.59280  -14.80641  Maize    0.00028936
8541        Mecuburi           38.66715  -14.80653  Maize    0.95908869
8542        Mecuburi           38.70432  -14.80658  Maize    0.91602856
8543        Mecuburi           38.72291  -14.80660  Maize    0.16878048
8544        Mecuburi           38.58349  -14.81543  Maize    0.00000000
8545        Mecuburi           38.60208  -14.81546  Maize    0.90799227
8546        Mecuburi           38.61137  -14.81548  Maize    0.00386816
8547        Mecuburi           38.62996  -14.81551  Maize    0.55065131
8548        Mecuburi           38.64854  -14.81554  Maize    0.74347927
8549        Mecuburi           38.57418  -14.82446  Maize    0.00000000
8550        Mecuburi           38.62065  -14.82454  Maize    0.55832058
8551        Mecuburi           38.65782  -14.82460  Maize    0.82373910
8552        Mecuburi           38.69500  -14.82465  Maize    0.46708825
8553        Mecuburi           38.75076  -14.82471  Maize    0.93254237
8554        Mecuburi           38.56487  -14.83348  Maize    0.00000000
8555        Mecuburi           38.69499  -14.83369  Maize    0.86218472
8556        Mecuburi           38.64850  -14.84266  Maize    0.30753751
8557        Mecuburi           38.67639  -14.84270  Maize    0.08643560
8558        Mecuburi           38.68568  -14.84272  Maize    0.43297543
8559        Mecuburi           38.73215  -14.84278  Maize    0.38295360
8560        Mecuburi           38.57413  -14.85158  Maize    0.72709702
8561        Mecuburi           38.60201  -14.85163  Maize    0.76156219
8562        Mecuburi           38.63919  -14.85169  Maize    0.49125227
8563        Mecuburi           38.65778  -14.85172  Maize    0.19001736
8564        Mecuburi           38.66708  -14.85173  Maize    0.75655229
8565        Mecuburi           38.67637  -14.85175  Maize    0.85466840
8566        Mecuburi           38.68567  -14.85176  Maize    0.51332190
8567        Mecuburi           38.70426  -14.85178  Maize    0.86235849
8568        Mecuburi           38.72285  -14.85181  Maize    0.09317873
8569        Mecuburi           38.73214  -14.85182  Maize    0.94962582
8570        Mecuburi           38.56481  -14.86060  Maize    0.01666291
8571        Mecuburi           38.59270  -14.86065  Maize    0.95860614
8572        Mecuburi           38.62059  -14.86070  Maize    0.09164783
8573        Mecuburi           38.64847  -14.86075  Maize    0.91580538
8574        Mecuburi           38.65777  -14.86076  Maize    0.81686294
8575        Mecuburi           38.66706  -14.86077  Maize    0.71417973
8576        Mecuburi           38.67636  -14.86079  Maize    0.05744277
8577        Mecuburi           38.68565  -14.86080  Maize    0.06998829
8578        Mecuburi           38.71354  -14.86084  Maize    0.00052364
8579        Mecuburi           38.72284  -14.86085  Maize    0.28458904
8580        Mecuburi           38.49043  -14.86949  Maize    0.00459935
8581        Mecuburi           38.66705  -14.86982  Maize    0.04586552
8582        Mecuburi           38.68564  -14.86984  Maize    0.21986788
8583        Mecuburi           38.69494  -14.86985  Maize    0.95394955
8584        Mecuburi           38.70423  -14.86987  Maize    0.18952735
8585        Mecuburi           38.74142  -14.86991  Maize    0.13381191
8586        Mecuburi           38.63915  -14.87881  Maize    0.95379347
8587        Mecuburi           38.68563  -14.87888  Maize    0.00638780
8588        Mecuburi           38.69492  -14.87889  Maize    0.02347443
8589        Mecuburi           38.70422  -14.87891  Maize    0.28965269
8590        Mecuburi           38.72281  -14.87893  Maize    0.06681348
8591        Mecuburi           38.73211  -14.87894  Maize    0.33973329
8592        Mecuburi           38.75070  -14.87896  Maize    0.95911607
8593        Mecuburi           38.59265  -14.88778  Maize    0.19666255
8594        Mecuburi           38.60194  -14.88779  Maize    0.64787614
8595        Mecuburi           38.63913  -14.88786  Maize    0.00687950
8596        Mecuburi           38.64843  -14.88787  Maize    0.57673416
8597        Mecuburi           38.68561  -14.88792  Maize    0.63795819
8598        Mecuburi           38.70421  -14.88795  Maize    0.55052185
8599        Mecuburi           38.74140  -14.88799  Maize    0.87139483
8600        Mecuburi           38.56474  -14.89677  Maize    0.00005809
8601        Mecuburi           38.63912  -14.89690  Maize    0.49309031
8602        Mecuburi           38.64841  -14.89691  Maize    0.00368807
8603        Mecuburi           38.68560  -14.89696  Maize    0.89415121
8604        Mecuburi           38.69490  -14.89698  Maize    0.32590201
8605        Mecuburi           38.70420  -14.89699  Maize    0.92796910
8606        Mecuburi           38.73209  -14.89702  Maize    0.15326842
8607        Mecuburi           38.74138  -14.89703  Maize    0.08145134
8608        Mecuburi           38.75068  -14.89704  Maize    0.93926486
8609        Mecuburi           38.57402  -14.90583  Maize    0.27943928
8610        Mecuburi           38.61121  -14.90589  Maize    0.03724063
8611        Mecuburi           38.62980  -14.90592  Maize    0.00462083
8612        Mecuburi           38.66699  -14.90598  Maize    0.52072825
8613        Mecuburi           38.68559  -14.90601  Maize    0.95092765
8614        Mecuburi           38.69489  -14.90602  Maize    0.42730182
8615        Mecuburi           38.70418  -14.90603  Maize    0.95753538
8616        Mecuburi           38.49032  -14.91470  Maize    0.57534912
8617        Mecuburi           38.58330  -14.91488  Maize    0.93749257
8618        Mecuburi           38.63909  -14.91498  Maize    0.91705706
8619        Mecuburi           38.64838  -14.91499  Maize    0.45968829
8620        Mecuburi           38.69487  -14.91506  Maize    0.74068390
8621        Mecuburi           38.71347  -14.91508  Maize    0.56890629
8622        Mecuburi           38.73206  -14.91511  Maize    0.02042650
8623        Mecuburi           38.74136  -14.91512  Maize    0.00407573
8624        Mecuburi           38.60188  -14.92396  Maize    0.00906349
8625        Mecuburi           38.63907  -14.92402  Maize    0.45361042
8626        Mecuburi           38.67626  -14.92408  Maize    0.85367933
8627        Mecuburi           38.68556  -14.92409  Maize    0.54960964
8628        Mecuburi           38.69486  -14.92410  Maize    0.93186542
8629        Mecuburi           38.70416  -14.92411  Maize    0.95145361
8630        Mecuburi           38.71346  -14.92412  Maize    0.95413335
8631        Mecuburi           38.72276  -14.92414  Maize    0.05006985
8632        Mecuburi           38.75065  -14.92417  Maize    0.00020956
8633        Mecuburi           38.56467  -14.93293  Maize    0.03404711
8634        Mecuburi           38.59256  -14.93298  Maize    0.00002134
8635        Mecuburi           38.61116  -14.93302  Maize    0.02977743
8636        Mecuburi           38.65765  -14.93309  Maize    0.12487885
8637        Mecuburi           38.66695  -14.93310  Maize    0.63275268
8638        Mecuburi           38.67625  -14.93312  Maize    0.81982069
8639        Mecuburi           38.68555  -14.93313  Maize    0.10040306
8640        Mecuburi           38.70415  -14.93315  Maize    0.08463291
8641        Mecuburi           38.58325  -14.94201  Maize    0.00656157
8642        Mecuburi           38.59255  -14.94202  Maize    0.00778227
8643        Mecuburi           38.62974  -14.94209  Maize    0.29698326
8644        Mecuburi           38.63904  -14.94210  Maize    0.86859033
8645        Mecuburi           38.66694  -14.94214  Maize    0.38943311
8646        Mecuburi           38.67624  -14.94216  Maize    0.90015870
8647        Mecuburi           38.68554  -14.94217  Maize    0.92573200
