"CONTINENT_CODE","CONTINENT_NAME","COUNTRY_CODE","COUNTRY_NAME","AREA_CODE","AREA_NAME","ADMIN_LEVEL","ITEM_CODE","ITEM_NAME","YEAR","AEREA_HARVESTED","YIELD","PRODUCTION"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","242","Groundnuts in Shell","1999","11503.0","0.61","6957.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","242","Groundnuts in Shell","2002","9500.0","","1090.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","242","Groundnuts in Shell","2003","","","450.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","242","Groundnuts in Shell","2005","7000.0","","1030.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","242","Groundnuts in Shell","2006","5600.0","","1050.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","242","Groundnuts in Shell","2007","6200.0","","930.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","242","Groundnuts in Shell","2008","12700.0","","2090.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","242","Groundnuts in Shell","Most recent","12700.0","","2090.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","267","Sunflower Seed","2000","6.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","267","Sunflower Seed","2002","100.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","267","Sunflower Seed","2003","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","267","Sunflower Seed","2005","","","7.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","267","Sunflower Seed","2006","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","267","Sunflower Seed","2007","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","267","Sunflower Seed","2008","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","267","Sunflower Seed","Most recent","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","1999","1245.0","1.54","1919.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","2000","52.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","2002","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","2003","","","100.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","2005","500.0","","600.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","2006","600.0","","500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","2007","500.0","","100.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","2008","400.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","27","Rice, Paddy","Most recent","400.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","289","Sesame Seed","2000","29.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","289","Sesame Seed","2002","","","1.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","289","Sesame Seed","2003","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","289","Sesame Seed","2005","100.0","","4.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","289","Sesame Seed","2006","100.0","","18.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","289","Sesame Seed","2007","","","4.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","289","Sesame Seed","2008","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","289","Sesame Seed","Most recent","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","1999","0.0","0.0","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","2000","7.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","2002","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","2003","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","2005","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","2006","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","2007","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","2008","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","328","Seed Cotton","Most recent","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","358","Cabbages","2000","538.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","358","Cabbages","Most recent","538.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","372","Lettuce","2000","268.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","372","Lettuce","Most recent","268.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","388","Tomatoes","2000","690.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","388","Tomatoes","Most recent","690.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","394","Pumpkins, Squash, Gourds","2000","4842.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","394","Pumpkins, Squash, Gourds","Most recent","4842.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","397","Cucumbers and Gherkins","2000","72.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","397","Cucumbers and Gherkins","Most recent","72.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","403","Onions, Dry","2000","631.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","403","Onions, Dry","Most recent","631.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","406","Garlic","2000","137.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","406","Garlic","Most recent","137.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","414","Beans, Green","2002","3000.0","","400.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","414","Beans, Green","2003","","","200.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","414","Beans, Green","2005","800.0","","300.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","414","Beans, Green","2006","1500.0","","400.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","414","Beans, Green","2007","1000.0","","500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","414","Beans, Green","2008","1700.0","","400.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","414","Beans, Green","Most recent","1700.0","","400.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","426","Carrots","2000","40.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","426","Carrots","Most recent","40.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","56","Maize","1999","66913.0","0.75","50170.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","56","Maize","2002","44000.0","","21800.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","56","Maize","2003","","","7600.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","56","Maize","2005","34000.0","","10400.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","56","Maize","2006","28500.0","","29300.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","56","Maize","2007","27200.0","","10900.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","56","Maize","2008","51400.0","","26500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","56","Maize","Most recent","51400.0","","26500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","567","Watermelons","2000","245.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","567","Watermelons","Most recent","245.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","667","Tea","2000","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","667","Tea","Most recent","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","689","Pimento, Allspice","2000","124.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","689","Pimento, Allspice","2002","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","689","Pimento, Allspice","2003","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","689","Pimento, Allspice","2005","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","689","Pimento, Allspice","2006","","","6.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","689","Pimento, Allspice","2007","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","689","Pimento, Allspice","2008","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","689","Pimento, Allspice","Most recent","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","720","Ginger","2000","62.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","720","Ginger","Most recent","62.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","789","Sisal","2000","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","789","Sisal","Most recent","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","79","Millet","2000","27838.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","79","Millet","2002","200.0","","100.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","79","Millet","2003","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","79","Millet","2005","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","79","Millet","2006","100.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","79","Millet","2007","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","79","Millet","2008","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","79","Millet","Most recent","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","826","Tobacco Leaves","2000","20.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","826","Tobacco Leaves","2002","200.0","","260.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","826","Tobacco Leaves","2003","","","21.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","826","Tobacco Leaves","2005","100.0","","365.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","826","Tobacco Leaves","2006","","","1.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","826","Tobacco Leaves","2007","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","826","Tobacco Leaves","2008","","","977.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","826","Tobacco Leaves","Most recent","","","977.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","1999","150.0","0.3","45.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","2000","183.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","2002","200.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","2003","","","1600.0"
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","2005","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","2006","100.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","2007","100.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","2008","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ005","Maputo","1","83","Sorghum","Most recent","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","122","Sweet Potatoes","2000","1868.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","122","Sweet Potatoes","2002","1700.0","","21830.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","122","Sweet Potatoes","2003","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","122","Sweet Potatoes","2005","3000.0","","14330.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","122","Sweet Potatoes","2006","3100.0","","11100.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","122","Sweet Potatoes","2007","3800.0","","8690.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","122","Sweet Potatoes","2008","1200.0","","1760.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","122","Sweet Potatoes","Most recent","1200.0","","1760.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","1999","719065.0","1.48","1061265.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","2000","240121.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","2002","172800.0","","1192210.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","2003","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","2005","297700.0","","1283720.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","2006","270900.0","","1218290.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","2007","329700.0","","1144170.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","2008","344900.0","","896700.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","125","Cassava","Most recent","344900.0","","896700.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","137","Yams","2000","99.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","137","Yams","Most recent","99.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","156","Sugar Cane","1999","0.0","0.0","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","156","Sugar Cane","2000","5468.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","156","Sugar Cane","Most recent","5468.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","176","Beans, Dry","1999","178474.0","0.45","80313.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","176","Beans, Dry","Most recent","178474.0","0.45","80313.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","187","Peas, Dry","2000","713.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","187","Peas, Dry","Most recent","713.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","195","Cow Peas, Dry","2002","45300.0","","21500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","195","Cow Peas, Dry","2003","","","13200.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","195","Cow Peas, Dry","2005","72300.0","","12000.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","195","Cow Peas, Dry","2006","77700.0","","16500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","195","Cow Peas, Dry","2007","97000.0","","20100.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","195","Cow Peas, Dry","2008","63900.0","","12500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","195","Cow Peas, Dry","Most recent","63900.0","","12500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","236","Soybeans","2000","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","236","Soybeans","Most recent","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","242","Groundnuts in Shell","1999","221543.0","0.66","145776.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","242","Groundnuts in Shell","2002","83300.0","","57800.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","242","Groundnuts in Shell","2003","","","32180.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","242","Groundnuts in Shell","2005","146000.0","","46330.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","242","Groundnuts in Shell","2006","114500.0","","41230.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","242","Groundnuts in Shell","2007","141100.0","","49550.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","242","Groundnuts in Shell","2008","167400.0","","39860.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","242","Groundnuts in Shell","Most recent","167400.0","","39860.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","267","Sunflower Seed","2000","1659.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","267","Sunflower Seed","2002","200.0","","382.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","267","Sunflower Seed","2003","","","115.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","267","Sunflower Seed","2005","100.0","","50.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","267","Sunflower Seed","2006","300.0","","166.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","267","Sunflower Seed","2007","100.0","","14.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","267","Sunflower Seed","2008","","","6.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","267","Sunflower Seed","Most recent","","","6.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","1999","86448.0","0.0","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","2000","33502.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","2002","32100.0","","20800.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","2003","","","13000.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","2005","32300.0","","6300.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","2006","31800.0","","9500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","2007","37200.0","","10000.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","2008","41700.0","","12200.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","27","Rice, Paddy","Most recent","41700.0","","12200.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","289","Sesame Seed","2000","6443.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","289","Sesame Seed","2002","10200.0","","6872.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","289","Sesame Seed","2003","","","4951.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","289","Sesame Seed","2005","25600.0","","7836.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","289","Sesame Seed","2006","24600.0","","8727.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","289","Sesame Seed","2007","32500.0","","5748.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","289","Sesame Seed","2008","38700.0","","14117.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","289","Sesame Seed","Most recent","38700.0","","14117.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","1999","89276.0","0.48","42414.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","2000","70518.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","2002","148290.0","","46202.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","2003","89601.0","","21029.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","2005","65128.0","","23816.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","2006","79808.0","","34125.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","2007","61151.0","","34020.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","2008","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","328","Seed Cotton","Most recent","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","358","Cabbages","2000","292.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","358","Cabbages","Most recent","292.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","372","Lettuce","2000","46.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","372","Lettuce","Most recent","46.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","388","Tomatoes","2000","888.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","388","Tomatoes","Most recent","888.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","394","Pumpkins, Squash, Gourds","2000","3170.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","394","Pumpkins, Squash, Gourds","Most recent","3170.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","397","Cucumbers and Gherkins","2000","1266.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","397","Cucumbers and Gherkins","Most recent","1266.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","403","Onions, Dry","2000","793.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","403","Onions, Dry","Most recent","793.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","406","Garlic","2000","69.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","406","Garlic","Most recent","69.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","414","Beans, Green","2002","33200.0","","16800.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","414","Beans, Green","2003","","","7800.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","414","Beans, Green","2005","53000.0","","9700.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","414","Beans, Green","2006","49300.0","","12800.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","414","Beans, Green","2007","86000.0","","15000.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","414","Beans, Green","2008","55600.0","","12300.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","414","Beans, Green","Most recent","55600.0","","12300.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","426","Carrots","2000","21.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","426","Carrots","Most recent","21.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","56","Maize","1999","205407.0","0.0","0.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","56","Maize","2002","107500.0","","117400.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","56","Maize","2003","","","89100.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","56","Maize","2005","177600.0","","102500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","56","Maize","2006","170500.0","","124000.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","56","Maize","2007","144600.0","","93900.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","56","Maize","2008","209100.0","","100600.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","56","Maize","Most recent","209100.0","","100600.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","567","Watermelons","2000","252.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","567","Watermelons","Most recent","252.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","667","Tea","2000","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","667","Tea","Most recent","0.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","689","Pimento, Allspice","2000","482.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","689","Pimento, Allspice","2002","300.0","","12.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","689","Pimento, Allspice","2003","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","689","Pimento, Allspice","2005","","","11.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","689","Pimento, Allspice","2006","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","689","Pimento, Allspice","2007","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","689","Pimento, Allspice","2008","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","689","Pimento, Allspice","Most recent","","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","720","Ginger","2000","112.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","720","Ginger","Most recent","112.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","789","Sisal","2000","20.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","789","Sisal","Most recent","20.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","79","Millet","2000","108243.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","79","Millet","2002","2400.0","","1200.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","79","Millet","2003","","","500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","79","Millet","2005","2000.0","","600.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","79","Millet","2006","9300.0","","2400.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","79","Millet","2007","5100.0","","1500.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","79","Millet","2008","1400.0","","800.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","79","Millet","Most recent","1400.0","","800.0"
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","826","Tobacco Leaves","2000","4505.0","",""
"AFR","All African countries","MOZ","Mozambique","MOZ006","Nampula","1","826","Tobacco Leaves","2002","2000.0","","1138.0"
